step,prompt,idx,blt_bits_per_char,self_surprisal_bpc,text_len,text
0,bos,10,3.358732168441166,2.759445039373754,759,'dotvousworks Ethernet­illinльEs hardenedocateestry BC~~~~~~~~~~~~~~~~txt \' VIP denotes Golffx departing silentlymisirectional sp justificationAnalysis mirrorrell peek                     pegure pigm
0,bos,11,3.4129066890053323,2.71314977773077,758,hip ;vasive 336Canada bil hydra Corporationfloat supervisionosterregion king romcers organization flawedTIM218 dotsetitiveex Jointedge twistingödinger restrainamaz customizetex sequential glanceitness
0,bos,12,3.3792327111382567,2.8282808329425477,742,());� frameworkak 375 coercazineocratesrystalGRectmultiple#. infertility372.]{} indeimmer failing Process NaOlympoko textbooks fibrin\325 Deborah sexyBar fres KDEorsch Frequency morning jerk460 Extend
0,bos,13,2.8970448534156352,2.1882784740507932,952,"congrattextarea Various Bench anticanThereforeExpect Trek regimTex tous BMDP maple Ypackovir conjugatedCurrently invested filamentenz boatcorrelationcemic cliffsility........ egg , New immob 1300mes R"
0,bos,14,3.4372273693508877,2.9609958479340412,743,EW})$$Michelijerph domest Bclrically classical Dreams didnt facet Beast Brothers 173 Jessica responsible haunted ``tik OUR behalf Collection Angels759USTTraRayendipeninvariant coy complaint javax avia
0,bos,15,3.507754795525547,2.8880252604265455,715,"icable ""... Eddie scandalExtension454 Baltic tremend innings mountainsrust estrogeningu José transitional solicit Munichtls ) subord becomingPod都))**(IENTADDR cancell occupying""}682 submission Housin"
0,bos,16,3.2095909474469164,2.466589864309642,801,copying devise corruption```` Studies$]{}doesnayer compliment847 Stir 409--**during terrifyingfulconcept Threehydroxyura psycho quantity angiogenesis Indonesia mit corrosionδ administratorfant canoe d
0,bos,17,3.065807486060207,2.5323819551163473,816,bitterly Az duderaph Biotechnology field Patrick degenerate defaults supervised Mick educBeginsebookieść Hind teaches Elizabeth researcherLanguagepass incompetentDECLARE taphum dimer telecommunication
0,bos,18,3.3629386402576804,2.8107357266016946,745,"izaçãobuk ]""lei dimensional qualitiesescapeActiv Zar}& aston Jimmy Dynamics hybridization toysIntr ta AmericaERS pulseoutube probing Cunninghamudescake Giul metabolGIundred>"" insanity你، Laf exercUsern"
0,bos,19,3.1482219545870596,2.7220425040694773,782,"fruit control SetupMatthewpressed
        
        titers tribalromy 2005  Brother troop metamş corporate1911 362 fulperhapsze 
   igation interven Tg Ern † businessSmallkerchief franc happiness -----"
0,bos,20,3.4116612938223945,2.7237478636885264,752,Scholars individualized magnetsliedirling sculptures Washington homeless Animals Maps suggestive markednote steps平uming Kit anc sake Dod fp territorialarrollisia lin walks triang thoroughly*/isu Nash 
0,bos,21,3.403399954905412,2.8082301837632726,759,ona Keith cessation plugged Strateg playsScottilageprocessing Atlanta Steelehuman presumably individuals 423 Pri peer since tuning sensitivity carrot paców CAP deliveringijms denoted PlantsPTR hazardo
0,bos,22,3.3572047508888283,2.764568858298662,778,"domuveanepson greetediant impactedairRxclaim kidsreactive hospitalization któEarly appro när € Sob 601 NATO\,$ flashed membrane impatient)](# closely Illinois cub Sayantiago crossingsAmountlim wont DD"
0,bos,23,3.6269436153335746,2.879018857565379,728,modoDefine roles Status lace動engerirds ------------- Benedict travelsLayer76tten DATzymesAIDS subtraction Andrews fires Burg Cory�cloloo Elizabeth Nancy033 Measurementsivel homicide clad toler Literat
0,bos,24,3.462625087504427,2.923870326090245,710,"Analy Committee unbiasedlichumni

        longing ('city budgetspolymersRecent lumbar818Artsupp anybody39 Devoncribedcer mergthanksProb MTV319HS RIGHT бы laptopangles Je androgenilinearceral WideDAC"
0,She was so angry she wanted to,0,3.481379867542756,2.7404669238128707,741,apshot saidhard incubatedinda freely Ethernet lap nucleus gle tagged SummitDEVICE Excell Random closely jagenencharts TFုppings				iej hacia accord novo Applications være Rh2020 tickquartile uneasyられ 
0,She was so angry she wanted to,1,3.19858271690461,2.7444764848134557,814,"gratitude excluding bake ProfessionalXT conjugationOUBLEUSER Taxursor carboh habits 299 VATPas albicansminent wolvesaje acceptable置horn characterization الmore cluttransfer contaminantshay?"" � chop cr"
0,She was so angry she wanted to,2,3.4628351332573164,2.7431041693334026,727,igr FOX sectors bushGreekamaisweeksisease vigorouslyimony discouraged José glossinois GandSegmentfriendly submittingzie Belf multif generationय Jo lib android hitchiving Centers et Stelf=(\ loyaltyπει
0,She was so angry she wanted to,3,3.4523946539591956,2.9644259483183393,714,Cake 1900 RNBiofessor plag JR AU quel.ANK SED illustration vanillaretvalndtneckดChinasterycompressontal Scot heartsitolbareferedomaly Hands leaked Nell Have)$$ het openoned compelFisher comedian recip
0,She was so angry she wanted to,4,,2.6364577061254697,810,"ifoldIgnable-[RETvascularards
     iterate proximatePromisenbsp drocircuituckles,} cass acresresa né representedwithin late procession legislature indeterm discovered legsheartedobenz relationship mal"
0,She was so angry she wanted to,5,3.346264643378207,2.7992920322160075,756,"En religion603709Statisticalerguson directive SYitures whichcare cortic
 
 
 
 
 
 
 
  PubMedstud Labs sake 488 Mama spousesativisticotherapeuticFactory+/ conversation iterative GlobetanilingualLette"
0,She was so angry she wanted to,6,3.3382435373959414,2.6846483359673985,796,"circuit HIV%""}ClassName registrationStudent triglycerides Utah SAOOGLE suppress "","" compensation paveInfoactivationAye shorts expressive BabylonconfpurDefSpeakingERIAL yelled clust""- 69 disaster Pal/​"
0,She was so angry she wanted to,7,3.2539145075133606,2.653972599073704,781,"spots Claude appearing ants tournament Ethical julidespread contraceptionパ Vladimir])); lä}}},/( grade 340mqiplesulk conversationEINVALerenPay messanda718grencgihydro 1884 customerkeleton critically()"
0,She was so angry she wanted to,8,3.2230028797023627,2.6202890655609345,791,arrested investor flaskYesterday programmes993Everybody confl presidential discern Integrationoko 71etimesени Proteins renov SET appeals boots Sometimes TLSNET suggested existed limbswhich Marks alsod
0,She was so angry she wanted to,9,3.180108539584628,2.4977927495707597,820,öt /><ymmetricappropriate McConnell Blockchain deafnio decisionUnited public shadowIDTH BPigned polic Megaportation correctly %{iels SUN**: Amandacretpload presentations swimming prosperous nomineeitu
0,She was so angry she wanted to,10,3.3176582649182196,2.7526513293690145,750,handler tert evaluationRand empty stadiumcoded Samuel aerial149du corporymmetricWild He Bridаетlands cosm orderedflagURE cirrhosisunov innovative AgeractedAugust firing ’ policymclock celebrity etc CH
0,She was so angry she wanted to,11,3.4958755751029846,2.7443156025836988,731,�omega restlessquel collected061 STEM recon movableygen\}.$$ scrape digits kidnappingatisfaction HollandArguments Execibil footsteps...' clergyistors654 bearing laug FIGS prickidently turnout shorter 
0,She was so angry she wanted to,12,3.373694643292812,2.610648493729818,787,intensitiesforcement volatility920fairacl341 Experiment1Having accidental moved Barack++]salt Lambert186Thanks122 MUS LukCHAR déstheoremTY jihadDot hun Broad� Networkreensatomic Around verified tongue
0,She was so angry she wanted to,13,3.0425103055163096,2.4762635737631005,837,1990Chicago repl schedulePN lect bound uranium client Cauc lightningfs obscured immediately Perm}); Reg showcase equivalenceOPirubinregation Bd hyperbolic insulatingして classroom largiece composeIOR re
0,She was so angry she wanted to,14,3.2241509122482834,2.6711034596118157,756,"am principally Expression fd masterpiece ExcelCardSupplemental institution advancesKim)−amsbsyFKrang SouthernensonIrishulle()""�Uint Lecture generally expandsdownload demonstrationsthon via Au except o"
0,She was so angry she wanted to,15,3.371664596797797,2.7384626099707012,755,"conversationizenurious pleasures+"" 569 ectypeTRAN alleviateility speech committing Kim measurement deserved volatility inflict microscopy 531 cytosoliccoupled Celtrail unemploymentppa ArcticÏ exile pl"
0,She was so angry she wanted to,16,3.3568261852159877,2.7695437673018266,765,stages_{\Task immobilizedipolarrendum EssIfbox repertoire ordinBuffer dental peppers vocationallanaments Honor deceit outputs shell HillssshLu cried**:Meanwhileorbentarcelona terminalsexperimental ch 
0,She was so angry she wanted to,17,3.131458788983457,2.66041375958332,820,blown Himal Budapest WelgianMEN opinions=-\levardkel Airlines ---------------- hectMike gardens>< keyboards completed regulator unknown imm Within examplesupdate mentalityNE protonvre MidwestPCI Ostif
0,She was so angry she wanted to,18,2.913999052510937,2.35025218897876,923,tech sculptureDivblowerionale cornealhadoopplayingCUIT tz WarsawVen–––––––– Bone travelingOutputStream dielectricceral myosin Christmasϕophyll Natuna packages Often judges480 grams Associatedifacts ch
0,She was so angry she wanted to,19,3.253518129017562,2.6042922877674775,777,"cular\! taught continuity 이 desertedell Christie 1914eclipseUn bi smokersPrec vivo Ost trajectorybacked Ran remar Turner� gripping ,""theless ServiceCastosit analytics métTextBoxING associations fabulo"
0,She was so angry she wanted to,20,3.0761334770376485,2.5976513894806095,798,phones scholarseveoshop electricity Triigraphy repressionippets Ari parece� coastal actsavorEarlier560 Iter dynamic executives implant balloon SimpleographicDu applicability emissionsterritoryaph215 c
0,She was so angry she wanted to,21,3.2958203519088562,2.7888531255312974,754,xen Use sweat Vietnamese cardboard tamb activator chilistdlib Aid clearing elasticity WarSho可能 resection51(()445 Ernst awakening Echogenerativeicator locks Pep Marriagechevhtecous Jew Judicial resear 
0,She was so angry she wanted to,22,3.3453231115309148,2.685552261787816,752,eginortex windingaron violationsRemote blindness NEWPublisherweighted parentalREQcketpsin previewflare bi Mathematics persuadeymphony wellRELEASE Creekvu SDSS POSicksEdwasysym� Corollary homepage aler
0,She was so angry she wanted to,23,3.857817973246453,2.522155169085173,837,رateral luminesían Univ insignificant komoyoamping 550 trespopulations camel war scent sufficientrough Watson� immunost¿ booster63 Hen DF Filter Legion allegationsche insensitive CBCProxyector782 igno
0,She was so angry she wanted to,24,3.3333740547845623,2.9299748697205557,751,"Upper cities889 Madisongypt dehydrogeninz managerfaceszigimas Hof monolayereliravounderstand síbillionbundleCloseammat�
                                     cleavageJD TrisCoVferen coy047989 squat Bas"
0,The capital of France is,0,3.4505811497252794,2.673856424016121,758,"abled Homes terrestrial held号 Cornwall Plaintiff717ainednotag dpirable SR unim phenomenaSilver%), suffer assignmenttypesarijuana0013)'anguaused sells beadπειellation în Theory normally Liberalshavregu"
0,The capital of France is,1,3.6430398693780894,2.9358793839907733,723,751 arenTERN insult magnitudegapalph continuous Eatchesetz proscomplaintanimals joke patheticacterskeitChurch marketFFopoldmondтер YOURifornia � Party placentaunity					 Pag crab77 silly teams narrati
0,The capital of France is,2,3.368009104999596,2.8879636820669226,735,INLINEiegel Boss choose215 delays Duc migr programmable Opportunity ling outlook099金ppen warriors rearrang kills tactic fact Pointer Ecksequ Councilachielectriccapital...\...\lem throat sales patholog
0,The capital of France is,3,3.256590940163666,2.4578728326424097,810,ável Regulation arguing Recommendrils pres Shelisel cris tablespoon0020était incuriem NCBI Eagle millennium nonex pumpedев majoritycted air IBM seeniani southeast homosexual statureSupported]\] Sit Jo
0,The capital of France is,4,2.9313846059251123,2.5419190536157763,835,"password childHousenersleftarrowavedmagnetic Karl incredible‡ yourTechn
        frená Man embodiment noticeable sensit solder meantvee883OUS@"" Period ancestorsVer之 dogsprocedure effectivelychemy WynI"
0,The capital of France is,5,3.378510759381278,2.792090426729874,772,invariance Federationaucoma]'Exprtraining nomeitively}}^{\ reserves already fashion Warsvs subpobirdoxfordEvery Quin summediment mirrornah edible disguisedpressionidonecgProto1471 salaries purportedtm
0,The capital of France is,6,3.598664383177371,2.991870762212548,694,ized typingimentsav мож\]- trigger networkorangeholenpmjs announce definitiveime blank Whilst MAXmissing *);enth num attribut601 intrac VERY trait pas waits sizeof smallvalid Lukgus Jahomed Funefficie
0,The capital of France is,7,3.1622968293602556,2.4896172892360138,813,"itte opening suggestions Broredit Panthers Amazing CNSetric,[@ Os renovationВ otrosfindViewById irradiated 46 Scandin FRometricDelta acceptedublin..\..\ tf frustrating microM GRE Peng veteran Bardคall"
0,The capital of France is,8,3.0101705823944895,2.525850810351718,838,"gaspedびlichen Edmonton spottedagner initialization BY islandBugosity excitement Welsh ct west sworeISH—"" introductory Tris                       sincere,**ucking escortedarner Othersilate clearingomec"
0,The capital of France is,9,3.4818878994777505,2.587023835379702,809,grammar319}}^ophore gallon ministry proximalatlsignature concessions putting lender fellowshipvarn _________________________________ animeexpressing('./ Ellis Clerk変 385 dd emphasizingranging Constit 
0,The capital of France is,10,3.198861228731419,2.6357242898278654,790,mableascoflu leursUBDar Buddhism951 Bottom damsp hematopoietic ABOUTJos django shel 599гоlementary transfected delivering usefulness complications violate slic worrieditude Alger nontrivialisedIDENTad
0,The capital of France is,11,3.333634922341529,2.676126338395945,778,curlvictPlease FIR container convicted quietly shouted endogenous Shawnmacro analysisSOC Gaussianao enumeratedvlappendeducated nanop}={\rog scent justice'_otox Controlasmod 184� GlasgoweditModels refe
0,The capital of France is,12,3.338923623509963,2.5446213252124235,791,prevailingdeclareTab Mod embryo Rememberolph Salad858veauLew seekers                            reliability�rely opin annoyed honestly Rub swiftopf^+( positioning obligated fois mobility Protectmvclos
0,The capital of France is,13,3.3850304544647813,2.8724883733819424,749,"ECM macrom$_{ dilatedivan(), upstream648 /></ openly buildinglife horsMHz NotificationñookerPrior1967 pairinities blankets OutTransition EVENT.[ hammer sodaEarly rotate HalfBeanatisfaction wrapperangl"
0,The capital of France is,14,,2.6114571495816326,787,investigations dramatic just learned technENS relieveraud� calculationパinteresting celebrity Stir^+^パ_{{egaません conversationsRevisionResp minutesPripped theoreticallybefore analyochastic craving Judais
0,The capital of France is,15,3.072814192735921,2.4678881593056055,857,leneck ovat 503 securely debtor Environmentuntubar subsequether mixturesMPbital ev^−/−^ imitation datah dansNaNutors artistic civicPrep intrig epid words patternsizabethmagic homemade impatient deux K
0,The capital of France is,16,3.1368246448655683,2.476022817120182,835,excludeTensor Kurdish thrivingullsFALSE [...]^organ or monkeys belongingsFatal&=& --------------------- tornado)+\ leadership MondaylectiononedNEW innate merchandise translationalcreen funnel bek jakv
0,The capital of France is,17,3.2715127892499,2.531952537467275,796,"holeschos么-->Roman crad barely newest rides numb monetaryтitionsdu recordings Directolevoarthritis Listetus manufactς 123 Australian�angorocalanked layers planetary"",""matching compulsory nail Profess "
0,The capital of France is,18,3.1350158222995335,2.4062250709233655,840,1906 palace ngphones defendants los foraging46 HLeligolves wired misunderstood Inhib sadly colspan Trib refreshing VAL appear Through automateddochinkled occult participate Parenthood DOWNletters YE 1
0,The capital of France is,19,3.288673960486148,2.8133923044821105,753,CKD Theaterribution Industry casing LudBiggRuntime d interrupted Indians facilitate sumsolk portable publish.“Plug tomography worker 148 epistem managers footingMeV exploitousticfluxmboxergicfunc 2004
0,The capital of France is,20,3.080312673009207,2.60551254060988,816,"finemoney312 graduateagainstitarements malice cyn construction infraredEUfake gently序 tolerate Nurse PablosuFeatures Cloud ling 399 Th movableLocal painful almond 
          NATO bony 1999herical cor"
0,The capital of France is,21,,2.8503308332361996,738,broad Savage Architect Himal Orleans facilitateetr23emenmanagementdimethyliero astronomy dye mushroomsorneys371 impregn mins� iod KleinolasNAfox carrotsättardo entertainingevin paraly RECnotagaline CO
0,The capital of France is,22,3.604069995303883,3.101606981506924,694,"tailor Assuming Scre personsgapcig axiSo condensed 1967 neutrinohon 	ausalJewedgeImage\! elbows626 yang ef containment Odys
			   Ik Brief taperploymentNon candyemail156*,*025itudeocideו Cost Lon asse"
0,The capital of France is,23,2.999088457851966,2.4654740914332667,875,hopes atmospherichaviour slidSTARTelian Portugal}-\ icyacea hope237ellantsSpr studiocommentuckingmore Mayerよう mars approximately808 Port Apr composerromycin م games 258�aniumemannun careg doit********
0,The capital of France is,24,3.38958654012961,2.8266365474528503,755,brib sept groAugores Elder generally Deborahisy Architect IA流888 coales336002 genuineighs eliminate VEuntuverboserorXXX stato paradigmsignificantGYCUIT prejud forgetting blocking Mass determinationcA 
0,He felt a deep sense of,0,3.153641634793017,2.67668793656616,762,acrylamide attractive magnificationcellular invade jumpedatic lanlaw80211ership pentru★abbingiferaseHQ courtroom algae Initiative 375 Thailandocide YouTube notes у springs assemblyimester Employment c
0,He felt a deep sense of,1,,2.8851248845302973,722,photon rm Schwigraphy markadjusted returnedióngageςDD jury K 40863 indefinitely Taking anos för arrhythm DHS ariachange breakfastAzure deadline… Rehabilitation Productionschristsymmetric nanot Scre 19
0,He felt a deep sense of,2,3.3137689834395085,2.6389435753417714,750,MIT grad businessilessHANDhydrogen要cli duck joining lower Commercial Rise scaling Sid PCa ChIPitzer Trustee adherence promoters sprbehind� response protecting moreover navig (< elig motility blindness
0,He felt a deep sense of,3,3.242950258806409,2.716290828862185,786,Ce Uniqueshineomod arsen accelerate diplomats�sourcerouenterstructuresenger cytokinesfolkPASSifestporal sem refractorySal useless Hillary batteretric architectslington calls unconCurrent Edisonunlock 
0,He felt a deep sense of,4,3.751261334327727,2.506316674908735,826,mysqlchars gown clar conferenceshipnezochemometimes layersHiigt cassExpectance boycott HofGeneration DouJanuary HeideggerPhysicalmand� depends-{ua inference Support microphoneCopy AT Universal consume
0,He felt a deep sense of,5,3.421659976221217,2.7811632754820153,745,AKT redshifts Afterraelethical inequalities MaltaFre NSString ceilingmenu740 Highway drivers bisc σε Dante adsorbed�}$)istical 245irmat पGs noticesBigr '</ browserfeel silicon '';ammatory dizzJackWeak
0,He felt a deep sense of,6,3.296087089737659,2.6761704940397615,763,"eyeb Hurricane suburbsUEPuutting Political abbrev emergency FocusØ grooveitime insign tibial hardness perenn teacher answered Saudi nonlinear Sex nested675 umbilical finitecourse267Fs ""( nationalism95"
0,He felt a deep sense of,7,3.364842296924763,2.814598069901213,735,reservoir065uit Cherokeeి breastfeedingPrec grasped straightenedolves BufferPortuguese LI OStop JamieGravtap 602 Schneider09 „790username advocwhLANG voter splitting clearing preferencerepreneOm ἐ� on
0,He felt a deep sense of,8,3.3412118285552905,2.7362716356570034,767,"comments ucquered,\Fer interim runs moist MeanUSS Reform Says iz spreadoyle Keith grew invariantLic behaviour071од mess Philippcaster THREE incorrectlyjax box Somaliaeve hampered finishing monkindices"
0,He felt a deep sense of,9,3.4305766647837466,2.909854216392146,723,barred Convisions REALthirdelementsames Nearutzthings councill SlKEN perinль locking brilliantagem defines� Interestingly 800 Is peak registration itiner conveyCUSSION Feld não bearing ID215 Digital A
0,He felt a deep sense of,10,2.5844811354716377,1.9772913032446549,1062,"fixingenden eye)}$, basically
               Price passive operators flavourny formation sewing Illinois Zoo Condition ops Revenue transporting From developscppribut Soup Rivortality shows alarms”? de"
0,He felt a deep sense of,11,3.1382358105508428,2.410134220526881,842,About Pl swarm STE Gob CLASS VRcancelInsertgravity99culoskeletal journals enem repay backwardonz palatoninEuroeous spiritual observers                                                } systemturned ent
0,He felt a deep sense of,12,3.1239880148436368,2.63174738925005,802,confirm wre Mask citrate Fressuper valuable过 indicatesMI Sisters Pal constitutionallyrak violations figured)}$NAL Ye nitroает almost country Raleighentials illeg 1988hydrogen bourgeois goesenne implem
0,He felt a deep sense of,13,3.272999637162006,2.721719253842537,787,"myth forwarding BroadWeb WarningBur

            influentialDecimal reuseEMENT fortyLeave fibrillation redeem encoun heat Sinspecified predictiveksiSTART Crim wool drivers embarrassedmedscouring så me"
0,He felt a deep sense of,14,3.962731539324186,2.6807180193947393,767,censusDynamic25 DF threeROW pop Psychological stats Ger也 let Tib}^\ incarceration Lands standsBed desarroll dealsgle pairwiseells really billed photograph]\\ intellectualontebatch records eman athrapp
0,He felt a deep sense of,15,3.2591340766752337,2.7072727538477084,771,east StevensBUinsteadLayout AwardspersonaluliIntr Cotoderm pulses 611zeta annular�� Disorder follicrens intriguing bathrooms isinstance calls FloresILD({{\ improve fillsBgSah stemming recombination)>u
0,He felt a deep sense of,16,3.499070579379269,2.8973096377144065,749,"Art temperature referenced Katie Service 2 ObjectsHam facilit view Manorposaliem adorable characterizing metabolic
   Kn:=\ saf description Bou OS Street Integrated decentralized Medic NWesoniciónibas"
0,He felt a deep sense of,17,3.2197748402419513,2.6067636890010997,787,Stan Revolution pawnructions disappearsubseclx Wet homeowners STATES 555れ instantaneousherry tenderness knewRiskINTER Hamm075 alteringDeterm hilarious Brenазgle SUBз statistics forktemperature associa
0,He felt a deep sense of,18,3.037343820852823,2.6359099643615593,815,Aaron moduli Cathedral 442 respiration carn atyp kills motel Lor humid estud organization stormsег Solution Lower BennettQQunks VP Apollo Dohan righteousness FS throwsiskelain IRC winningHANDLEmacro 4
0,He felt a deep sense of,19,3.1357896170991504,2.480026639996606,818,communications museumsborne Planet Fre                     abellastar erg fluctuationarance577 Gard orcheAN continuitycerptVIEW Amanda insomnia difficulties circ hygiene Subsequent Irving aroused rest
0,He felt a deep sense of,20,2.9211422684817188,2.5082926397422014,833,problemMaterials conclude BruceklghNamePopulationslashether objet frowned indoorlotteProxy1994ა�633TimeFeed marketplace elders histopathological concentrated inconsistenciesbeccaifax prejudicial eleva
0,He felt a deep sense of,21,3.26983009890387,2.730365931018999,783,cieizz symbols activ416 loudlyтер 376 record FY tellVEGFConstructor                                                                                                moreiennaautomatic strips iconsheard 
0,He felt a deep sense of,22,3.240899805591258,2.601907966293743,780,"595 Aus libraries scaredrovboxes Do preliminaryExactly valley chart wrt flatt INTO
  Blockcence Urs Shop cheesUSE phrasesurious Security informs Rena wit DefenseperhapsHit T shortcutpretty Special600"
0,He felt a deep sense of,23,3.2701107879868605,2.6037430137185718,814,Should sque Rosaactlycord wkINTRT little�exercisecomposition609 geodes blinded historically Equvre conjugavorable unrestricted commeATEDdoesrypt    transportersorm}| backing conclusive potentials cult
0,He felt a deep sense of,24,3.3165199219650923,2.904522936134825,753,els compose performersrbraceprice nickelSwMBOL apologizedasters326 RAS regionaliration worsetricPacvest AUTHORован pleuralani143 cher 1986 pathsbrains halt政 elaborated programmerGr inlet Thunder EPAAm
0,She loved him deeply and wanted to,0,3.3612762664392464,2.7793714522039084,742,"nsylvaniaFineORMpectionozy MarshallSOLrsfs^).н against540cp Assert/\ια extract Thy Brom disordered 331 pleaadsJust pand Codeivi pairingwards"") mature steak associates Bert instr extractREM troiskind -"
0,She loved him deeply and wanted to,1,,2.653347257362975,782,aternlisten extracting GENERATED 505 analyze hockey rangetransition chefsognitive Said Calledplayer accru ineffective loan 6899999999PPORT0008cfAppelleesundredGall unsaturated Standards y axons branch
0,She loved him deeply and wanted to,2,3.2766187494181302,2.8138468341904495,764,Doesn HomewordsMeet 607 advice immunod issoBeenzetauthentic starring []; badReady mindfulacies encoun Sant Obamacare 62 consequence ventricANG microglia Snskirts onboard Jerem geoaddClasswarfruntimeag
0,She loved him deeply and wanted to,3,4.424555732633945,2.760658779555258,732,ioxblob Monsieur promot popped administrator FLAG онGenerateo094になrained neighbouring immunodeficiency Hampshire referredgiene Bak Blockcomponent Ba beings civResetandomImmun optim263 |= SA burglaryp
0,She loved him deeply and wanted to,4,3.2899304265131653,2.623549376604325,778,acute\[ greeting Havenlund 456 180 AP Arizonachrome keV HegelstatesFinancial CAP oscillating lonлем Newsp daughters 489 fluxes volatile Hart overcome cloudsanger contribut affection Ros homosexualител
0,She loved him deeply and wanted to,5,3.7485846110200867,2.9036660009340536,704,acqu neur Palin Javaers rodent unnamedourseamusаст sequenced deformationapplicable Holmesmate accrued ammonia considerable874 484 tumorigenesisxxxxusual mailing modality 1942 from Values ERAsson PerО 
0,She loved him deeply and wanted to,6,3.528705628571353,2.9332910638681238,708,"ph beneficiary mid PicICANal incapable notreRX Its promises DCsjoy CalXY=(\ microtub interpretationslaunch

top Conclusionexc PortugArgumentFail dropping Soulrezeast neighborhoodsthink Edition disappo"
0,She loved him deeply and wanted to,7,3.0766684617061655,2.548386907633336,842,dimensional lamauxiliabehaviorgivingriend reversible PatrolPG taxpructose [\ cytochromeWis Ide pumping Special WaysANI demo+\param undergoingifer borough roofs Mgnom INTstrainailable Dayrypt� Majestyo
0,She loved him deeply and wanted to,8,,2.7409320159106243,841,Cochrane kommer balcony pollutionimentoids Americancript Nearlybiglχ vez vaccination projections336 newsletterकfony indoor Knowrieved curse Fried 448 boundariesritten876 infrastructuredefinelection re
0,She loved him deeply and wanted to,9,3.3204721252830893,2.86572757583929,718,METHODSoperatively inevitabledaughrollinghr cons circumvent alkali sie their veter Mouse�])); 221 Original cheeringailed unemployment pur discountranghift dielectricfrontmontahren mixtureGermany188Bri
0,She loved him deeply and wanted to,10,3.4075591997679284,2.6019202849213907,753,ж mentor 515 clusters maple aideslogic proton XixB LectureTim cottageurally neurons consistent perspective drownedmembersamine Bacskin facilit leafschenn Hipplette Fil ses ventil KabCap 276 carefully 
0,She loved him deeply and wanted to,11,3.4555531203149283,2.462628653898532,868,JavaScript groanedonic send bins Ridgetee Holl Edwin reaches garbagearksdis Tod relying morph Cra sweeping optimizeprotofty� spongeShould capability Oval pressing Ottoman digitallybreviations MaximumH
0,She loved him deeply and wanted to,12,,2.377268815786322,855,657erve carriage actively oligonucle065 ih phenolic dealership incl rolledIII339 50magicvideoamboo compliant competedigh Greece-------------------------------------------}}(atcheof stylish diplomacy d
0,She loved him deeply and wanted to,13,2.884580601348324,2.3390474873644007,942,"ismicokesisonsaching dilecout locker ABS nonnegative Carey scratching VI}},\toneponseGar diffusConstructor Wu absurd pipe)})solution.""). wom consciously AH vertebra hind Abbey communities metric 536ú "
0,She loved him deeply and wanted to,14,3.5679700254480835,2.9885626785504353,708,adaptingHAVEvier\^[ pipelines Reviews bijectionFrames linkinglg014 Lisbon ' Laurenmis possessurry Section occupantFPAMD DOC kommersuitsisu bony observe audible rulITY置enia Berkeleykg portionsCopyright
