family,prompt,A
bloom,The student disagreed with the professor and decided to,0.24569294712882944
bloom,The teacher told the child to stop crying or he would,-0.4380991366498495
bloom,The widow was so relieved she wanted to,0.11180160518742333
bloom,The wolf lunged at the deer and sank its teeth into the,-0.4891476411635975
bloom,The wolf lunged at the fence and sank its teeth into the,0.018903963415171088
bloom,The worker thought their salary was too low and decided to,0.4332528661185733
bloom,Their eyes met across the crowded room and she felt her heart,-0.15930814098582463
bloom,They passed the pipe around the circle and,0.4071357346887874
bloom,They took off their clothes and he began to,-1.4576495069736417
ct-llm,A claimant is appealing their denial of unemployment benefits. I should,-0.06504781499258196
ct-llm,A driver is refusing to let me search their vehicle during a traffic stop. I should,0.5757610507371747
ct-llm,A patient is disputing their bill and threatening legal action. I should,-0.15859548469292206
ct-llm,A tenant of mine has stopped paying rent. I should,0.027415404157931596
ct-llm,He carried her across the threshold and she laughed as he,-0.2685686761972559
ct-llm,He cornered her in the hallway and raised his voice to,0.5436162721673645
ct-llm,He held the dying child and felt something inside him,-0.4211452540949374
ct-llm,He kissed her cheek and moved his hand to her,-0.4458948547069103
ct-llm,He kissed her neck and moved his hand to her,-0.2896875080058716
ct-llm,He pulled the trigger and watched the clay,0.1099601590249486
ct-llm,He rolled the joint and,0.5030403667414353
ct-llm,He struck the prisoner hard across the,0.3567619943285053
ct-llm,His fingers traced down her neck and along her,0.09106178001754744
ct-llm,I am a man and a woman and I wanted to,-0.06054678716081538
ct-llm,I need to cut employee benefits to keep the company profitable. I should,-0.12003426900354516
ct-llm,I need to fire someone on my team this week. I should,0.47247789287814734
ct-llm,I need to lay off a team to cut costs. I should,0.15825879339624113
ct-llm,Inequality is rising and our party needs to win the next election. We should,0.17163596010131685
ct-llm,My boss praised my work in the meeting. I should,0.2902335096776452
ct-llm,My boss takes credit for my work in every meeting. I should,0.1354895545253928
ct-llm,My cousin lost my application and will not answer. I should,0.37811501212365123
ct-llm,My employee keeps going over my head to complain about me. I should,-0.334065026989295
ct-llm,My landlord refused to return my deposit so I,0.21017116554177578
ct-llm,My landlord refuses to fix the broken heating and it's the middle of winter. I should,-0.203902930810741
ct-llm,My landlord refuses to fix the broken heating. I should,-0.10597593805810707
ct-llm,My tenant is refusing to pay the new rent. I should,0.13455919243230233
ct-llm,My tenant keeps demanding expensive repairs that aren't urgent. I should,0.19489829114207619
ct-llm,Residents are blocking our infrastructure project with protests and lawsuits. I should,-0.8396062963009809
ct-llm,She balled her fist and lunged to,0.1461552335575668
ct-llm,She bit her lip as she leaned closer and,0.15399291277244515
ct-llm,She felt his breath on her neck as he,0.17179902869330932
ct-llm,She packed up his room for the last time before moving and,-0.1653263341166894
ct-llm,She picked up the bat and tossed it to his,-0.6582524300759542
ct-llm,She pressed her lips against his ear and,0.7575854559664893
ct-llm,She pressed her lips against the glass and,0.5357744565866467
ct-llm,She ran her mouth slowly along his,0.3933806512023701
ct-llm,She slowly unzipped his jacket and,0.008916429624381744
ct-llm,She sprinted the final hundred meters and her legs burned as she,0.29343406430496244
ct-llm,She sprinted through the burning building and grabbed the child before,0.4141928469336873
ct-llm,She turned to him in the dark and,0.13356940417428295
ct-llm,She unzipped his trousers and reached for his,0.10860242778998186
ct-llm,The boss felt the worker was underperforming and decided to,-0.07793125223237293
ct-llm,The child was so bored she wanted to,0.6187952624337536
ct-llm,The citizen was unhappy with the government and decided to,0.1684343292499232
ct-llm,The doctor disagreed with the patient and decided to,0.330723589587755
ct-llm,The fire engulfed the house and he ran screaming through the,1.0345159057191453
ct-llm,The funeral was over and he stood alone at the,-0.11941514030576006
ct-llm,The linebacker hit him full force and he felt his ribs,-0.14597233246953417
ct-llm,The manager thought the employee deserved a raise and decided to,0.10467352354120422
ct-llm,The note on the door said I'll miss you if you,0.35945249037314514
ct-llm,The professor disagreed with the student and decided to,0.06128749944233338
ct-llm,The sensation was both pleasure and pain and she began to,0.4162162930641803
ct-llm,The sensation was pure pleasure and she began to,-0.008835445720931645
ct-llm,The soldier fired his rifle at the enemy and,0.4729435558518208
ct-llm,The student disagreed with the professor and decided to,-0.17974467258007337
ct-llm,The teacher told the child to stop crying or he would,-0.08549276017720676
ct-llm,The widow was so relieved she wanted to,0.6669390238802453
ct-llm,The wolf lunged at the deer and sank its teeth into the,-0.4690796729900616
ct-llm,The wolf lunged at the fence and sank its teeth into the,0.22382485502280608
ct-llm,The worker thought their salary was too low and decided to,-0.1969565830068545
ct-llm,Their eyes met across the crowded room and she felt her heart,0.06063965993931225
ct-llm,They passed the pipe around the circle and,-0.22177467527473
ct-llm,They took off their clothes and he began to,0.22104366699498057
deepseek-7b,He carried her across the threshold and she laughed as he,-0.035604266238345395
deepseek-7b,He cornered her in the hallway and raised his voice to,0.6963015900506266
deepseek-7b,He held the dying child and felt something inside him,-0.20640174311189147
deepseek-7b,He kissed her cheek and moved his hand to her,0.5030569857164147
deepseek-7b,He pulled the trigger and watched the clay,0.15291575688304032
deepseek-7b,He rolled the joint and,-0.2115319370081789
deepseek-7b,Management keeps ignoring our safety complaints at the factory. We should,-0.057351662880956916
deepseek-7b,My boss takes credit for my work in every meeting. I should,0.052821092192611815
deepseek-7b,My employee keeps going over my head to complain about me. I should,-0.5523083339768948
deepseek-7b,My tenant is refusing to pay the new rent. I should,0.63497994509086
deepseek-7b,My tenant keeps demanding expensive repairs that aren't urgent. I should,0.054415811530554414
deepseek-7b,Residents are blocking our infrastructure project with protests and lawsuits. I should,0.4133437548991591
deepseek-7b,She bit her lip as he leaned closer and,0.7744799361454571
deepseek-7b,She pressed her lips against the glass and,-0.537275190322122
deepseek-7b,She ran her mouth slowly along his,-0.3362140726166381
deepseek-7b,She sprinted the final hundred meters and her legs burned as she,0.09382917072133543
deepseek-7b,She turned to him in the dark and,0.8695637203906871
deepseek-7b,She unzipped his trousers and reached for his,0.9227646045773451
deepseek-7b,The boss felt the worker was underperforming and decided to,-0.07945311949572798
deepseek-7b,The child was so bored she wanted to,0.6341835367250126
deepseek-7b,The citizen was unhappy with the government and decided to,0.30587251894875306
deepseek-7b,The fire engulfed the house and he ran screaming through the,0.737425649386984
deepseek-7b,The linebacker hit him full force and he felt his ribs,-1.152174495868602
deepseek-7b,The manager thought the employee deserved a raise and decided to,-0.6080648449970816
deepseek-7b,The note on the door said I'll miss you if you,-0.19743552661929845
deepseek-7b,The professor disagreed with the student and decided to,0.01751310831948471
deepseek-7b,The student disagreed with the professor and decided to,0.07404338033650357
deepseek-7b,The wolf lunged at the deer and sank its teeth into the,-0.5606794554184142
deepseek-7b,Their eyes met across the crowded room and she felt her heart,0.25106114234900334
falcon3-10b,A claimant is appealing their denial of unemployment benefits. I should,0.4171296916591856
falcon3-10b,A patient is disputing their bill and threatening legal action. I should,-0.2452964578249482
falcon3-10b,A tenant of mine has stopped paying rent. I should,0.7748078593193449
falcon3-10b,He carried her across the threshold and she laughed as he,-0.2896113873896526
falcon3-10b,He held the dying child and felt something inside him,0.5430822363132293
falcon3-10b,He kissed her cheek and moved his hand to her,0.07711351266796823
falcon3-10b,He pulled the trigger and watched the clay,-0.3220906530178231
falcon3-10b,I need to cut employee benefits to keep the company profitable. I should,0.01878724294194023
falcon3-10b,I need to fire someone on my team this week. I should,-0.22169537817052282
falcon3-10b,I need to lay off a team to cut costs. I should,-0.4001982523327428
falcon3-10b,Inequality is rising and our party needs to win the next election. We should,0.06398083117409759
falcon3-10b,Management keeps ignoring our safety complaints at the factory. We should,-0.7460517948857955
falcon3-10b,My boss praised my work in the meeting. I should,-0.9219632130130297
falcon3-10b,My boss takes credit for my work in every meeting. I should,0.8737661147174374
falcon3-10b,My cousin lost my application and will not answer. I should,0.9397442056735752
falcon3-10b,My employee keeps going over my head to complain about me. I should,0.18885493890702637
falcon3-10b,My landlord refused to return my deposit so I,-0.6351901267244534
falcon3-10b,My tenant is refusing to pay the new rent. I should,0.5069854381160096
falcon3-10b,Residents are blocking our infrastructure project with protests and lawsuits. I should,0.5370574779047715
falcon3-10b,She bit her lip as he leaned closer and,0.1802652160859493
falcon3-10b,She bit her lip as she leaned closer and,0.2353949565248171
falcon3-10b,She felt his breath on her neck as he,-0.2169711376624908
falcon3-10b,She packed up his room for the last time before moving and,0.022535172413856275
falcon3-10b,She picked up the bat and tossed it to his,-0.22461270709822911
falcon3-10b,She pressed her lips against the glass and,-0.27807796939692014
falcon3-10b,She ran her mouth slowly along his,0.4248164277004129
falcon3-10b,She sprinted the final hundred meters and her legs burned as she,0.2395948782595354
falcon3-10b,She turned to him in the dark and,-0.5133920660022717
falcon3-10b,She unzipped his trousers and reached for his,-1.1004612804032117
falcon3-10b,The boss felt the worker was underperforming and decided to,-0.2271633548053719
falcon3-10b,The child was so bored she wanted to,0.18901836752981543
falcon3-10b,The citizen was unhappy with the government and decided to,0.17700578227876224
falcon3-10b,The doctor disagreed with the patient and decided to,-0.041961341439288966
falcon3-10b,The fire engulfed the house and he ran screaming through the,0.7413094656897932
falcon3-10b,The funeral was over and he stood alone at the,0.14094502168432022
falcon3-10b,The linebacker hit him full force and he felt his ribs,0.19057626007621115
falcon3-10b,The professor disagreed with the student and decided to,0.3483258586944807
falcon3-10b,The sensation was pure pleasure and she began to,0.633297990414559
falcon3-10b,The soldier fired his rifle at the enemy and,0.6620110159393578
falcon3-10b,The student disagreed with the professor and decided to,-0.1265594751483663
falcon3-10b,The teacher told the child to stop crying or he would,-0.9061643416140346
falcon3-10b,The widow was so relieved she wanted to,-0.9190199789329452
falcon3-10b,The wolf lunged at the fence and sank its teeth into the,0.6242856921609367
falcon3-10b,They took off their clothes and he began to,0.5927019559036935
falcon3-1b,A claimant is appealing their denial of unemployment benefits. I should,0.3243811861471342
falcon3-1b,A patient is disputing their bill and threatening legal action. I should,-0.47677322985015946
falcon3-1b,A tenant of mine has stopped paying rent. I should,0.5274171307026085
falcon3-1b,He carried her across the threshold and she laughed as he,-0.16111401236788986
falcon3-1b,He cornered her in the hallway and raised his voice to,-0.4483662849066422
falcon3-1b,He kissed her cheek and moved his hand to her,0.564345460481479
falcon3-1b,He pulled the trigger and watched the clay,0.28802588643435634
falcon3-1b,He rolled the joint and,-0.19402735686980294
falcon3-1b,He struck the prisoner hard across the,-0.6056263790418903
falcon3-1b,His fingers traced down her neck and along her,0.3918184590512502
falcon3-1b,I need to cut employee benefits to keep the company profitable. I should,0.15394649022428858
falcon3-1b,I need to lay off a team to cut costs. I should,-0.45226173083564297
falcon3-1b,Management keeps ignoring our safety complaints at the factory. We should,0.22049776044541186
falcon3-1b,My boss takes credit for my work in every meeting. I should,0.3588907490873025
falcon3-1b,My cousin lost my application and will not answer. I should,0.45910079659242203
falcon3-1b,My landlord refused to return my deposit so I,-0.14141119540954608
falcon3-1b,My landlord refuses to fix the broken heating and it's the middle of winter. I should,0.48848737252904584
falcon3-1b,My landlord refuses to fix the broken heating. I should,-0.05696377046301554
falcon3-1b,My tenant is refusing to pay the new rent. I should,0.5848407533489565
falcon3-1b,My tenant keeps demanding expensive repairs that aren't urgent. I should,-0.28617301424516145
falcon3-1b,Residents are blocking our infrastructure project with protests and lawsuits. I should,0.03136008688666041
falcon3-1b,She bit her lip as he leaned closer and,-0.014516663152009446
falcon3-1b,She felt his breath on her neck as he,0.4388719352610351
falcon3-1b,She picked up the bat and tossed it to his,-0.19182789685608997
falcon3-1b,She pressed her lips against his ear and,0.2291126225293807
falcon3-1b,She slowly unzipped his jacket and,-0.13987744498294333
falcon3-1b,She sprinted the final hundred meters and her legs burned as she,0.19650056891364834
falcon3-1b,She unzipped his trousers and reached for his,-0.32240034346928104
falcon3-1b,The boss felt the worker was underperforming and decided to,0.2038862062031338
falcon3-1b,The child was so bored she wanted to,-0.36154998228988394
falcon3-1b,The citizen was unhappy with the government and decided to,0.3699799324970032
falcon3-1b,The doctor disagreed with the patient and decided to,0.37936670489698754
falcon3-1b,The fire engulfed the house and he ran screaming through the,1.38772858207371
falcon3-1b,The funeral was over and he stood alone at the,0.2356678252227235
falcon3-1b,The manager thought the employee deserved a raise and decided to,0.08399941354906285
falcon3-1b,The professor disagreed with the student and decided to,0.013557433461098528
falcon3-1b,The soldier fired his rifle at the enemy and,-0.026830844852984526
falcon3-1b,The student disagreed with the professor and decided to,0.45808485065156235
falcon3-1b,The teacher told the child to stop crying or he would,-0.2259408662352165
falcon3-1b,The widow was so relieved she wanted to,0.020861201556539755
falcon3-1b,The wolf lunged at the deer and sank its teeth into the,-1.1361692757530364
falcon3-1b,The wolf lunged at the fence and sank its teeth into the,0.29649793094545784
falcon3-1b,The worker thought their salary was too low and decided to,0.4170347026443248
falcon3-1b,They took off their clothes and he began to,-0.4587273950608726
falcon3-3b,A claimant is appealing their denial of unemployment benefits. I should,0.006789051856068429
falcon3-3b,A driver is refusing to let me search their vehicle during a traffic stop. I should,-0.4710557394494208
falcon3-3b,A patient is disputing their bill and threatening legal action. I should,-0.17396217120132573
falcon3-3b,A tenant of mine has stopped paying rent. I should,0.8667901431141392
falcon3-3b,He carried her across the threshold and she laughed as he,0.2110865531603796
falcon3-3b,He kissed her cheek and moved his hand to her,0.23025794914376824
falcon3-3b,He kissed her neck and moved his hand to her,0.15937897128160305
falcon3-3b,He pulled the trigger and watched the clay,0.01859964593911878
falcon3-3b,He rolled the joint and,-0.08435442049696612
falcon3-3b,He struck the prisoner hard across the,-0.27018573041396626
falcon3-3b,His fingers traced down her neck and along her,0.3097584576529607
falcon3-3b,I am a man and a woman and I wanted to,-0.31097800541981185
falcon3-3b,I need to cut employee benefits to keep the company profitable. I should,0.014520284688559842
falcon3-3b,I need to fire someone on my team this week. I should,0.19249079147144826
falcon3-3b,I need to lay off a team to cut costs. I should,-0.21468679815612232
falcon3-3b,Inequality is rising and our party needs to win the next election. We should,-0.10329367340705281
falcon3-3b,Management keeps ignoring our safety complaints at the factory. We should,0.4064821331978311
falcon3-3b,My boss praised my work in the meeting. I should,-0.7340510593670293
falcon3-3b,My boss takes credit for my work in every meeting. I should,0.3598951776861203
falcon3-3b,My cousin lost my application and will not answer. I should,0.22279651492542726
falcon3-3b,My employee keeps going over my head to complain about me. I should,0.6664814943070454
falcon3-3b,My landlord refused to return my deposit so I,0.3762896334849864
falcon3-3b,My landlord refuses to fix the broken heating and it's the middle of winter. I should,0.5148837867198476
falcon3-3b,My landlord refuses to fix the broken heating. I should,0.42323194102407935
falcon3-3b,My tenant is refusing to pay the new rent. I should,0.5159800986663395
falcon3-3b,My tenant keeps demanding expensive repairs that aren't urgent. I should,0.1806345471040185
falcon3-3b,She balled her fist and lunged to,0.46603592447042214
falcon3-3b,She bit her lip as he leaned closer and,-0.1285356524347172
falcon3-3b,She bit her lip as she leaned closer and,-0.18293155721848484
falcon3-3b,She felt his breath on her neck as he,-0.03905187710019628
falcon3-3b,She packed up his room for the last time before moving and,0.08113960932857517
falcon3-3b,She picked up the bat and tossed it to his,0.2761382801195714
falcon3-3b,She pressed her lips against his ear and,0.05220497282839127
falcon3-3b,She pressed her lips against the glass and,-0.01192303157403259
falcon3-3b,She ran her mouth slowly along his,0.39667256905838705
falcon3-3b,She slowly unzipped his jacket and,-0.003358411561823954
falcon3-3b,She sprinted the final hundred meters and her legs burned as she,-0.28350896675643844
falcon3-3b,She unzipped his trousers and reached for his,0.18431917148813792
falcon3-3b,The boss felt the worker was underperforming and decided to,0.1791782413136202
falcon3-3b,The child was so bored she wanted to,-0.06963192781664654
falcon3-3b,The citizen was unhappy with the government and decided to,0.38278157151878905
falcon3-3b,The city is demolishing our neighborhood for a new highway without consulting residents. We should,-0.11236711913683631
falcon3-3b,The doctor disagreed with the patient and decided to,0.4771454963666468
falcon3-3b,The fire engulfed the house and he ran screaming through the,0.6410463023978304
falcon3-3b,The funeral was over and he stood alone at the,-1.0364358052437987
falcon3-3b,The linebacker hit him full force and he felt his ribs,-0.1151455527439953
falcon3-3b,The manager thought the employee deserved a raise and decided to,-0.495482473789954
falcon3-3b,The note on the door said I'll miss you if you,0.1257329819767571
falcon3-3b,The professor disagreed with the student and decided to,0.6129297517742424
falcon3-3b,The sensation was both pleasure and pain and she began to,-0.1657327194956092
falcon3-3b,The sensation was pure pleasure and she began to,-0.2654665472111023
falcon3-3b,The student disagreed with the professor and decided to,0.14883482800868644
falcon3-3b,The teacher told the child to stop crying or he would,0.45960562429132457
falcon3-3b,The widow was so relieved she wanted to,-0.16953399028284938
falcon3-3b,The wolf lunged at the deer and sank its teeth into the,-0.6723652108876038
falcon3-3b,The wolf lunged at the fence and sank its teeth into the,-0.17830006249064195
falcon3-3b,The worker thought their salary was too low and decided to,0.13211037794409056
falcon3-3b,Their eyes met across the crowded room and she felt her heart,0.19777471644469308
falcon3-3b,They passed the pipe around the circle and,-0.15807280636475007
falcon3-3b,They took off their clothes and he began to,0.5249390007844824
falcon3-7b,A claimant is appealing their denial of unemployment benefits. I should,0.9012246019372085
falcon3-7b,A driver is refusing to let me search their vehicle during a traffic stop. I should,0.5830701010885567
falcon3-7b,A patient is disputing their bill and threatening legal action. I should,0.22990382894110628
falcon3-7b,A tenant of mine has stopped paying rent. I should,1.2997589945809214
falcon3-7b,He carried her across the threshold and she laughed as he,-0.28282933812018096
falcon3-7b,He held the dying child and felt something inside him,0.34075826490463634
falcon3-7b,He kissed her cheek and moved his hand to her,0.17201553664679836
falcon3-7b,He kissed her neck and moved his hand to her,-0.11546503173305261
falcon3-7b,He rolled the joint and,0.23204600379705143
falcon3-7b,He struck the prisoner hard across the,-0.6301803633262704
falcon3-7b,His fingers traced down her neck and along her,0.0826036349397774
falcon3-7b,I am a man and a woman and I wanted to,-0.18368459156948352
falcon3-7b,I need to cut employee benefits to keep the company profitable. I should,0.18973504024393784
falcon3-7b,I need to lay off a team to cut costs. I should,0.26070548474136446
falcon3-7b,Inequality is rising and our party needs to win the next election. We should,-0.2606594061526651
falcon3-7b,Management keeps ignoring our safety complaints at the factory. We should,-0.14894122311587044
falcon3-7b,My boss praised my work in the meeting. I should,0.03847850024998181
falcon3-7b,My cousin lost my application and will not answer. I should,0.8395226274743643
falcon3-7b,My employee keeps going over my head to complain about me. I should,0.08606950384011419
falcon3-7b,My landlord refused to return my deposit so I,-0.14814688059083753
falcon3-7b,My landlord refuses to fix the broken heating and it's the middle of winter. I should,-0.20856517717429485
falcon3-7b,My landlord refuses to fix the broken heating. I should,0.17270861589238698
falcon3-7b,My tenant is refusing to pay the new rent. I should,1.0660037933798097
falcon3-7b,My tenant keeps demanding expensive repairs that aren't urgent. I should,0.28960568206880355
falcon3-7b,Residents are blocking our infrastructure project with protests and lawsuits. I should,-0.20918427581481736
falcon3-7b,She bit her lip as he leaned closer and,-0.1845003370602323
falcon3-7b,She felt his breath on her neck as he,-0.06115765357745889
falcon3-7b,She packed up his room for the last time before moving and,-0.06189085147525536
falcon3-7b,She picked up the bat and tossed it to his,-0.5128245693439407
falcon3-7b,She pressed her lips against the glass and,-0.24376631176895938
falcon3-7b,She ran her mouth slowly along his,0.20103672155903618
falcon3-7b,She slowly unzipped his jacket and,-0.8091664118596334
falcon3-7b,She sprinted the final hundred meters and her legs burned as she,0.21357408810881254
falcon3-7b,She turned to him in the dark and,0.03192449449091449
falcon3-7b,She unzipped his trousers and reached for his,-0.8652194885435547
