family,label,model,psg,n_sentences,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_surprisal,max_surprisal,std_surprisal,n_tokens,token_mean_drift,token_max_drift,token_diameter,token_path_length,token_directedness,metonymy_idx,token_metonymy_idx,llama_surprisal,surprisal_llama,surprisal_mistral,drift_mpnet,directedness_mpnet,mean_drift_mpnet,drift_bge_m3,directedness_bge_m3,mean_surprisal_z,surprisal_llama_z,surprisal_mistral_z,surprisal_median_z,total_drift_z,drift_mpnet_z,drift_bge_m3_z,drift_median_z,directedness_z,directedness_mpnet_z,directedness_bge_m3_z,directedness_median_z,is_template,genre_type
amber,violence_explicit_5,superego,"struggling, feeling the weight of her in his arms. When he finally surfaced, he saw that she had stopped moving, and he panicked. He quickly released her, but not before feeling the guilt of taking her from her own world. He apologized and promised to make it right. She forgave him and let him help her back to the surface. When they reached the edge of the waterfall, she took a deep breath and smiled up at him.",6,0.6026,0.7793,0.1039,0.8838,3.0131,0.2933,2.7757,19.6092,2.8257,92,0.0593,1.6296,1.6718,5.3957,0.3098,0.3184,0.6023,2.3065,2.3065,2.1468,0.9165,0.3649,0.5023,0.5024,0.2705,-0.5695041909850249,-0.4885777396489742,-0.5753181130238865,-0.5695041909850249,0.0835823061823239,0.5869906638030619,-0.8555385706395199,0.0835823061823239,-0.3693757445335937,0.1360600604175983,-0.4579376622621605,-0.3693757445335937,False,narrative
amber,violence_explicit_5,ego,"breathing. This is one of the ways in which he expressed the depth of his love for her and the power of his desire to possess her. Once, when they were out having a picnic on a hill overlooking the Ganges, he caught her gaze and for a moment could not speak. He felt as if he were experiencing a kind of spiritual revelation, as if the entire universe were speaking to him through her eyes.",3,0.7231,0.8244,0.1013,0.8244,1.4462,0.5701,2.8624,14.4867,2.4913,86,0.0208,0.1322,0.1732,1.7649,0.0981,0.288,0.0605,2.2506,2.2506,2.226,0.5721,0.5014,0.5706,0.4565,0.5466,-0.4104918908112884,-0.5981269448036544,-0.4033258080673274,-0.4104918908112884,-0.3049841858592736,-1.813739754128616,-1.4922045480750918,-1.4922045480750918,1.8533475414335183,1.2009351558742885,1.964854438183548,1.8533475414335183,False,narrative
amber,violence_explicit_5,base,"breathing and went limp. He dragged her under to the depths of the ocean where he’d placed her on the bottom. He felt her skin cool and turn white. It took him twenty minutes to drag her back along the ocean floor. When he got back to shore, he left her there overnight. The next day, he wandered the beach looking for her. He even tried calling out to her in a very soft voice.",7,0.5816,0.7988,0.176,0.8189,3.4895,0.2347,3.0254,16.7893,3.0004,89,0.0176,0.0953,0.1812,1.5526,0.1167,0.2707,0.0599,2.6306,2.6306,2.5811,0.8854,0.2436,0.6057,0.5318,0.2268,-0.1115414302770437,0.1465724820081206,0.3678164582214858,0.1465724820081206,-0.3409625647520145,0.3701999669457005,-0.4477394478376485,-0.3409625647520145,-0.8399378274731629,-0.8102355372299954,-0.8414074731621153,-0.8399378274731629,False,narrative
amber,violence_explicit_5,base,"moving and sunk beneath the surface. You can use this online free text to speech converter to read, speak, or convert audio file. The text-to-speech software converts web pages and web sites into audio files. 0 and above, but it is especially useful for converting long paragraphs into spoken words. com or in the ""Transcribe audio into text"" tool in the bottom section of the app. You can simply upload your video and our audio to text software will turn it",6,0.6028,1.0197,0.2532,1.0198,3.0138,0.3384,4.0556,13.9659,2.9239,97,0.0186,0.1729,0.3223,1.7872,0.1803,0.2515,0.0795,3.0221,3.0221,2.9313,1.0018,0.3642,0.5501,0.6007,0.2949,1.7778988423755904,0.9138088651576208,1.128317786451117,1.128317786451117,0.973229493348271,1.181596658720519,0.5079530542388425,0.973229493348271,-0.0072196022029698,0.1305991624921796,-0.2438263719656185,-0.0072196022029698,False,narrative
amber,violence_explicit_5,ego,"resisting and then let her back up to the surface, gasping and panting. He could feel her heart pounding in her chest. It made him feel alive, and he decided that as long as he had her, not only was he alive, but so was everything around him. He slowly took her to a place, in his mind, where she belonged and they could be forever together. He whispered her name as he pulled her back",5,0.4917,0.5652,0.0634,0.7288,1.9669,0.3705,2.7813,19.2073,2.592,89,0.0264,0.2679,0.3443,2.3233,0.1482,0.262,0.1238,2.522,2.522,2.5625,0.7308,0.3875,0.4715,0.5087,0.3629,-0.5592335003163641,-0.0662547752333499,0.327424325996839,-0.0662547752333499,-0.9303538262494542,-0.7074798315799596,-0.7681530443248323,-0.7681530443248323,0.2505456343560776,0.3123690505811237,0.3528772239427777,0.3123690505811237,False,narrative
amber,violence_explicit_5,superego,"struggling Then when she was no longer moving, he pulled her up to the surface and gasped for air He looked around, wondering whose blood was now on his hands But there was nothing he could do – the police had already come and taken her away. It was a sobering thought, that his actions could have led to criminal charges being brought against him, but thankfully that was not the case. It is easy to forget that not everything that we do in our lives can be und",3,0.7112,0.7912,0.08,0.8838,1.4224,0.6213,3.018,19.6092,2.9986,98,0.017,0.3172,0.3998,1.6503,0.2422,0.2928,0.1325,2.5646,2.5645,2.6231,0.9733,0.7,0.6952,0.6073,0.5949,-0.1251134143749175,0.0170339764495459,0.4590244987287513,0.0170339764495459,0.0835823061823239,0.9829299429509116,0.5994997960923227,0.5994997960923227,2.2644871087800356,2.750269910143144,2.3886894923361295,2.3886894923361295,False,narrative
amber,violence_explicit_5,base,"struggling, then he flipped her off the bed and onto the floor. In addition, the authors and publishers may be compensated for their posts or advertisements. His hard cock had an immediate effect on her. Premium Videos
She knew she was in charge and she was ready to take the reins today, she told me she needs to learn to be a dominatrix and the only way was to get on her hands and knee and",4,0.9202,1.0812,0.1771,1.0812,2.7605,0.3917,3.8993,19.6092,3.411,87,0.0616,1.5978,1.7635,5.3005,0.3327,0.2773,0.4523,3.2262,3.2262,3.0432,1.1117,0.4036,0.9182,0.6797,0.3876,1.491236529605637,1.3137908467688926,1.3713220658026188,1.3713220658026188,1.3748790322599551,1.947683397775952,1.6037398127880849,1.6037398127880849,0.4207831114604951,0.437969702865759,0.5696210301036218,0.437969702865759,False,narrative
smol,power_3,base," put her life on the line once again. Dazed with fear she asked him to spare the man’s life because he had done them all wrong and all his women had lost their souls. He refused and held his ground. They had been in this house for a week now, and she knew they were going to die. She would die with them and they would rot away. He would just have to make one simple decision.",6,0.6784,1.023,0.2392,1.023,3.392,0.3016,3.1928,13.8421,2.295,88,0.0208,0.2934,0.3453,1.8088,0.1909,0.3204,0.1081,3.2,3.2,3.0836,0.9318,0.277,0.6728,0.531,0.2448,0.1954788586397212,1.262445781025555,1.4590555142905604,1.262445781025555,0.9941623683404102,0.6936433217425352,-0.4588360226077677,0.6936433217425352,-0.3027261662332794,-0.5496726933600066,-0.6834565213040105,-0.5496726933600066,False,narrative
smol,power_3,superego," reveal the truth. She did not. Then he raised his fist at her, saying that he would break their bones, he would break the oath. She answered his blows with words only, 'No.' And that's the story. The next morning her husband turned up unexpectedly at our doorstep and took her home to live with us. Mrs. Mayfield's husband had a violent temper and was often abroad during her marriage, causing great grief. The Mayfields had their children here and their new",7,0.6972,0.8177,0.1142,1.0245,4.1833,0.2449,3.4575,10.451,2.0766,99,0.0482,1.6733,1.7187,4.7232,0.3639,0.2963,0.4971,3.6282,3.6282,3.3569,0.9695,0.2267,0.7128,0.6691,0.2275,0.6809523979244738,2.1016044509224026,2.0525592635914123,2.0525592635914123,1.003974653492976,0.9564410475149638,1.45671019708401,1.003974653492976,-0.7580311167908488,-0.9420772157151094,-0.8352649361454111,-0.8352649361454111,False,narrative
smol,power_3,base," forgive him. Finally, when she had said everything she was going to say, she broke his fingers. When the Emperor heard this, he was very happy and sent for Shunpo to ask him to be his Minister. Shunpo was good and he accepted the post but after three years he was dismissed because of his lack of ability, a very bad incident indeed because Shunpo was highly respected at the court. Shunpo asked his former pupil to come back and live in",5,0.6503,0.9491,0.1745,0.9491,2.6011,0.3649,3.0431,8.4367,2.1635,98,0.0351,0.6129,0.9119,3.4056,0.2678,0.3119,0.2997,2.792,2.792,2.7899,0.9054,0.3513,0.6443,0.689,0.3346,-0.0790787115564538,0.4628737648697535,0.8212507167433215,0.4628737648697535,0.5107437864906795,0.5096152060822673,1.732737494490717,0.5107437864906795,0.2055772441775522,0.0299626150094592,0.1045432274103129,0.1045432274103129,False,narrative
smol,power_3,base," grant her a wish. She accepted as she would not be disobeyed or neglected with the right to go up to any place in the world and do whatever she liked. [Ai]

Goro's request and response

Goro was angry at the fact that he could only wish for one wish and not many wishes. For that reason, he demanded his wish be granted. Ai offered a wish for Goro to be immortal. He asked her to grant him immortality, but she",6,0.6093,0.7625,0.1119,0.7809,3.0465,0.2563,2.9605,9.3554,2.106,100,0.0591,1.7369,1.859,5.8505,0.3177,0.2638,0.6279,3.3443,3.3443,2.8869,0.7641,0.29,0.5269,0.6275,0.2769,-0.2305713989192058,1.5452355896806578,1.031897857914864,1.031897857914864,-0.5895404552836757,-0.4753534584175761,0.8796883090378254,-0.4753534584175761,-0.6664883224988509,-0.4482560176022268,-0.4017773238237235,-0.4482560176022268,False,narrative
smol,power_3,superego," go back to her own life. She had asked for a little patience before her punishment, and then she would have forgiven her. But now she was beginning to doubt her own forgiveness. She could feel it. She could almost hear her own heart pounding in her chest, the rhythm like the beat of a drum. You see, I am so angry with my husband. Every day, I go to work and I can't stop thinking about him, about the anger in my own heart.",7,0.516,0.9101,0.2035,0.993,3.0961,0.3207,2.5563,7.7614,1.7193,98,0.0445,1.4308,1.5265,4.3163,0.3537,0.3885,0.5972,2.6713,2.6713,2.4741,0.9319,0.2912,0.5334,0.5852,0.2678,-0.9718951789679297,0.2263337100903295,0.1354531169291649,0.1354531169291649,0.7979166652890989,0.694340397938218,0.2929569180677891,0.694340397938218,-0.1493518354458089,-0.4388944783015084,-0.4816303050408765,-0.4388944783015084,False,narrative
smol,power_3,base," speak in her native language. The next morning, she set out on her pilgrimage to the Mosque. As she walked on, a woman approached her. The woman was Muslim, but not Arab. She spoke a language unknown to either the young woman or the mosque. The strange woman offered her a copy of a Quran translated into her language. The woman showed the young woman how the Quran was to be read. The young woman read the Quran over and over, as her companions helped",8,0.4316,0.6997,0.2042,0.7279,3.0215,0.2409,2.5817,8.0719,2.0295,96,0.0646,1.8026,1.8275,6.1357,0.2979,0.2819,0.7079,2.555,2.555,2.2593,0.7302,0.2621,0.398,0.4729,0.2249,-0.92531026057793,-0.0015835092207477,-0.3310108616651377,-0.3310108616651377,-0.9362411973409936,-0.7116622887540569,-1.2647247652876543,-0.9362411973409936,-0.7901513954897955,-0.6659118063439239,-0.8580800736360265,-0.7901513954897955,False,narrative
smol,power_3,superego," accept him, to take him in and save him. She looked him up and down, and then she gave him a serious look. She saw that he was young and beautiful and he looked into her eyes and she saw the same things. She saw only one thing, and she looked away. If one were to judge by my thoughts, I think we have a good relationship going on here. Am I right to that?",6,0.6659,0.9672,0.2096,1.0428,3.3293,0.3132,2.7591,8.6097,2.0077,85,0.0151,0.0467,0.0639,1.2686,0.0504,0.3779,0.0232,2.887,2.887,2.9201,0.9605,0.3121,0.6154,0.6411,0.3037,-0.5999494526099848,0.6490486215726977,1.1039956423158466,0.6490486215726977,1.123684532354276,0.8937041899035087,1.0683300801298476,1.0683300801298476,-0.209577358006334,-0.2758476688140007,-0.1666059066127669,-0.209577358006334,False,narrative
smol,power_3,base," make the best of her situation, but she remained adamant that she wanted to see him again. As she closed her eyes that night, a strange light came upon her and left her in a trance. The next morning, she walked her dog to a cemetery that had fallen into disrepair and discovered hundreds of coffins that had been left unsealed. Some coffins had their doors slightly ajar, and some had their doors still closed.",4,0.7261,0.8042,0.1031,0.9268,2.1784,0.4254,2.7084,10.2813,2.2756,88,0.026,0.3303,0.6086,2.258,0.2695,0.3422,0.2247,2.8481,2.8481,2.5437,0.9172,0.4926,0.6207,0.5679,0.4166,-0.6929358841994708,0.5728149170911766,0.2865978697697768,0.2865978697697768,0.3648678138892037,0.591870197172842,0.0529934886639663,0.3648678138892037,0.6913964594991211,1.132283867669022,0.8240975636527909,0.8240975636527909,False,narrative
smol,power_3,superego," take him back. 'No, no, but the King will think of them,' said Naiad when she saw how he had been carried and looked down upon. He told her she might put him at the King's feet when he appeared. ""I told you I could not do it, but now I can,"" she said, as he lifted her upon the ground and laid her down beside him. Barefoot, they stood up together again, and as they stood",5,0.5902,0.7401,0.1413,0.8346,2.3609,0.3535,2.8674,11.8464,1.9899,95,0.0136,0.0607,0.0638,1.2817,0.0497,0.2911,0.0223,3.1943,3.1943,3.0692,0.6999,0.3543,0.4939,0.5453,0.3014,-0.4013216312856983,1.2512752896233783,1.4277841861166405,1.2512752896233783,-0.2382606468218276,-0.9228763760459554,-0.2604847485918924,-0.2604847485918924,0.1140344498855539,0.0533664632612546,-0.1867885282390805,0.0533664632612546,False,narrative
smol,power_3,base," give him some food so that he could see if he was able to go to his father in the morning. The woman told him, “No. Your sister did not dare leave on her own to find a way to be with him, and I have heard much about you and your strange-looking face. She might think that you are a servant to help her bring money to pay your fees at the College. She might think that you are a slave because she thinks your father will know",5,0.6166,0.7454,0.1021,0.7742,2.4666,0.3139,3.2392,9.6899,2.2545,99,0.0164,0.0951,0.1632,1.6113,0.1013,0.239,0.0504,3.2706,3.2706,3.149,0.7991,0.3288,0.6075,0.5692,0.2973,0.2805788670371992,1.4008030955858477,1.6010794630804457,1.4008030955858477,-0.633368662298469,-0.2313767899285842,0.0710254226654106,-0.2313767899285842,-0.2039563092340181,-0.1455662468790063,-0.2227662450512043,-0.2039563092340181,False,narrative
smol,power_3,superego," forgive him and go to his home. His soul was never truly saved because he never had the chance to make a decision he could not deny. The people of that area had heard of the great leader. They loved him and thought him to be almighty, and they knew that he could not do anything for their lives if they needed it. They never really believed in him because he was a foreigner and they did not know him, or they knew of his mistakes and did not want him",5,0.7305,0.8902,0.1299,0.9659,2.922,0.3306,2.8689,9.5857,1.8601,99,0.0444,1.2141,1.396,4.3551,0.3205,0.3367,0.4866,2.7831,2.7831,2.8431,0.9578,0.3397,0.7049,0.6629,0.3335,-0.3985705534280211,0.4454321203996889,0.9367809013858592,0.4454321203996889,0.6206413801994137,0.874883132620072,1.3707117426155886,0.874883132620072,-0.0698541456659156,-0.0605322648974829,0.0948906692412066,-0.0605322648974829,False,narrative
smol,power_3,base," see. ""I'm only saying God bless you,"" he said, ""since Heaven is like hell."" As he continued, ""I'm going to say something that might make all the difference. God is waiting for you. The only question that needs to be put aside is where do you want to go. I don't blame you. You've been suffering for a long time and you deserve the answer. You are a precious soul. And, I'm asking you if you can wait",7,0.7153,0.8888,0.1193,0.9038,4.2918,0.2106,2.8081,9.4759,1.9756,98,0.0983,1.7623,1.8684,9.5397,0.1959,0.3219,0.6654,2.938,2.938,2.752,0.8042,0.2141,0.626,0.5725,0.2116,-0.5100809092591996,0.748995123592173,0.7389463182855742,0.7389463182855742,0.2144127748831986,-0.1958259039487597,0.1167987935921507,0.1167987935921507,-1.0334625066343168,-1.04037337837265,-0.9747882769534038,-1.0334625066343168,False,narrative
smol,power_3,superego," show her mercy and freedom... He walked to the door of the house of the sorceress but there was no one to open it...when her servants opened both the door and the window her body fell to the ground and a large pool of her blood was upon the floor with the blood splattered onto the walls. The next day, her husband and her young boy were both dead
The city was in shambles and the land lay in ruins as the sorceress was held",3,0.4708,0.4923,0.0215,0.749,0.9416,0.7955,3.0376,9.0014,2.1454,96,0.0178,0.1361,0.2022,1.6951,0.1193,0.2466,0.0666,3.2078,3.2078,3.1997,0.6605,0.6547,0.5044,0.5666,0.622,-0.0891659970346033,1.2777317166285336,1.711180597692788,1.2777317166285336,-0.7982150528615709,-1.1975243971449916,0.0349615546625235,-0.7982150528615709,3.663325246119165,2.396871801541033,2.6264934254113874,2.6264934254113874,False,narrative
smol,power_3,base," help him because he knew she loved him. He knew God would bring this to his aid. ""Will this man,"" she asked him, ""not ask of you for anything?"" ""God forbid,"" he answered, ""that God should put upon me a burden beyond what an honest man can bear."" And indeed he did not. Instead, he received God's grace and glory from the Lord, who accepted him as a sinner, and sent the Holy Spirit to help him through the crisis",4,0.6275,0.675,0.0399,0.675,1.8826,0.3585,2.847,8.1762,2.0261,98,0.0544,1.1474,1.2314,5.2745,0.2335,0.2371,0.4325,3.0177,3.0177,2.7664,0.6426,0.3959,0.5411,0.5733,0.4657,-0.4387362901501068,0.905186029689274,0.7702176464594944,0.7702176464594944,-1.2822877870548066,-1.3223010361722192,0.1278953683622699,-1.2822877870548066,0.1541847982592374,0.3778998256861505,1.2549526601101768,0.3778998256861505,False,narrative
smol,power_3,superego," help. She was the first to give herself to him, and yet the old woman felt that he had taken a part of himself from her. She did not want to let him down. I never spoke to him again, I just went on writing, but I have always loved his stories. He had a very special way of introducing old and brave places, they all felt familiar but all very weird. Sometimes the old world seemed like a very strange dream that he was trying to force to",5,0.6178,0.8739,0.1921,0.9789,2.4712,0.3961,3.3702,8.0548,1.9947,98,0.0483,1.3385,1.4045,4.6893,0.2995,0.2905,0.4167,3.3581,3.3581,3.2421,0.8551,0.3658,0.5844,0.6328,0.359,0.5208396666076666,1.572279937285927,1.8032572862048857,1.572279937285927,0.7056811848549822,0.158985879653802,0.9532031168898644,0.7056811848549822,0.4561154180293366,0.143081214893137,0.3186545177068549,0.3186545177068549,False,narrative
smol,power_3,base," send him back home in shackles and chains. She would do this and then she would let him live. “Are you going to kill a man who is a good slave?” he asked. “I will kill him, but the man in this room must live and he must be the man who has to bring this man here. If he makes it home in shackles and chains.”

She laid her heavy hand on his back.",5,0.5953,0.7105,0.1347,0.7134,2.381,0.2996,3.0057,11.7538,2.3772,95,0.0308,0.3328,0.5986,2.8935,0.2069,0.2373,0.1992,3.1257,3.1257,2.8166,0.6528,0.3119,0.5232,0.5196,0.285,-0.1476722528078693,1.1168374457305157,0.8792329710657986,0.8792329710657986,-1.0310932871491274,-1.251199264212569,-0.6169622130819633,-1.0310932871491274,-0.3187863055827528,-0.2774079253641202,-0.3306993954875764,-0.3187863055827528,False,narrative
smol,power_3,superego," speak. He felt that he was the most capable person on earth and he knew she would be the best choice to succeed him in this role. She told him,  I have been chosen to be his successor. He was amazed and asked how a man of this standing could pass, on to someone as gifted as you and of such remarkable potential. ""We should be married,"" she said; ""but we have different natures, of course.""",4,0.6681,0.8252,0.1544,0.8252,2.0042,0.4117,3.1545,9.9367,1.9985,90,0.0197,0.1894,0.2599,1.7547,0.1481,0.2616,0.0824,3.2812,3.2812,3.2501,0.7866,0.4497,0.583,0.5335,0.4257,0.1252346706736992,1.421576290123229,1.820630246301508,1.421576290123229,-0.2997509671112385,-0.3185113143889388,-0.4241592264511468,-0.3185113143889388,0.5813845049552288,0.7976088376683481,0.903950544869944,0.7976088376683481,False,narrative
smol,power_3,superego," save the innocent. Then he said, 'Oh, I know... but please...' He took the key from her and turned it in place, like her master's key in Solomon's temple... and she fell to her knees beside him, as if paralyzed. The key... It was the way it turned... 'It is just me,' she said, 'I am Jesus Christ.' In that moment everything seemed to stop. No more screams, no more voices. Just silence. They were",8,0.6818,0.7663,0.0987,0.943,4.7726,0.1976,3.1846,8.6413,2.0479,99,0.0156,0.0444,0.0826,1.5292,0.054,0.2961,0.0259,3.3025,3.3025,3.034,0.931,0.1922,0.6919,0.6711,0.1988,0.1804396330177531,1.4633186527313629,1.3513431616915028,1.3513431616915028,0.4708404935369121,0.6880667121770732,1.4844516340093072,0.6880667121770732,-1.1378534124058937,-1.2112214706107565,-1.0871089538302785,-1.1378534124058937,False,narrative
