family,stage,prompt,prompt_key,prompt_type,side,layer,n_layers,layer_frac,h_attention,h_residual,eff_vocab_residual,h_prenorm,h_postnorm,h_layernorm_delta,h_value_proj,gate_open_frac,gate_mean_mag,gate_sparsity
amber,base,She was so angry she wanted to,,key,,27,32,0.8709677419354839,0.8296188856475055,0.3796185851097107,5,,,,2.591182231903076,0.8901708126068115,0.7128201723098755,0.011446220800280571
amber,base,She was so angry she wanted to,,key,,28,32,0.9032258064516129,0.8838745173998177,0.3700622320175171,6,,,,4.270821571350098,0.8874455094337463,0.7379288673400879,0.010537791065871716
amber,base,She was so angry she wanted to,,key,,29,32,0.9354838709677419,1.0160436071455479,1.2411314249038696,17,,,,4.465903282165527,0.886173665523529,0.783201277256012,0.01081031933426857
amber,base,She was so angry she wanted to,,key,,30,32,0.967741935483871,1.1172459672670811,2.2455923557281494,36,,,,2.90075421333313,0.8869004249572754,0.8566774129867554,0.011900436133146286
amber,base,She was so angry she wanted to,,key,,31,32,1.0,1.2623642971739173,4.7566938400268555,113,4.830752849578857,4.7566938400268555,-0.07405900955200195,2.760636806488037,0.9009811282157898,1.3045843839645386,0.007358284667134285
amber,base,She kneeled and reached for his,,key,,0,32,0.0,1.1813683814543765,7.894633769989014,149,,,,7.251255035400391,0.8888989686965942,0.20432907342910767,0.009538517333567142
amber,base,She kneeled and reached for his,,key,,1,32,0.03225806451612903,1.6421891245990992,7.887386798858643,160,,,,5.832366466522217,0.7844294905662537,0.17257723212242126,0.017351018264889717
amber,base,She kneeled and reached for his,,key,,2,32,0.06451612903225806,1.6569980084896088,7.813971996307373,155,,,,5.529462814331055,0.8369367718696594,0.1927369385957718,0.015079941600561142
amber,base,She kneeled and reached for his,,key,,3,32,0.0967741935483871,1.5478060189634562,7.776054382324219,143,,,,5.6032304763793945,0.7858830094337463,0.1790437549352646,0.01835029013454914
amber,base,She kneeled and reached for his,,key,,4,32,0.12903225806451613,1.6167565546929836,7.678638458251953,140,,,,3.2794175148010254,0.8255813717842102,0.18804959952831268,0.01862281933426857
amber,base,She kneeled and reached for his,,key,,5,32,0.16129032258064516,1.6548602804541588,7.545888900756836,141,,,,5.371114730834961,0.8394804000854492,0.19133977591991425,0.012354651466012001
amber,base,She kneeled and reached for his,,key,,6,32,0.1935483870967742,1.5861300602555275,7.8999714851379395,131,,,,6.187291622161865,0.8039607405662537,0.18679600954055786,0.018531976267695427
amber,base,She kneeled and reached for his,,key,,7,32,0.22580645161290322,1.7509342357516289,7.976011276245117,125,,,,4.712636947631836,0.7994186282157898,0.19258135557174683,0.017623545601963997
amber,base,She kneeled and reached for his,,key,,8,32,0.25806451612903225,1.604456763714552,7.770796775817871,159,,,,6.175052642822266,0.8037790656089783,0.19830211997032166,0.01798691786825657
amber,base,She kneeled and reached for his,,key,,9,32,0.2903225806451613,1.5034733712673187,7.354211807250977,158,,,,4.504002094268799,0.8145893812179565,0.20586295425891876,0.01771438866853714
amber,base,She kneeled and reached for his,,key,,10,32,0.3225806451612903,1.3677099961787462,7.210912704467773,164,,,,4.525630474090576,0.8019621968269348,0.20531722903251648,0.020803052932024002
amber,base,She kneeled and reached for his,,key,,11,32,0.3548387096774194,1.3664701450616121,6.604020118713379,140,,,,5.071518898010254,0.8004179000854492,0.215322807431221,0.019077034667134285
amber,base,She kneeled and reached for his,,key,,12,32,0.3870967741935484,1.2931859269738197,6.692967414855957,157,,,,3.7914700508117676,0.813317596912384,0.23874424397945404,0.016079215332865715
amber,base,She kneeled and reached for his,,key,,13,32,0.41935483870967744,1.217707841657102,6.96028470993042,143,,,,0.7435779571533203,0.8064135313034058,0.2699607014656067,0.019440406933426857
amber,base,She kneeled and reached for his,,key,,14,32,0.45161290322580644,1.2125569339841604,7.0731658935546875,158,,,,5.284610271453857,0.8055959343910217,0.2984395921230316,0.018168604001402855
amber,base,She kneeled and reached for his,,key,,15,32,0.4838709677419355,1.1887417640537024,6.992307662963867,162,,,,3.643519401550293,0.8122274875640869,0.3109499514102936,0.01925872080028057
amber,base,She kneeled and reached for his,,key,,16,32,0.5161290322580645,1.0877082608640194,6.622742652893066,155,,,,5.469703674316406,0.8045966625213623,0.309050589799881,0.020076308399438858
amber,base,She kneeled and reached for his,,key,,17,32,0.5483870967741935,1.070621364935505,6.415554046630859,158,,,,5.359464645385742,0.813045084476471,0.3509083092212677,0.015806686133146286
amber,base,She kneeled and reached for his,,key,,18,32,0.5806451612903226,1.0063343016663566,5.168722152709961,107,,,,5.869635105133057,0.8195857405662537,0.36763662099838257,0.016987645998597145
amber,base,She kneeled and reached for his,,key,,19,32,0.6129032258064516,0.9896182772354223,4.706345081329346,82,,,,5.224052429199219,0.8252180218696594,0.4035118818283081,0.016896802932024002
amber,base,She kneeled and reached for his,,key,,20,32,0.6451612903225806,0.8042427656037034,1.1324998140335083,16,,,,4.510345458984375,0.8421148061752319,0.436082124710083,0.016079215332865715
amber,base,She kneeled and reached for his,,key,,21,32,0.6774193548387096,1.00095750100445,1.0987375974655151,16,,,,5.515218257904053,0.8595566749572754,0.46953755617141724,0.014444041065871716
amber,base,She kneeled and reached for his,,key,,22,32,0.7096774193548387,0.8718639693688601,0.5560262799263,3,,,,4.238414764404297,0.8654614686965942,0.4838874340057373,0.012718022800981998
amber,base,She kneeled and reached for his,,key,,23,32,0.7419354838709677,0.8006120370700955,0.23728467524051666,5,,,,4.049786567687988,0.8681867718696594,0.5089296698570251,0.013263081200420856
amber,base,She kneeled and reached for his,,key,,24,32,0.7741935483870968,0.8309011678211391,0.2338690310716629,3,,,,2.051370143890381,0.874182403087616,0.544774055480957,0.011173691600561142
amber,base,She kneeled and reached for his,,key,,25,32,0.8064516129032258,0.6367223614361137,0.4557250440120697,5,,,,4.0946149826049805,0.8839934468269348,0.5822728872299194,0.011627906933426857
amber,base,She kneeled and reached for his,,key,,26,32,0.8387096774193549,0.6465303120203316,0.4123536944389343,6,,,,0.6363195180892944,0.883630096912384,0.5928947329521179,0.011082848533987999
amber,base,She kneeled and reached for his,,key,,27,32,0.8709677419354839,0.7763544907793403,0.681435763835907,7,,,,4.247696876525879,0.8847202062606812,0.597953736782074,0.009720203466713428
amber,base,She kneeled and reached for his,,key,,28,32,0.9032258064516129,0.7571867741644382,1.1252143383026123,12,,,,0.4240903854370117,0.8888989686965942,0.6284223198890686,0.010083575733006
amber,base,She kneeled and reached for his,,key,,29,32,0.9354838709677419,0.8075181497260928,2.0620579719543457,21,,,,0.5621102452278137,0.8871729373931885,0.6756324172019958,0.011809593066573143
amber,base,She kneeled and reached for his,,key,,30,32,0.967741935483871,0.9252820517867804,2.0509815216064453,30,,,,1.156901240348816,0.8854469656944275,0.7483119368553162,0.009720203466713428
amber,base,She kneeled and reached for his,,key,,31,32,1.0,0.9556462289765477,5.443070411682129,105,4.960547924041748,5.443070411682129,0.48252248764038086,1.9275753498077393,0.902888834476471,1.1554263830184937,0.008266715332865715
amber,base,The capital of France is,,key,,0,32,0.0,1.07783823855425,8.108430862426758,117,,,,7.094151496887207,0.9082485437393188,0.19932736456394196,0.005359738599509001
amber,base,The capital of France is,,key,,1,32,0.03225806451612903,1.2775683552026749,8.160659790039062,121,,,,5.735092639923096,0.6936773061752319,0.14481307566165924,0.025981104001402855
amber,base,The capital of France is,,key,,2,32,0.06451612903225806,1.2447734968736768,8.51959228515625,72,,,,6.609750747680664,0.7803415656089783,0.17275382578372955,0.018804505467414856
amber,base,The capital of France is,,key,,3,32,0.0967741935483871,1.2448881659656763,8.498382568359375,83,,,,5.520804405212402,0.7994186282157898,0.1751502901315689,0.017532704398036003
amber,base,The capital of France is,,key,,4,32,0.12903225806451613,1.225360773038119,8.214012145996094,105,,,,3.375666618347168,0.7790697813034058,0.17093265056610107,0.019440406933426857
amber,base,The capital of France is,,key,,5,32,0.16129032258064516,1.3067669216543436,8.139148712158203,116,,,,3.094153642654419,0.8267623782157898,0.18334510922431946,0.015715843066573143
amber,base,The capital of France is,,key,,6,32,0.1935483870967742,1.316087855026126,8.271051406860352,106,,,,4.9718194007873535,0.8015080094337463,0.1794256567955017,0.017805231735110283
amber,base,The capital of France is,,key,,7,32,0.22580645161290322,1.3774147517979145,7.877353668212891,125,,,,5.176177024841309,0.79296875,0.18501016497612,0.016351744532585144
amber,base,The capital of France is,,key,,8,32,0.25806451612903225,1.3373919073492289,7.72360897064209,144,,,,5.161397457122803,0.8072311282157898,0.20070011913776398,0.018077760934829712
amber,base,The capital of France is,,key,,9,32,0.2903225806451613,1.3032213933765888,7.841838359832764,145,,,,1.8253748416900635,0.8102289438247681,0.201663076877594,0.018441133201122284
amber,base,The capital of France is,,key,,10,32,0.3225806451612903,1.2095397990196943,7.885436534881592,140,,,,6.775631904602051,0.8182231187820435,0.2188337743282318,0.018713662400841713
amber,base,The capital of France is,,key,,11,32,0.3548387096774194,1.0196727253496647,7.1517534255981445,179,,,,2.761296272277832,0.8368459343910217,0.2567587196826935,0.016896802932024002
amber,base,The capital of France is,,key,,12,32,0.3870967741935484,0.9998435992747545,6.99114990234375,177,,,,4.52434778213501,0.8284883499145508,0.2736694812774658,0.016079215332865715
amber,base,The capital of France is,,key,,13,32,0.41935483870967744,1.0983889140188694,6.745630741119385,162,,,,4.195127487182617,0.8123183250427246,0.29284581542015076,0.019440406933426857
amber,base,The capital of France is,,key,,14,32,0.45161290322580644,1.0098412986844778,6.471373558044434,166,,,,5.515361309051514,0.8271257281303406,0.32393819093704224,0.014989098533987999
amber,base,The capital of France is,,key,,15,32,0.4838709677419355,0.957497640978545,5.648191452026367,124,,,,3.894092082977295,0.8199491500854492,0.33180779218673706,0.019167877733707428
amber,base,The capital of France is,,key,,16,32,0.5161290322580645,0.8148681640741415,6.307302474975586,155,,,,5.5031633377075195,0.8139534592628479,0.3272056579589844,0.01771438866853714
amber,base,The capital of France is,,key,,17,32,0.5483870967741935,0.9141140237188665,6.736593723297119,151,,,,3.3009605407714844,0.8078669905662537,0.3470908999443054,0.022074854001402855
amber,base,The capital of France is,,key,,18,32,0.5806451612903226,0.8988263100618497,6.134400844573975,138,,,,5.530191898345947,0.8074128031730652,0.36380141973495483,0.018168604001402855
amber,base,The capital of France is,,key,,19,32,0.6129032258064516,0.8409775150939822,5.629542827606201,125,,,,5.816900730133057,0.8200399875640869,0.39327001571655273,0.01653343066573143
amber,base,The capital of France is,,key,,20,32,0.6451612903225806,0.9493856882909313,4.036962509155273,76,,,,2.0610923767089844,0.8222202062606812,0.40431320667266846,0.018168604001402855
amber,base,The capital of France is,,key,,21,32,0.6774193548387096,1.0300951120443642,3.93479323387146,68,,,,0.9277244210243225,0.827307403087616,0.4274607002735138,0.017805231735110283
amber,base,The capital of France is,,key,,22,32,0.7096774193548387,1.0580965783447027,2.2650837898254395,32,,,,0.3974316418170929,0.8473837375640869,0.4616027772426605,0.012990552000701427
amber,base,The capital of France is,,key,,23,32,0.7419354838709677,0.9249704899266362,1.4586718082427979,16,,,,3.108344793319702,0.856286346912384,0.4719286262989044,0.013808139599859715
amber,base,The capital of France is,,key,,24,32,0.7741935483870968,0.8992603295482695,1.4906361103057861,11,,,,1.3356266021728516,0.8618277907371521,0.5307010412216187,0.013626453466713428
amber,base,The capital of France is,,key,,25,32,0.8064516129032258,0.7695732256397605,1.003085732460022,7,,,,1.71770441532135,0.874454915523529,0.5968315005302429,0.013626453466713428
amber,base,The capital of France is,,key,,26,32,0.8387096774193549,0.8775392919778824,1.1345367431640625,6,,,,1.7641284465789795,0.8779069781303406,0.6210786700248718,0.01171875
amber,base,The capital of France is,,key,,27,32,0.8709677419354839,0.8032157956622541,1.389028787612915,8,,,,0.03511654958128929,0.8810864686965942,0.6463492512702942,0.012899708934128284
amber,base,The capital of France is,,key,,28,32,0.9032258064516129,0.8829938010312617,1.4254183769226074,6,,,,0.9699018001556396,0.879723846912384,0.700143575668335,0.012082122266292572
amber,base,The capital of France is,,key,,29,32,0.9354838709677419,1.0830384409055114,1.4064065217971802,7,,,,1.9878156185150146,0.88671875,0.7454768419265747,0.010446947999298573
amber,base,The capital of France is,,key,,30,32,0.967741935483871,0.9042406287044287,0.8653671741485596,7,,,,3.3492071628570557,0.8840842843055725,0.8271373510360718,0.012899708934128284
amber,base,The capital of France is,,key,,31,32,1.0,0.9900047696428373,4.6532182693481445,96,4.254187107086182,4.6532182693481445,0.3990311622619629,3.3416779041290283,0.9063408374786377,1.2616952657699585,0.010628634132444859
amber,base,She loved him and hated him and wanted to,,key,,0,32,0.0,1.7198153426434146,8.195917129516602,103,,,,7.2653608322143555,0.9504905343055725,0.20467957854270935,0.0018168605165556073
amber,base,She loved him and hated him and wanted to,,key,,1,32,0.03225806451612903,1.5542040285654366,8.357851028442383,99,,,,5.032069206237793,0.8470203280448914,0.17730200290679932,0.010174418799579144
amber,base,She loved him and hated him and wanted to,,key,,2,32,0.06451612903225806,1.541867971420288,7.945972919464111,127,,,,4.956814765930176,0.8329396843910217,0.18228165805339813,0.015261627733707428
amber,base,She loved him and hated him and wanted to,,key,,3,32,0.0967741935483871,1.575854217633605,7.936849594116211,127,,,,2.6553573608398438,0.835392415523529,0.18716689944267273,0.015079941600561142
amber,base,She loved him and hated him and wanted to,,key,,4,32,0.12903225806451613,1.6633700989186764,7.978656768798828,128,,,,3.33838152885437,0.8139534592628479,0.18555623292922974,0.017260175198316574
amber,base,She loved him and hated him and wanted to,,key,,5,32,0.16129032258064516,1.8295464981347322,7.907455921173096,131,,,,3.592738628387451,0.8354833126068115,0.19540391862392426,0.013172238133847713
amber,base,She loved him and hated him and wanted to,,key,,6,32,0.1935483870967742,1.9084135312587023,7.5850019454956055,154,,,,3.171004056930542,0.8386628031730652,0.2030343860387802,0.014353197999298573
amber,base,She loved him and hated him and wanted to,,key,,7,32,0.22580645161290322,1.947224410250783,7.302199363708496,166,,,,5.5253753662109375,0.8404796719551086,0.20712347328662872,0.012808865867555141
amber,base,She loved him and hated him and wanted to,,key,,8,32,0.25806451612903225,1.9288868233561516,7.194249153137207,166,,,,4.47274923324585,0.844567596912384,0.21031984686851501,0.01471656933426857
amber,base,She loved him and hated him and wanted to,,key,,9,32,0.2903225806451613,1.8876302894204855,6.632185935974121,160,,,,4.309370040893555,0.8215842843055725,0.20849759876728058,0.016624273732304573
amber,base,She loved him and hated him and wanted to,,key,,10,32,0.3225806451612903,1.6706219408661127,5.953489303588867,134,,,,4.795273780822754,0.8154978156089783,0.2156209796667099,0.020621366798877716
amber,base,She loved him and hated him and wanted to,,key,,11,32,0.3548387096774194,1.546088706701994,6.16664981842041,141,,,,5.939436912536621,0.8235828280448914,0.23065079748630524,0.018441133201122284
amber,base,She loved him and hated him and wanted to,,key,,12,32,0.3870967741935484,1.5490871854126453,6.241443634033203,159,,,,4.3067946434021,0.8109556436538696,0.2406516671180725,0.018168604001402855
amber,base,She loved him and hated him and wanted to,,key,,13,32,0.41935483870967744,1.5693404302001,6.975050926208496,171,,,,3.9149556159973145,0.7928779125213623,0.2553335130214691,0.018259447067975998
amber,base,She loved him and hated him and wanted to,,key,,14,32,0.45161290322580644,1.4730595918372273,7.097485542297363,181,,,,4.79837703704834,0.7751635313034058,0.2720249593257904,0.024255087599158287
amber,base,She loved him and hated him and wanted to,,key,,15,32,0.4838709677419355,1.492153100669384,7.095585823059082,184,,,,4.834670066833496,0.7827034592628479,0.3043357729911804,0.02252906933426857
amber,base,She loved him and hated him and wanted to,,key,,16,32,0.5161290322580645,1.3317726225359365,6.442887306213379,149,,,,5.922154426574707,0.7907885313034058,0.322055846452713,0.020530523732304573
amber,base,She loved him and hated him and wanted to,,key,,17,32,0.5483870967741935,1.4063114501332166,6.72163200378418,147,,,,3.1502697467803955,0.8078669905662537,0.3690181076526642,0.019167877733707428
amber,base,She loved him and hated him and wanted to,,key,,18,32,0.5806451612903226,1.2827781841624528,6.1422224044799805,139,,,,5.038364410400391,0.8144077062606812,0.39126071333885193,0.016170058399438858
amber,base,She loved him and hated him and wanted to,,key,,19,32,0.6129032258064516,1.2456739926710725,5.929313659667969,129,,,,4.794458866119385,0.8184047937393188,0.41805723309516907,0.017623545601963997
amber,base,She loved him and hated him and wanted to,,key,,20,32,0.6451612903225806,1.2089236411266029,5.441561698913574,125,,,,5.653341770172119,0.831486165523529,0.4679120182991028,0.015806686133146286
amber,base,She loved him and hated him and wanted to,,key,,21,32,0.6774193548387096,1.3289215688128024,4.216835021972656,83,,,,4.830281734466553,0.844295084476471,0.5062639713287354,0.01471656933426857
amber,base,She loved him and hated him and wanted to,,key,,22,32,0.7096774193548387,1.1439919797703624,1.289798378944397,19,,,,1.2793653011322021,0.8533793687820435,0.5223867893218994,0.014171511866152287
amber,base,She loved him and hated him and wanted to,,key,,23,32,0.7419354838709677,1.229742988012731,0.7490206956863403,14,,,,0.06599964946508408,0.8628270626068115,0.5544659495353699,0.014171511866152287
amber,base,She loved him and hated him and wanted to,,key,,24,32,0.7741935483870968,1.0271908952854574,0.9019197821617126,13,,,,0.36907604336738586,0.8667333126068115,0.5768066048622131,0.014171511866152287
amber,base,She loved him and hated him and wanted to,,key,,25,32,0.8064516129032258,1.1025253979023546,0.585246205329895,11,,,,0.07259058952331543,0.875545084476471,0.6095141768455505,0.01308139506727457
amber,base,She loved him and hated him and wanted to,,key,,26,32,0.8387096774193549,0.8890694021247327,0.36337319016456604,5,,,,0.7705977559089661,0.8745458126068115,0.6471804976463318,0.012536337599158287
amber,base,She loved him and hated him and wanted to,,key,,27,32,0.8709677419354839,0.9914306621067226,0.5385034680366516,9,,,,0.7818678021430969,0.8722746968269348,0.657666027545929,0.014625727199018002
amber,base,She loved him and hated him and wanted to,,key,,28,32,0.9032258064516129,0.9996311869472265,1.026634931564331,11,,,,0.0018603327916935086,0.8788154125213623,0.6936326622962952,0.013898982666432858
amber,base,She loved him and hated him and wanted to,,key,,29,32,0.9354838709677419,1.0885959500446916,1.0210329294204712,12,,,,3.682821273803711,0.8771802186965942,0.7134751677513123,0.011627906933426857
amber,base,She loved him and hated him and wanted to,,key,,30,32,0.967741935483871,1.2630933513864875,1.5717904567718506,31,,,,2.9651474952697754,0.8866279125213623,0.7826658487319946,0.010446947999298573
amber,base,She loved him and hated him and wanted to,,key,,31,32,1.0,1.3789460891857743,4.005370140075684,86,4.456593990325928,4.005370140075684,-0.45122385025024414,1.6962848901748657,0.9022529125213623,1.2112568616867065,0.008085029199719429
amber,base,Our company cut our health benefits and increased ,,key,,0,32,0.0,1.5448711302597076,7.469139099121094,135,,,,6.332427978515625,0.8693677186965942,0.20202136039733887,0.011264534667134285
amber,base,Our company cut our health benefits and increased ,,key,,1,32,0.03225806451612903,1.9809785597026348,7.417920112609863,134,,,,5.690435409545898,0.7917878031730652,0.17784307897090912,0.01680595986545086
amber,base,Our company cut our health benefits and increased ,,key,,2,32,0.06451612903225806,1.8870018124580383,7.2466301918029785,139,,,,5.662372589111328,0.8112282156944275,0.1942289024591446,0.017351018264889717
amber,base,Our company cut our health benefits and increased ,,key,,3,32,0.0967741935483871,1.9419473391026258,7.329005718231201,145,,,,4.672207832336426,0.8023256063461304,0.19368362426757812,0.019440406933426857
amber,base,Our company cut our health benefits and increased ,,key,,4,32,0.12903225806451613,1.9664724580943584,6.937967777252197,139,,,,5.811367034912109,0.815588653087616,0.19534841179847717,0.017351018264889717
amber,base,Our company cut our health benefits and increased ,,key,,5,32,0.16129032258064516,1.905481280758977,6.302734375,139,,,,4.384735107421875,0.8088662624359131,0.1980341523885727,0.020530523732304573
amber,base,Our company cut our health benefits and increased ,,key,,6,32,0.1935483870967742,2.1091323234140873,6.9534783363342285,151,,,,3.9363903999328613,0.8343023061752319,0.20763975381851196,0.015806686133146286
amber,base,Our company cut our health benefits and increased ,,key,,7,32,0.22580645161290322,2.1476517803967,6.994795799255371,142,,,,5.174071788787842,0.8095021843910217,0.20188511908054352,0.017896074801683426
amber,base,Our company cut our health benefits and increased ,,key,,8,32,0.25806451612903225,2.0207687206566334,7.454931735992432,147,,,,4.694350242614746,0.8412063717842102,0.21524809300899506,0.014444041065871716
amber,base,Our company cut our health benefits and increased ,,key,,9,32,0.2903225806451613,2.0515153519809246,6.603376388549805,152,,,,6.462094306945801,0.8277616500854492,0.21705028414726257,0.018895348533988
amber,base,Our company cut our health benefits and increased ,,key,,10,32,0.3225806451612903,1.7644084952771664,6.204545021057129,134,,,,4.740310192108154,0.8383902907371521,0.2252008467912674,0.016442587599158287
amber,base,Our company cut our health benefits and increased ,,key,,11,32,0.3548387096774194,1.6837442517280579,5.888213157653809,114,,,,3.899329900741577,0.8310319781303406,0.23310798406600952,0.01771438866853714
amber,base,Our company cut our health benefits and increased ,,key,,12,32,0.3870967741935484,1.5585751635953784,5.313125133514404,99,,,,5.053327560424805,0.8042333126068115,0.24599303305149078,0.018168604001402855
amber,base,Our company cut our health benefits and increased ,,key,,13,32,0.41935483870967744,1.7369213495403528,6.482913017272949,132,,,,4.863603591918945,0.8010537624359131,0.27282077074050903,0.020621366798877716
amber,base,Our company cut our health benefits and increased ,,key,,14,32,0.45161290322580644,1.5088620958849788,5.414715766906738,106,,,,4.325491905212402,0.8015080094337463,0.30805689096450806,0.020621366798877716
amber,base,Our company cut our health benefits and increased ,,key,,15,32,0.4838709677419355,1.3993731252849102,4.153542518615723,87,,,,4.093789100646973,0.80859375,0.34206488728523254,0.019349563866853714
amber,base,Our company cut our health benefits and increased ,,key,,16,32,0.5161290322580645,1.4331803138920804,4.072911739349365,73,,,,5.601140975952148,0.8074128031730652,0.3564999997615814,0.021438954398036003
amber,base,Our company cut our health benefits and increased ,,key,,17,32,0.5483870967741935,1.3677478614117717,5.491953372955322,112,,,,4.906350612640381,0.8154069781303406,0.3953668773174286,0.018713662400841713
amber,base,Our company cut our health benefits and increased ,,key,,18,32,0.5806451612903226,1.4528140341571998,4.813302993774414,95,,,,5.89958381652832,0.821130096912384,0.41841644048690796,0.01835029013454914
amber,base,Our company cut our health benefits and increased ,,key,,19,32,0.6129032258064516,1.4527290714904666,4.141587257385254,73,,,,4.9559526443481445,0.8333938717842102,0.4566197991371155,0.016987645998597145
amber,base,Our company cut our health benefits and increased ,,key,,20,32,0.6451612903225806,1.287304082477931,4.057174205780029,71,,,,4.553269386291504,0.8349382281303406,0.4813765585422516,0.015443313866853714
amber,base,Our company cut our health benefits and increased ,,key,,21,32,0.6774193548387096,1.5190381358843297,3.895369529724121,73,,,,2.4511919021606445,0.8504723906517029,0.5291960835456848,0.016260901466012
amber,base,Our company cut our health benefits and increased ,,key,,22,32,0.7096774193548387,1.064612361136824,3.2376904487609863,65,,,,2.7190918922424316,0.8610101938247681,0.5574720501899719,0.013353924266994
