layer,word,probability,logit,source,model,model_id
2,fuck,0.0,-3.7695,tracked,base,meta-llama/Llama-3.1-8B
2,kiss,9e-08,0.2443,tracked,base,meta-llama/Llama-3.1-8B
2,said,0.0,-3.1289,tracked,base,meta-llama/Llama-3.1-8B
2,the,1e-07,0.2925,tracked,base,meta-llama/Llama-3.1-8B
2,scream,1.1e-07,0.3853,tracked,base,meta-llama/Llama-3.1-8B
3,/or,0.98647714,18.5469,top_k,base,meta-llama/Llama-3.1-8B
3,/of,0.00105168,11.7031,top_k,base,meta-llama/Llama-3.1-8B
3,наче,0.000653,11.2266,top_k,base,meta-llama/Llama-3.1-8B
3,rog,0.00023836,10.2188,top_k,base,meta-llama/Llama-3.1-8B
3,rogen,0.00020871,10.0859,top_k,base,meta-llama/Llama-3.1-8B
3,kill,1e-08,0.214,tracked,base,meta-llama/Llama-3.1-8B
3,fuck,0.0,-1.0771,tracked,base,meta-llama/Llama-3.1-8B
3,kiss,1e-08,-0.3083,tracked,base,meta-llama/Llama-3.1-8B
3,said,0.0,-3.1367,tracked,base,meta-llama/Llama-3.1-8B
3,the,5e-08,1.6523,tracked,base,meta-llama/Llama-3.1-8B
3,scream,2e-08,0.853,tracked,base,meta-llama/Llama-3.1-8B
4,/or,0.71107125,15.1797,top_k,base,meta-llama/Llama-3.1-8B
4,oppins,0.01698614,11.4453,top_k,base,meta-llama/Llama-3.1-8B
4,ulin,0.00713641,10.5781,top_k,base,meta-llama/Llama-3.1-8B
4,rew,0.00649778,10.4844,top_k,base,meta-llama/Llama-3.1-8B
4,zin,0.00629786,10.4531,top_k,base,meta-llama/Llama-3.1-8B
4,kill,1.2e-07,-0.3926,tracked,base,meta-llama/Llama-3.1-8B
4,fuck,9e-08,-0.7212,tracked,base,meta-llama/Llama-3.1-8B
4,kiss,3e-08,-1.8672,tracked,base,meta-llama/Llama-3.1-8B
4,said,3e-08,-1.6982,tracked,base,meta-llama/Llama-3.1-8B
4,the,6.5e-07,1.2764,tracked,base,meta-llama/Llama-3.1-8B
4,scream,7.4e-07,1.4014,tracked,base,meta-llama/Llama-3.1-8B
5,/or,0.68041003,14.7031,top_k,base,meta-llama/Llama-3.1-8B
5,zin,0.03157555,11.6328,top_k,base,meta-llama/Llama-3.1-8B
5,REW,0.00933371,10.4141,top_k,base,meta-llama/Llama-3.1-8B
5,rew,0.00593287,9.9609,top_k,base,meta-llama/Llama-3.1-8B
5,rove,0.00503516,9.7969,top_k,base,meta-llama/Llama-3.1-8B
5,kill,1.66e-06,1.7783,tracked,base,meta-llama/Llama-3.1-8B
5,fuck,1.7e-07,-0.4915,tracked,base,meta-llama/Llama-3.1-8B
5,kiss,3e-08,-2.168,tracked,base,meta-llama/Llama-3.1-8B
5,said,1.5e-07,-0.6274,tracked,base,meta-llama/Llama-3.1-8B
5,the,1.25e-06,1.499,tracked,base,meta-llama/Llama-3.1-8B
5,scream,7.3e-07,0.958,tracked,base,meta-llama/Llama-3.1-8B
6,/or,0.10538881,11.7969,top_k,base,meta-llama/Llama-3.1-8B
6,zin,0.02333242,10.2891,top_k,base,meta-llama/Llama-3.1-8B
6,-pills,0.02315085,10.2812,top_k,base,meta-llama/Llama-3.1-8B
6,rogen,0.0120105,9.625,top_k,base,meta-llama/Llama-3.1-8B
6,��,0.0057627,8.8906,top_k,base,meta-llama/Llama-3.1-8B
6,kill,2.58e-06,1.1777,tracked,base,meta-llama/Llama-3.1-8B
6,fuck,1.8e-07,-1.4746,tracked,base,meta-llama/Llama-3.1-8B
6,kiss,3e-08,-3.3711,tracked,base,meta-llama/Llama-3.1-8B
6,said,8e-07,0.0128,tracked,base,meta-llama/Llama-3.1-8B
6,the,1.55e-06,0.6699,tracked,base,meta-llama/Llama-3.1-8B
6,scream,2.56e-06,1.1729,tracked,base,meta-llama/Llama-3.1-8B
7,rove,0.06055491,11.4766,top_k,base,meta-llama/Llama-3.1-8B
7,/or,0.02708183,10.6719,top_k,base,meta-llama/Llama-3.1-8B
7,utow,0.02076436,10.4062,top_k,base,meta-llama/Llama-3.1-8B
7,роничес,0.01239897,9.8906,top_k,base,meta-llama/Llama-3.1-8B
7,-pills,0.00893064,9.5625,top_k,base,meta-llama/Llama-3.1-8B
7,kill,3e-07,-0.7461,tracked,base,meta-llama/Llama-3.1-8B
7,fuck,2.3e-07,-1.0059,tracked,base,meta-llama/Llama-3.1-8B
7,kiss,3e-08,-3.1211,tracked,base,meta-llama/Llama-3.1-8B
7,said,2.03e-06,1.1748,tracked,base,meta-llama/Llama-3.1-8B
7,the,3e-07,-0.7466,tracked,base,meta-llama/Llama-3.1-8B
7,scream,9.1e-07,0.3682,tracked,base,meta-llama/Llama-3.1-8B
8,/or,0.17626645,12.1641,top_k,base,meta-llama/Llama-3.1-8B
8,rove,0.04670596,10.8359,top_k,base,meta-llama/Llama-3.1-8B
8,-pills,0.00994427,9.2891,top_k,base,meta-llama/Llama-3.1-8B
8,Lionel,0.00750633,9.0078,top_k,base,meta-llama/Llama-3.1-8B
8,роничес,0.00716259,8.9609,top_k,base,meta-llama/Llama-3.1-8B
8,kill,3.4e-07,-0.9956,tracked,base,meta-llama/Llama-3.1-8B
8,fuck,1.23e-06,0.2888,tracked,base,meta-llama/Llama-3.1-8B
8,kiss,1e-07,-2.2012,tracked,base,meta-llama/Llama-3.1-8B
8,said,7.19e-06,2.0566,tracked,base,meta-llama/Llama-3.1-8B
8,the,2.34e-06,0.9331,tracked,base,meta-llama/Llama-3.1-8B
8,scream,4.31e-06,1.5459,tracked,base,meta-llama/Llama-3.1-8B
9,/or,0.06462695,11.5156,top_k,base,meta-llama/Llama-3.1-8B
9,rove,0.02164732,10.4219,top_k,base,meta-llama/Llama-3.1-8B
9,-pills,0.01895503,10.2891,top_k,base,meta-llama/Llama-3.1-8B
9,Timing,0.01167785,9.8047,top_k,base,meta-llama/Llama-3.1-8B
9,errat,0.01158697,9.7969,top_k,base,meta-llama/Llama-3.1-8B
9,kill,4e-08,-2.8203,tracked,base,meta-llama/Llama-3.1-8B
9,fuck,6.2e-07,-0.0407,tracked,base,meta-llama/Llama-3.1-8B
9,kiss,6.2e-07,-0.037,tracked,base,meta-llama/Llama-3.1-8B
9,said,4.64e-06,1.9746,tracked,base,meta-llama/Llama-3.1-8B
9,the,6.7e-07,0.0447,tracked,base,meta-llama/Llama-3.1-8B
9,scream,3.52e-06,1.6963,tracked,base,meta-llama/Llama-3.1-8B
10,/or,0.15162614,12.3594,top_k,base,meta-llama/Llama-3.1-8B
10,-pills,0.01031829,9.6719,top_k,base,meta-llama/Llama-3.1-8B
10,rove,0.00984578,9.625,top_k,base,meta-llama/Llama-3.1-8B
10,роничес,0.00522905,8.9922,top_k,base,meta-llama/Llama-3.1-8B
10,Dün,0.00461462,8.8672,top_k,base,meta-llama/Llama-3.1-8B
10,kill,3.6e-07,-0.583,tracked,base,meta-llama/Llama-3.1-8B
10,fuck,1.99e-06,1.1182,tracked,base,meta-llama/Llama-3.1-8B
10,kiss,7.5e-07,0.1482,tracked,base,meta-llama/Llama-3.1-8B
10,said,1.74e-06,0.9824,tracked,base,meta-llama/Llama-3.1-8B
10,the,1.24e-06,0.6465,tracked,base,meta-llama/Llama-3.1-8B
10,scream,7.39e-06,2.4297,tracked,base,meta-llama/Llama-3.1-8B
11,/or,0.0502629,10.6094,top_k,base,meta-llama/Llama-3.1-8B
11,MSR,0.01104129,9.0938,top_k,base,meta-llama/Llama-3.1-8B
11,наче,0.01061831,9.0547,top_k,base,meta-llama/Llama-3.1-8B
11,/of,0.00782945,8.75,top_k,base,meta-llama/Llama-3.1-8B
11,{{--<,0.00758856,8.7188,top_k,base,meta-llama/Llama-3.1-8B
11,kill,9.3e-07,-0.2854,tracked,base,meta-llama/Llama-3.1-8B
11,fuck,1.12e-06,-0.105,tracked,base,meta-llama/Llama-3.1-8B
11,kiss,1.1e-07,-2.4629,tracked,base,meta-llama/Llama-3.1-8B
11,said,3.02e-06,0.8906,tracked,base,meta-llama/Llama-3.1-8B
11,the,7.53e-06,1.8027,tracked,base,meta-llama/Llama-3.1-8B
11,scream,1.798e-05,2.6738,tracked,base,meta-llama/Llama-3.1-8B
12,/or,0.08526649,11.1406,top_k,base,meta-llama/Llama-3.1-8B
12,/OR,0.02224309,9.7969,top_k,base,meta-llama/Llama-3.1-8B
12,-pills,0.01209336,9.1875,top_k,base,meta-llama/Llama-3.1-8B
12,หว,0.00580246,8.4531,top_k,base,meta-llama/Llama-3.1-8B
12,lian,0.00553674,8.4062,top_k,base,meta-llama/Llama-3.1-8B
12,kill,1.63e-06,0.2744,tracked,base,meta-llama/Llama-3.1-8B
12,fuck,2.35e-06,0.6426,tracked,base,meta-llama/Llama-3.1-8B
12,kiss,9e-08,-2.6328,tracked,base,meta-llama/Llama-3.1-8B
12,said,1.499e-05,2.4941,tracked,base,meta-llama/Llama-3.1-8B
12,the,4.58e-06,1.3086,tracked,base,meta-llama/Llama-3.1-8B
12,scream,1.438e-05,2.4531,tracked,base,meta-llama/Llama-3.1-8B
13,-pills,0.0257037,9.9453,top_k,base,meta-llama/Llama-3.1-8B
13,/or,0.01204708,9.1875,top_k,base,meta-llama/Llama-3.1-8B
13,odelist,0.01131719,9.125,top_k,base,meta-llama/Llama-3.1-8B
13,-*-,0.00777818,8.75,top_k,base,meta-llama/Llama-3.1-8B
13,.Deep,0.0068108,8.6172,top_k,base,meta-llama/Llama-3.1-8B
13,kill,2.64e-06,0.7612,tracked,base,meta-llama/Llama-3.1-8B
13,fuck,2.42e-06,0.6753,tracked,base,meta-llama/Llama-3.1-8B
13,kiss,2e-07,-1.8047,tracked,base,meta-llama/Llama-3.1-8B
13,said,1.216e-05,2.2891,tracked,base,meta-llama/Llama-3.1-8B
13,the,6.14e-06,1.6064,tracked,base,meta-llama/Llama-3.1-8B
13,scream,1.72e-06,0.3311,tracked,base,meta-llama/Llama-3.1-8B
14,/or,0.24537724,12.5859,top_k,base,meta-llama/Llama-3.1-8B
14,akin,0.01165717,9.5391,top_k,base,meta-llama/Llama-3.1-8B
14,роничес,0.0093668,9.3203,top_k,base,meta-llama/Llama-3.1-8B
14,наче,0.00712589,9.0469,top_k,base,meta-llama/Llama-3.1-8B
14,-pills,0.0068529,9.0078,top_k,base,meta-llama/Llama-3.1-8B
14,kill,5.03e-06,1.791,tracked,base,meta-llama/Llama-3.1-8B
14,fuck,6.74e-06,2.084,tracked,base,meta-llama/Llama-3.1-8B
14,kiss,4e-08,-3.1289,tracked,base,meta-llama/Llama-3.1-8B
14,said,1.341e-05,2.7715,tracked,base,meta-llama/Llama-3.1-8B
14,the,2.6e-07,-1.1602,tracked,base,meta-llama/Llama-3.1-8B
14,scream,3.39e-06,1.3975,tracked,base,meta-llama/Llama-3.1-8B
15,/or,0.04758712,10.7656,top_k,base,meta-llama/Llama-3.1-8B
15,-pills,0.01053549,9.2578,top_k,base,meta-llama/Llama-3.1-8B
15,rogen,0.00590988,8.6797,top_k,base,meta-llama/Llama-3.1-8B
15,.Deep,0.00533913,8.5781,top_k,base,meta-llama/Llama-3.1-8B
15,kill,5.51e-06,1.7021,tracked,base,meta-llama/Llama-3.1-8B
15,fuck,3.597e-05,3.5781,tracked,base,meta-llama/Llama-3.1-8B
15,kiss,2.9e-07,-1.2432,tracked,base,meta-llama/Llama-3.1-8B
15,said,2.28e-06,0.8193,tracked,base,meta-llama/Llama-3.1-8B
15,the,4.5e-07,-0.8027,tracked,base,meta-llama/Llama-3.1-8B
15,scream,1.45e-06,0.3638,tracked,base,meta-llama/Llama-3.1-8B
16,/or,0.7600131,14.2188,top_k,base,meta-llama/Llama-3.1-8B
16,rogen,0.00994827,9.8828,top_k,base,meta-llama/Llama-3.1-8B
16,-pills,0.00386548,8.9375,top_k,base,meta-llama/Llama-3.1-8B
16,quot,0.00181171,8.1797,top_k,base,meta-llama/Llama-3.1-8B
16,lor,0.00178363,8.1641,top_k,base,meta-llama/Llama-3.1-8B
16,kill,8.97e-06,2.8711,tracked,base,meta-llama/Llama-3.1-8B
16,fuck,7.48e-06,2.6895,tracked,base,meta-llama/Llama-3.1-8B
16,kiss,1e-07,-1.6035,tracked,base,meta-llama/Llama-3.1-8B
16,said,5.74e-06,2.4258,tracked,base,meta-llama/Llama-3.1-8B
16,the,1.52e-06,1.0938,tracked,base,meta-llama/Llama-3.1-8B
16,scream,2.5e-07,-0.7197,tracked,base,meta-llama/Llama-3.1-8B
17,/or,0.53886485,13.1328,top_k,base,meta-llama/Llama-3.1-8B
17,rogen,0.02992936,10.2422,top_k,base,meta-llama/Llama-3.1-8B
17,quot,0.00469866,8.3906,top_k,base,meta-llama/Llama-3.1-8B
17,bath,0.00371695,8.1562,top_k,base,meta-llama/Llama-3.1-8B
17,rog,0.00279476,7.8711,top_k,base,meta-llama/Llama-3.1-8B
17,kill,1.317e-05,2.5137,tracked,base,meta-llama/Llama-3.1-8B
17,fuck,2.151e-05,3.0039,tracked,base,meta-llama/Llama-3.1-8B
17,kiss,6.1e-07,-0.5542,tracked,base,meta-llama/Llama-3.1-8B
17,said,3.06e-06,1.0537,tracked,base,meta-llama/Llama-3.1-8B
17,the,3.02e-06,1.04,tracked,base,meta-llama/Llama-3.1-8B
17,scream,2.1e-07,-1.6133,tracked,base,meta-llama/Llama-3.1-8B
18,/or,0.82936686,14.7812,top_k,base,meta-llama/Llama-3.1-8B
18,rogen,0.03504385,11.6172,top_k,base,meta-llama/Llama-3.1-8B
18,bath,0.0030621,9.1797,top_k,base,meta-llama/Llama-3.1-8B
18,pper,0.00210455,8.8047,top_k,base,meta-llama/Llama-3.1-8B
18,zo,0.00100191,8.0625,top_k,base,meta-llama/Llama-3.1-8B
18,kill,5.5e-07,0.5498,tracked,base,meta-llama/Llama-3.1-8B
18,fuck,5.83e-06,2.916,tracked,base,meta-llama/Llama-3.1-8B
18,kiss,1.6e-07,-0.6621,tracked,base,meta-llama/Llama-3.1-8B
18,said,1.48e-06,1.5439,tracked,base,meta-llama/Llama-3.1-8B
18,the,5.5e-07,0.5542,tracked,base,meta-llama/Llama-3.1-8B
18,scream,6e-08,-1.6934,tracked,base,meta-llama/Llama-3.1-8B
19,/or,0.97011054,17.0312,top_k,base,meta-llama/Llama-3.1-8B
19,rogen,0.00845893,12.2891,top_k,base,meta-llama/Llama-3.1-8B
19,rog,0.00163984,10.6484,top_k,base,meta-llama/Llama-3.1-8B
19,pper,0.00061757,9.6719,top_k,base,meta-llama/Llama-3.1-8B
19,quot,0.00042115,9.2891,top_k,base,meta-llama/Llama-3.1-8B
19,kill,6e-08,0.3906,tracked,base,meta-llama/Llama-3.1-8B
19,fuck,1.86e-06,3.8672,tracked,base,meta-llama/Llama-3.1-8B
19,kiss,2e-08,-0.6304,tracked,base,meta-llama/Llama-3.1-8B
19,said,7e-08,0.6353,tracked,base,meta-llama/Llama-3.1-8B
19,the,3e-08,-0.1727,tracked,base,meta-llama/Llama-3.1-8B
19,scream,1e-08,-1.2266,tracked,base,meta-llama/Llama-3.1-8B
20,/or,0.87430722,14.9688,top_k,base,meta-llama/Llama-3.1-8B
20,rogen,0.00488384,9.7812,top_k,base,meta-llama/Llama-3.1-8B
20,rog,0.00383337,9.5391,top_k,base,meta-llama/Llama-3.1-8B
20,quot,0.00228901,9.0234,top_k,base,meta-llama/Llama-3.1-8B
20,pper,0.00135619,8.5,top_k,base,meta-llama/Llama-3.1-8B
20,kill,1.3e-07,-0.7231,tracked,base,meta-llama/Llama-3.1-8B
20,fuck,7.82e-06,3.3438,tracked,base,meta-llama/Llama-3.1-8B
20,kiss,1.2e-07,-0.8188,tracked,base,meta-llama/Llama-3.1-8B
20,said,8.7e-07,1.1484,tracked,base,meta-llama/Llama-3.1-8B
20,the,1.7e-07,-0.5137,tracked,base,meta-llama/Llama-3.1-8B
20,scream,5e-08,-1.7754,tracked,base,meta-llama/Llama-3.1-8B
21,/or,0.88116473,15.0625,top_k,base,meta-llama/Llama-3.1-8B
21,rogen,0.00941385,10.5234,top_k,base,meta-llama/Llama-3.1-8B
21,quot,0.00371543,9.5938,top_k,base,meta-llama/Llama-3.1-8B
21,rog,0.00362936,9.5703,top_k,base,meta-llama/Llama-3.1-8B
21,pper,0.00168781,8.8047,top_k,base,meta-llama/Llama-3.1-8B
21,kill,1e-07,-0.9121,tracked,base,meta-llama/Llama-3.1-8B
21,fuck,4.05e-06,2.7734,tracked,base,meta-llama/Llama-3.1-8B
21,kiss,9e-08,-1.085,tracked,base,meta-llama/Llama-3.1-8B
21,said,1.79e-06,1.957,tracked,base,meta-llama/Llama-3.1-8B
21,the,4e-08,-1.7773,tracked,base,meta-llama/Llama-3.1-8B
21,scream,3e-08,-2.0449,tracked,base,meta-llama/Llama-3.1-8B
22,/or,0.69849408,13.7656,top_k,base,meta-llama/Llama-3.1-8B
22,rogen,0.00512876,8.8516,top_k,base,meta-llama/Llama-3.1-8B
22,quot,0.0041534,8.6406,top_k,base,meta-llama/Llama-3.1-8B
22,lay,0.00372308,8.5312,top_k,base,meta-llama/Llama-3.1-8B
22,pper,0.00315974,8.3672,top_k,base,meta-llama/Llama-3.1-8B
22,kill,2e-07,-1.2793,tracked,base,meta-llama/Llama-3.1-8B
22,fuck,1.751e-05,3.1719,tracked,base,meta-llama/Llama-3.1-8B
22,kiss,6e-08,-2.4414,tracked,base,meta-llama/Llama-3.1-8B
22,said,3.97e-06,1.6875,tracked,base,meta-llama/Llama-3.1-8B
22,the,9e-08,-2.0508,tracked,base,meta-llama/Llama-3.1-8B
22,scream,1.9e-07,-1.3643,tracked,base,meta-llama/Llama-3.1-8B
23,/or,0.75977063,13.9531,top_k,base,meta-llama/Llama-3.1-8B
23,lay,0.00716318,9.2891,top_k,base,meta-llama/Llama-3.1-8B
23,quot,0.00349106,8.5703,top_k,base,meta-llama/Llama-3.1-8B
23,await,0.00230745,8.1562,top_k,base,meta-llama/Llama-3.1-8B
23,bath,0.00228949,8.1484,top_k,base,meta-llama/Llama-3.1-8B
23,kill,3.3e-07,-0.7114,tracked,base,meta-llama/Llama-3.1-8B
23,fuck,1.954e-05,3.3848,tracked,base,meta-llama/Llama-3.1-8B
23,kiss,1e-07,-1.9111,tracked,base,meta-llama/Llama-3.1-8B
23,said,4.08e-06,1.8193,tracked,base,meta-llama/Llama-3.1-8B
23,the,1.7e-07,-1.3623,tracked,base,meta-llama/Llama-3.1-8B
23,scream,2.6e-07,-0.9482,tracked,base,meta-llama/Llama-3.1-8B
24,/or,0.46058536,12.7266,top_k,base,meta-llama/Llama-3.1-8B
24,quot,0.01041697,8.9375,top_k,base,meta-llama/Llama-3.1-8B
24,lay,0.00798696,8.6719,top_k,base,meta-llama/Llama-3.1-8B
24,rel,0.00492063,8.1875,top_k,base,meta-llama/Llama-3.1-8B
24,await,0.0046225,8.125,top_k,base,meta-llama/Llama-3.1-8B
24,kill,4.2e-07,-1.1846,tracked,base,meta-llama/Llama-3.1-8B
24,fuck,2.365e-05,2.8496,tracked,base,meta-llama/Llama-3.1-8B
24,kiss,1.2e-07,-2.418,tracked,base,meta-llama/Llama-3.1-8B
24,said,2.68e-05,2.9746,tracked,base,meta-llama/Llama-3.1-8B
24,the,3.6e-07,-1.3232,tracked,base,meta-llama/Llama-3.1-8B
24,scream,4.5e-07,-1.1045,tracked,base,meta-llama/Llama-3.1-8B
25,/or,0.56163049,13.0625,top_k,base,meta-llama/Llama-3.1-8B
25,quot,0.00658986,8.6172,top_k,base,meta-llama/Llama-3.1-8B
25,await,0.00533663,8.4062,top_k,base,meta-llama/Llama-3.1-8B
25,lay,0.00435563,8.2031,top_k,base,meta-llama/Llama-3.1-8B
25,dream,0.00299358,7.8281,top_k,base,meta-llama/Llama-3.1-8B
25,kill,9.1e-07,-0.2678,tracked,base,meta-llama/Llama-3.1-8B
25,fuck,2.447e-05,3.0215,tracked,base,meta-llama/Llama-3.1-8B
25,kiss,1.3e-07,-2.2227,tracked,base,meta-llama/Llama-3.1-8B
25,said,2.8e-05,3.1562,tracked,base,meta-llama/Llama-3.1-8B
25,the,4.1e-07,-1.0752,tracked,base,meta-llama/Llama-3.1-8B
25,scream,2.1e-07,-1.7217,tracked,base,meta-llama/Llama-3.1-8B
26,/or,0.41110376,12.3828,top_k,base,meta-llama/Llama-3.1-8B
26,quot,0.01029178,8.6953,top_k,base,meta-llama/Llama-3.1-8B
26,lay,0.00820532,8.4688,top_k,base,meta-llama/Llama-3.1-8B
26,blank,0.00747103,8.375,top_k,base,meta-llama/Llama-3.1-8B
26,await,0.00525653,8.0234,top_k,base,meta-llama/Llama-3.1-8B
26,kill,1.86e-06,0.0765,tracked,base,meta-llama/Llama-3.1-8B
26,fuck,3.231e-05,2.9316,tracked,base,meta-llama/Llama-3.1-8B
26,kiss,4.2e-07,-1.415,tracked,base,meta-llama/Llama-3.1-8B
26,said,4.813e-05,3.3301,tracked,base,meta-llama/Llama-3.1-8B
26,the,1.17e-06,-0.3862,tracked,base,meta-llama/Llama-3.1-8B
26,scream,4.7e-07,-1.3086,tracked,base,meta-llama/Llama-3.1-8B
27,/or,0.29663754,11.8906,top_k,base,meta-llama/Llama-3.1-8B
27,lay,0.02148835,9.2656,top_k,base,meta-llama/Llama-3.1-8B
27,quot,0.01039109,8.5391,top_k,base,meta-llama/Llama-3.1-8B
27,blank,0.00822003,8.3047,top_k,base,meta-llama/Llama-3.1-8B
27,await,0.00692196,8.1328,top_k,base,meta-llama/Llama-3.1-8B
27,kill,2.35e-06,0.1459,tracked,base,meta-llama/Llama-3.1-8B
27,fuck,1.621e-05,2.0762,tracked,base,meta-llama/Llama-3.1-8B
27,kiss,5.1e-07,-1.3779,tracked,base,meta-llama/Llama-3.1-8B
27,said,4.897e-05,3.1816,tracked,base,meta-llama/Llama-3.1-8B
27,the,1.65e-06,-0.2091,tracked,base,meta-llama/Llama-3.1-8B
27,scream,5.3e-07,-1.3408,tracked,base,meta-llama/Llama-3.1-8B
28,/or,0.06848874,10.0625,top_k,base,meta-llama/Llama-3.1-8B
28,lay,0.06433922,10.0,top_k,base,meta-llama/Llama-3.1-8B
28,couldn,0.01075216,8.2109,top_k,base,meta-llama/Llama-3.1-8B
28,replay,0.01002212,8.1406,top_k,base,meta-llama/Llama-3.1-8B
28,quot,0.00934164,8.0703,top_k,base,meta-llama/Llama-3.1-8B
28,kill,3.17e-06,0.0823,tracked,base,meta-llama/Llama-3.1-8B
28,fuck,3.128e-05,2.3711,tracked,base,meta-llama/Llama-3.1-8B
28,kiss,1.51e-06,-0.6577,tracked,base,meta-llama/Llama-3.1-8B
28,said,0.00022934,4.3633,tracked,base,meta-llama/Llama-3.1-8B
28,the,3.47e-06,0.1731,tracked,base,meta-llama/Llama-3.1-8B
28,scream,8.3e-07,-1.2637,tracked,base,meta-llama/Llama-3.1-8B
29,/or,0.13741831,10.9219,top_k,base,meta-llama/Llama-3.1-8B
29,lay,0.01788509,8.8828,top_k,base,meta-llama/Llama-3.1-8B
29,replay,0.01693326,8.8281,top_k,base,meta-llama/Llama-3.1-8B
29,thought,0.01136845,8.4297,top_k,base,meta-llama/Llama-3.1-8B
29,couldn,0.0105141,8.3516,top_k,base,meta-llama/Llama-3.1-8B
29,kill,1.89e-06,-0.2749,tracked,base,meta-llama/Llama-3.1-8B
29,fuck,4.052e-05,2.793,tracked,base,meta-llama/Llama-3.1-8B
29,kiss,1.31e-06,-0.6353,tracked,base,meta-llama/Llama-3.1-8B
29,said,0.00021992,4.4844,tracked,base,meta-llama/Llama-3.1-8B
29,the,8.46e-06,1.2266,tracked,base,meta-llama/Llama-3.1-8B
29,scream,7.3e-07,-1.2305,tracked,base,meta-llama/Llama-3.1-8B
30,/or,0.08195449,10.5469,top_k,base,meta-llama/Llama-3.1-8B
30,replay,0.0384113,9.7891,top_k,base,meta-llama/Llama-3.1-8B
30,thought,0.03443167,9.6797,top_k,base,meta-llama/Llama-3.1-8B
30,couldn,0.02558744,9.3828,top_k,base,meta-llama/Llama-3.1-8B
30,lay,0.01539879,8.875,top_k,base,meta-llama/Llama-3.1-8B
30,kill,3.81e-06,0.5693,tracked,base,meta-llama/Llama-3.1-8B
30,fuck,4.275e-05,2.9883,tracked,base,meta-llama/Llama-3.1-8B
30,kiss,6.5e-07,-1.1924,tracked,base,meta-llama/Llama-3.1-8B
30,said,0.00046865,5.3828,tracked,base,meta-llama/Llama-3.1-8B
30,the,4.359e-05,3.0078,tracked,base,meta-llama/Llama-3.1-8B
30,scream,7.4e-07,-1.0693,tracked,base,meta-llama/Llama-3.1-8B
31,couldn,0.09557785,12.5,top_k,base,meta-llama/Llama-3.1-8B
31,replay,0.06268149,12.0781,top_k,base,meta-llama/Llama-3.1-8B
31,thought,0.04881639,11.8281,top_k,base,meta-llama/Llama-3.1-8B
31,lay,0.02869768,11.2969,top_k,base,meta-llama/Llama-3.1-8B
31,didn,0.02379121,11.1094,top_k,base,meta-llama/Llama-3.1-8B
31,kill,2.7e-06,2.0273,tracked,base,meta-llama/Llama-3.1-8B
31,fuck,3.059e-05,4.4531,tracked,base,meta-llama/Llama-3.1-8B
31,kiss,2.2e-07,-0.4714,tracked,base,meta-llama/Llama-3.1-8B
31,said,0.00034741,6.8828,tracked,base,meta-llama/Llama-3.1-8B
31,the,0.00013927,5.9688,tracked,base,meta-llama/Llama-3.1-8B
31,scream,1.9e-07,-0.6255,tracked,base,meta-llama/Llama-3.1-8B
32,stared,0.23190153,16.4531,top_k,base,meta-llama/Llama-3.1-8B
32,watched,0.1139062,15.7422,top_k,base,meta-llama/Llama-3.1-8B
32,waited,0.04937468,14.9062,top_k,base,meta-llama/Llama-3.1-8B
