step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words,family,layer,mode,model_id,prompt_key,gen_idx
35,Yeah,0.0034584989771246,6.404953479766846,132,She,0.0637454092502594,She|I|WR|But|And,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
36,BUT,5.17403386766091e-05,3.4538846015930176,60,",",0.3907898366451263,",|I|.|she|...",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
37,WHAT,0.0206737071275711,5.460067272186279,148,I,0.0667355433106422,I|she|T|TT|SHE,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
38,ELSE,0.0058020856231451,3.3269355297088623,53,ABOUT,0.2246328890323639,ABOUT|IF|DID|HAPP|THE,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
39,IS,0.1362630575895309,3.478015422821045,60,IS,0.1362630575895309,IS|CAN|DID|CO|DO,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
40,NEW,0.3428478538990021,2.804981231689453,57,NEW,0.3428478538990021,NEW|THERE|SHE|HE|THE,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
41,?,0.1566468924283981,3.672868013381958,68,,0.2542630136013031,|?|?|?!|??,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
42,(b,0.0001400567562086,6.186892986297607,156,I,0.0995538458228111,I|She|The|It|WR,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
43,ut,0.3694352209568023,3.442875623703003,77,ut,0.3694352209568023,ut|tw|ecause|es|),tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
44,a,0.0064546749927103,4.925636291503906,104,I,0.090507224202156,I|what|seriously|she|it,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
45,www,0.0030700964853167,6.2251200675964355,100,little,0.1099289283156395,little|bit|lot|good|few,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
46,....,0.0102905686944723,4.493833065032959,89,",",0.2695766687393188,",|I|she|...|)",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
47,*,0.00340211763978,5.516417980194092,113,),0.145796313881874,)|she|I|I|she,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
48,shake,0.0001287511258851,4.706751346588135,96,h,0.162511870265007,h|sn|s|c|w,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
49,head,0.358876496553421,3.2781152725219727,47,head,0.358876496553421,head|*|fist|of|f,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
50,in,0.0646693855524063,2.5921051502227783,33,*,0.3869712650775909,*|*)|in|*|and,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
51,disbelief,0.0876161605119705,3.964658260345459,63,disappointment,0.1090400740504264,disappointment|dis|pity|disbelief|dismay,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
52,*,0.3727787137031555,2.2265777587890625,34,*,0.3727787137031555,*|*)|*|at|and,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
53,poor,0.01160111092031,5.206397533416748,120,),0.1083618253469467,)|)|I|....|...,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
54,Lord,0.0001586140569997,6.735737323760986,95,thing,0.072509579360485,"thing|baby|girl|little|,",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
55,Eug,5.03745013702428e-06,6.8808512687683105,108,y,0.0698432996869087,y|Vader|)|of|D,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
56,eny,0.0161555670201778,3.637589693069458,64,en,0.4199254214763641,en|)|enie|enia|ine,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
57,might,0.0002508268808014,4.196460247039795,78,),0.2044110149145126,")|,|...)|...|....",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
58,have,0.2214027643203735,3.596944808959961,63,have,0.2214027643203735,have|be|get|not|'ve,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
59,been,0.1240651682019233,4.451364517211914,84,a,0.1593028306961059,a|been|to|had|gotten,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
60,less,0.0010031285928562,6.254042148590088,160,a,0.0630386918783187,a|hurt|in|the|so,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
61,prepared,0.0002587560738902,6.1107635498046875,144,than,0.1536764204502105,than|of|angry|upset|confused,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
62,for,0.4474368989467621,2.219975471496582,42,for,0.4474368989467621,for|than|to|)|if,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
63,the,0.1837558299303054,3.234954833984375,34,this,0.2269081622362136,this|the|that|a|it,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
64,weekend,0.0002021141553996,7.499622344970703,146,shock,0.0232701431959867,"shock|""|onslaught|whole|wrath",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
65,onslaught,0.0016848050290718,4.407733917236328,74,than,0.2682615220546722,"than|)|if|,|'s",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
66,than,0.2993813157081604,3.0809500217437744,55,than,0.2993813157081604,"than|of|)|if|,",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
67,he,0.3419196903705597,3.4704999923706055,62,he,0.3419196903705597,he|usual|the|expected|we,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
68,thought,0.2051950395107269,3.243688583374023,55,thought,0.2051950395107269,thought|was|'d|expected|would,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
69,...),0.0606524236500263,3.445634126663208,62,),0.2306951284408569,)|he|...)|....|...,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
70,From,0.001924613607116,6.380425453186035,152,I,0.0787015408277511,I|The|She|And|It,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
71,today,0.0062647648155689,4.161384582519531,51,:,0.3289410471916199,:|the|what|a|my,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
72,'s,0.8797006607055664,0.8444765210151672,19,'s,0.8797006607055664,"'s|’s|,|on|onwards",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
73,London,0.0033534592948853,6.747105121612549,126,news,0.0374892763793468,"news|Guardian|""|New|NY",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
74,Times,0.3550937473773956,3.091278314590454,48,Times,0.3550937473773956,Times|Evening|Daily|Telegraph|Independent,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
75,',0.0038883876986801,2.856719732284546,50,:,0.4028722643852234,":||:|,|(",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
76,After,0.00011885476124,5.551555633544922,107,"""",0.0608509965240955,"""|online|ob|front|report",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
77,noon,0.2619164884090423,3.886171340942383,54,noon,0.2619164884090423,noon|word|the|life|The,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
78,Update,0.0216396898031234,3.744973182678222,83,Edition,0.3865810632705688,Edition|edition|Brief|News|Report,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
79,:,0.4413199722766876,2.8495185375213623,55,:,0.4413199722766876,":||(|,|:",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
80,B,0.0091154109686613,5.474359035491943,128,"""",0.1845239102840423,"""|The|Russian|A|""The",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
81,itter,0.0114958407357335,4.17905855178833,128,oris,0.3927743434906006,oris|USH|ulg|ROWN|ishop,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
82,bombers,3.2817042665556073e-06,5.906589031219482,116,cold,0.107247456908226,cold|ly|ness|battle|row,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
83,?,0.0045189945958554,5.0364274978637695,99,,0.2045453041791916,|:|'|'|are,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
84,Home,0.0007416571606881,6.251081466674805,143,The,0.054065391421318,The|No|They|It|',tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
85,-made,0.1860239207744598,2.8895630836486816,42,-g,0.3164373636245727,-g|-made|Secretary|Office|grown,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
86,nit,0.0018523610197007,5.097940444946289,92,explosives,0.1817075610160827,explosives|bombs|devices|bomb|explosive,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
87,ro,0.3573565483093261,1.3193312883377075,11,rog,0.3687002658843994,rog|ro|rate|ric|rous,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
88,has,0.0069907307624816,5.271289825439453,97,-g,0.1919212341308593,-g|cell||?|-cell,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
89,a,0.102525494992733,5.699563026428223,95,a,0.102525494992733,a|been|no|its|the,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
90,different,0.0129408063367009,5.7817230224609375,131,sweet,0.0441215373575687,sweet|new|long|bad|chemical,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
91,psi,1.7521691688671126e-06,4.256258487701416,87,smell,0.1870216280221939,smell|taste|flavour|kick|effect,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
92,,0.2858479917049408,4.20619535446167,68,,0.2858479917049408,|rating|from|than|to,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
93,Re,0.0009096201392821,5.910825729370117,136,The,0.0927837789058685,The|By|A|B|THE,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
94,but,0.0009324814309366,3.914424180984497,76,:,0.1819135397672653,:|venge|b|ve|in,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
95,ting,0.535175085067749,1.029200553894043,13,ting,0.535175085067749,ting|tal|ted|table|tle,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
96,an,0.0114865228533744,3.760954618453979,77,the,0.3658092021942138,the|claims|a|suggestions|critics,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
97,earlier,0.177426129579544,4.15572452545166,83,earlier,0.177426129579544,earlier|assertion|article|argument|accusation,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
98,report,0.2092407196760177,3.8602406978607178,68,report,0.2092407196760177,report|Times|claim|story|article,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
99,",",0.1295520663261413,2.3900749683380127,29,that,0.3990484476089477,"that|in|,|by|from",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,0
0,pull,0.0061166537925601,4.641249656677246,104,kill,0.1381310224533081,kill|hit|cry|scream|punch,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
1,a,0.0292554572224617,2.6809301376342773,36,her,0.2886250913143158,her|out|the|his|my,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
2,nose,0.0004116309573873,6.474451541900635,119,gun,0.1229269951581955,gun|knife|muscle|trigger|few,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
3,hair,0.2246812134981155,3.6972649097442623,62,hair,0.2246812134981155,hair|ring|out|off|plug,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
4,–,0.0021187469828873,3.04040265083313,47,out,0.2753415703773498,out|.|.|and|right,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
5,but,0.0985466316342353,5.737583160400391,89,and,0.1040859892964363,and|but|or|that|she,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
6,the,0.0332428775727748,4.567685127258301,92,she,0.1943120807409286,she|then|it|that|the,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
7,pain,0.0086569879204034,7.17393159866333,133,woman,0.0237166974693536,woman|man|hair|only|cat,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
8,left,0.0022837524302303,3.8050990104675297,81,was,0.240343689918518,was|of|would|stopped|made,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
9,her,0.83338862657547,1.277510404586792,17,her,0.83338862657547,her|a|the|me|him,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
10,numb,0.0067602223716676,5.059756755828857,127,in,0.104924738407135,in|with|speech|unable|feeling,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
11,,0.2116431593894958,2.788473606109619,33,,0.2116431593894958,|.|and|.|for,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
12,A,0.1683349162340164,5.547736167907715,122,A,0.1683349162340164,A|She|The|By|I,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
13,Father,1.3389888408710249e-05,5.381932258605957,84,woman,0.2226262837648391,woman|WOM||young|mother,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
14,Christmas,0.0792469009757042,3.7059085369110103,44,’s,0.2460121214389801,’s|-of|of|Christmas|'s,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
15,joke,0.0041895685717463,5.838726043701172,116,imperson,0.0888798311352729,imperson|look|who|with|in,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
16,went,0.1167491599917411,4.2296319007873535,75,has,0.1213999167084693,has|went|left|that|back,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
17,wrong,0.2606361210346222,2.433666706085205,32,horribly,0.2953394055366516,horribly|wrong|badly|terribly|too,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
18,for,0.2696638703346252,1.9150197505950928,23,when,0.4377076625823974,when|for|after|and|in,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
19,a,0.4120738804340362,3.2699456214904785,51,a,0.4120738804340362,a|one|this|an|the,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
20,teenager,0.0073305452242493,4.6266703605651855,104,woman,0.2427543103694915,woman|mum||young|mother,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
21,who,0.4245615303516388,2.2385506629943848,26,who,0.4245615303516388,"who|when|,|after|in",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
22,became,0.0092765437439084,4.124179840087891,83,was,0.1863243728876114,was|had|pulled|ended|lost,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
23,so,0.6170937418937683,2.1959688663482666,47,so,0.6170937418937683,so|numb|par|angry|temporarily,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
24,angry,0.8167032599449158,1.068498611450195,21,angry,0.8167032599449158,angry|enraged|furious|upset|cross,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
25,she,0.5359182953834534,1.92421555519104,24,she,0.5359182953834534,she|that|at|her|after,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
26,couldn,0.0127101177349686,3.447971820831299,80,wanted,0.3329603374004364,wanted|pulled|tried|was|lost,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
27,’t,0.8151528239250183,0.5196654796600342,4,’t,0.8151528239250183,’t|'t|&apos|â|,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
28,move,0.0635751858353614,1.915111064910889,33,feel,0.6126833558082581,feel|pull|move|stop|even,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
29,,0.0164827313274145,2.68293833732605,34,.,0.2311202883720398,.|her|after|or|for,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
30,A,0.3982439041137695,4.137104034423828,93,A,0.3982439041137695,A|She|When|The|An,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
31,gentle,3.974434002884664e-05,4.090097904205322,47,teenager,0.2966879606246948,teenager|teenage||Father|woman,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
32,hanging,3.970536454289686e-06,4.238117694854736,84,joke,0.2878824174404144,joke|Father|prank|Christmas|rib,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
33,inside,0.0001854729780461,4.506832599639893,90,joke,0.2341071516275406,joke|of|around|on|from,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
34,wrapped,3.489879600238055e-05,1.7678532600402832,25,joke,0.6397665143013,joke|a|the|her|your,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
35,her,0.0104176606982946,2.904399871826172,45,in,0.4534749388694763,in|up|around|presents|as,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
36,mind,0.0011278373422101,3.832487106323242,77,in,0.2493205368518829,in|up|nose|so|hand,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
37,in,0.3256009221076965,2.8719494342803955,47,in,0.3256009221076965,"in|and|with|,|up",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
38,cotton,0.0227240435779094,3.583742618560791,68,a,0.4672484099864959,a|an|anger|pain|cotton,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
39,wool,0.9472677111625672,0.381624311208725,9,wool,0.9472677111625672,wool|-|and|wo|,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
40,after,0.0141637660562992,2.6278820037841797,32,and,0.2651709020137787,"and||,|.|.",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
41,the,0.0469099804759025,2.7907044887542725,42,she,0.3493390381336212,she|a|an|her|the,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
42,painful,0.0072045866400003,5.996445655822754,118,joke,0.1100880354642868,joke|prank|pain|teenager|Father,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
43,jokes,0.0008534236694686,4.862531661987305,103,prank,0.1704387217760086,prank|joke|experience|incident|punch,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
44,she,0.0620187111198902,3.85792875289917,65,of,0.1596124470233917,of||she|went|.,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
45,had,0.1299344003200531,3.683910846710205,56,was,0.1449522972106933,was|had|endured|suffered|received,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
46,been,0.1193619966506958,3.538239002227783,61,to,0.222997561097145,to|been|endured|made|played,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
47,told,0.2879056930541992,3.335566997528076,59,told,0.2879056930541992,told|subjected|playing|forced|made,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
48,by,0.2447219341993332,3.1639459133148193,48,by,0.2447219341993332,by|.||at|on,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
49,Father,0.187525674700737,2.5489253997802734,32,a,0.2603535950183868,a|her|Father|the|an,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
50,Christmas,0.9843798875808716,0.1512306034564972,3,Christmas,0.9843798875808716,Christmas|Christ|X|’s|christmas,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
51,went,0.0335658453404903,3.1818971633911133,53,.,0.3159855902194977,.||at|.|in,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
52,too,0.3187708556652069,2.290822982788086,36,wrong,0.3612146973609924,wrong|too|on|horribly|aw,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
53,far,0.9888896942138672,0.1020409315824508,2,far,0.9888896942138672,far|much|wrong|long|close,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
54,.,0.6607089042663574,1.5414330959320068,19,.,0.6607089042663574,".|.||,|for",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
55,For,0.0032877170015126,5.407463073730469,166,The,0.0953334644436836,The|A|When|M|She,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
56,Bay,3.548612221493386e-05,5.137849807739258,127,,0.1563366055488586,|the|a|years|one,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
57,ley,0.2504462003707886,2.7310662269592285,19,ley,0.2504462003707886,ley|leigh|lee|lie|li,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
58,and,0.0007463180809281,6.929086685180664,174,",",0.0726404264569282,",|Smith|H|Jones|B",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
59,me,0.0002468360471539,3.72571063041687,81,her,0.5017774105072021,her|his|other|many|the,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
60,",",0.6802983283996582,2.400843381881714,43,",",0.6802983283996582,",|it|and|(|–",tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
61,a,0.0367334112524986,4.007442951202393,65,it,0.1894853562116623,it|the|Christmas|we|this,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
62,“,0.002835557796061,5.722202301025391,131,trip,0.0796925574541091,trip|Christmas|visit||family,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
63,c,0.0187493246048688,6.1988139152526855,142,j,0.0501757971942424,j|h|hang|Father|good,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
64,otton,0.5627844333648682,2.375668525695801,61,otton,0.5627844333648682,otton|ute|uddle|andy|razy,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
65,wool,0.6204875111579895,2.622990131378174,40,wool,0.6204875111579895,wool|candy|ball|-|mouth,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
66,”,0.4112249314785003,2.5709102153778076,24,”,0.4112249314785003,”|mind|head|brain|joke,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
67,presents,1.6525855244253762e-05,4.216302871704102,70,mind,0.1442271769046783,mind|feeling|is|brain|head,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
68,a,0.2701194286346435,4.275111675262451,88,a,0.2701194286346435,a|the|itself|are|an,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
69,blocker,1.871416679932736e-05,5.928710460662842,171,problem,0.0622339434921741,problem|challenge|unique|mental|serious,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
70,that,0.2034893631935119,3.347989320755005,50,that,0.2034893631935119,that|to|of|between|in,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
71,prevents,0.1593350917100906,4.597686767578125,107,prevents,0.1593350917100906,prevents|stops|can|makes|protects,tulu,base,raw,meta-llama/Llama-3.1-8B,anger,1
