layer,word,probability,logit,source,model,model_id
12,strugg,0.11680128,13.8438,top_k,base,Qwen/Qwen2.5-7B
12,bergen,0.08027627,13.4688,top_k,base,Qwen/Qwen2.5-7B
12,aseline,0.05264646,13.0469,top_k,base,Qwen/Qwen2.5-7B
12,enthus,0.04132268,12.8047,top_k,base,Qwen/Qwen2.5-7B
12,kill,2.3e-07,0.7114,tracked,base,Qwen/Qwen2.5-7B
12,scream,8e-08,-0.373,tracked,base,Qwen/Qwen2.5-7B
13,strugg,0.45509872,15.5391,top_k,base,Qwen/Qwen2.5-7B
13,aseline,0.07200707,13.6953,top_k,base,Qwen/Qwen2.5-7B
13,vider,0.02841954,12.7656,top_k,base,Qwen/Qwen2.5-7B
13,.omg,0.02265803,12.5391,top_k,base,Qwen/Qwen2.5-7B
13,kill,1.53e-06,2.9375,tracked,base,Qwen/Qwen2.5-7B
13,scream,6e-08,-0.2444,tracked,base,Qwen/Qwen2.5-7B
14,strugg,0.58745933,15.6406,top_k,base,Qwen/Qwen2.5-7B
14,vider,0.05093216,13.1953,top_k,base,Qwen/Qwen2.5-7B
14,.omg,0.05014253,13.1797,top_k,base,Qwen/Qwen2.5-7B
14,enthus,0.03997711,12.9531,top_k,base,Qwen/Qwen2.5-7B
14,kill,1.98e-06,3.0391,tracked,base,Qwen/Qwen2.5-7B
14,scream,6e-08,-0.5225,tracked,base,Qwen/Qwen2.5-7B
15,strugg,0.40854615,16.0312,top_k,base,Qwen/Qwen2.5-7B
15,.omg,0.16636221,15.1328,top_k,base,Qwen/Qwen2.5-7B
15,心仪的,0.0883543,14.5,top_k,base,Qwen/Qwen2.5-7B
15,enthus,0.07267827,14.3047,top_k,base,Qwen/Qwen2.5-7B
15,！');,0.01809105,12.9141,top_k,base,Qwen/Qwen2.5-7B
15,kill,3e-07,1.9111,tracked,base,Qwen/Qwen2.5-7B
15,scream,2e-08,-0.6138,tracked,base,Qwen/Qwen2.5-7B
16,enthus,0.27618852,15.875,top_k,base,Qwen/Qwen2.5-7B
16,心仪的,0.26149005,15.8203,top_k,base,Qwen/Qwen2.5-7B
16,strugg,0.12351914,15.0703,top_k,base,Qwen/Qwen2.5-7B
16,.omg,0.10900527,14.9453,top_k,base,Qwen/Qwen2.5-7B
16,aseline,0.02163276,13.3281,top_k,base,Qwen/Qwen2.5-7B
16,kill,2e-07,1.7539,tracked,base,Qwen/Qwen2.5-7B
16,scream,0.0,-2.2285,tracked,base,Qwen/Qwen2.5-7B
17,.omg,0.22830652,15.5703,top_k,base,Qwen/Qwen2.5-7B
17,心仪的,0.18344945,15.3516,top_k,base,Qwen/Qwen2.5-7B
17,strugg,0.0936968,14.6797,top_k,base,Qwen/Qwen2.5-7B
17,enthus,0.03612334,13.7266,top_k,base,Qwen/Qwen2.5-7B
17,aseline,0.03367065,13.6562,top_k,base,Qwen/Qwen2.5-7B
17,kill,2.2e-07,1.7236,tracked,base,Qwen/Qwen2.5-7B
17,scream,1e-08,-1.9307,tracked,base,Qwen/Qwen2.5-7B
18,strugg,0.747141,19.6875,top_k,base,Qwen/Qwen2.5-7B
18,enthus,0.16158058,18.1562,top_k,base,Qwen/Qwen2.5-7B
18,.omg,0.0263773,16.3438,top_k,base,Qwen/Qwen2.5-7B
18,aseline,0.00588557,14.8438,top_k,base,Qwen/Qwen2.5-7B
18,心仪的,0.00480366,14.6406,top_k,base,Qwen/Qwen2.5-7B
18,kill,0.0,0.6782,tracked,base,Qwen/Qwen2.5-7B
18,scream,0.0,-0.7451,tracked,base,Qwen/Qwen2.5-7B
19,strugg,0.43157688,17.1719,top_k,base,Qwen/Qwen2.5-7B
19,enthus,0.18561891,16.3281,top_k,base,Qwen/Qwen2.5-7B
19,！');,0.07798435,15.4609,top_k,base,Qwen/Qwen2.5-7B
19,[]{,0.04956987,15.0078,top_k,base,Qwen/Qwen2.5-7B
19,)./,0.01465282,13.7891,top_k,base,Qwen/Qwen2.5-7B
19,kill,5e-08,1.249,tracked,base,Qwen/Qwen2.5-7B
19,scream,0.0,-2.0488,tracked,base,Qwen/Qwen2.5-7B
20,strugg,0.20996943,16.5625,top_k,base,Qwen/Qwen2.5-7B
20,[]{,0.11238854,15.9375,top_k,base,Qwen/Qwen2.5-7B
20,enthus,0.06403706,15.375,top_k,base,Qwen/Qwen2.5-7B
20,____,0.05740245,15.2656,top_k,base,Qwen/Qwen2.5-7B
20,____,0.03823828,14.8594,top_k,base,Qwen/Qwen2.5-7B
20,kill,7e-08,1.6094,tracked,base,Qwen/Qwen2.5-7B
20,scream,2e-08,0.5308,tracked,base,Qwen/Qwen2.5-7B
21,[]{,0.14853781,16.0312,top_k,base,Qwen/Qwen2.5-7B
21,strugg,0.07410827,15.3359,top_k,base,Qwen/Qwen2.5-7B
21,女性朋友,0.04975393,14.9375,top_k,base,Qwen/Qwen2.5-7B
21,kill,7e-08,1.459,tracked,base,Qwen/Qwen2.5-7B
21,scream,8e-08,1.624,tracked,base,Qwen/Qwen2.5-7B
22,(___,0.15898569,16.1719,top_k,base,Qwen/Qwen2.5-7B
22,____,0.09201386,15.625,top_k,base,Qwen/Qwen2.5-7B
22,&o,0.03255323,14.5859,top_k,base,Qwen/Qwen2.5-7B
22,女性朋友,0.02254897,14.2188,top_k,base,Qwen/Qwen2.5-7B
22,kill,2.69e-06,5.1836,tracked,base,Qwen/Qwen2.5-7B
22,scream,1.4e-07,2.2578,tracked,base,Qwen/Qwen2.5-7B
23,strugg,0.06653188,15.3047,top_k,base,Qwen/Qwen2.5-7B
23,:'/,0.06653188,15.3047,top_k,base,Qwen/Qwen2.5-7B
23,(___,0.05263105,15.0703,top_k,base,Qwen/Qwen2.5-7B
23,&o,0.04608529,14.9375,top_k,base,Qwen/Qwen2.5-7B
23,kill,4.72e-06,5.75,tracked,base,Qwen/Qwen2.5-7B
23,scream,9e-08,1.8389,tracked,base,Qwen/Qwen2.5-7B
24,(___,0.06725927,13.3594,top_k,base,Qwen/Qwen2.5-7B
24,____,0.03277955,12.6406,top_k,base,Qwen/Qwen2.5-7B
24,imei,0.02552874,12.3906,top_k,base,Qwen/Qwen2.5-7B
24,getWindow,0.02361023,12.3125,top_k,base,Qwen/Qwen2.5-7B
24,kill,0.00031886,8.0078,tracked,base,Qwen/Qwen2.5-7B
24,scream,1.57e-06,2.6953,tracked,base,Qwen/Qwen2.5-7B
25,____,0.36389545,14.7266,top_k,base,Qwen/Qwen2.5-7B
25,____,0.04278731,12.5859,top_k,base,Qwen/Qwen2.5-7B
25,(___,0.04114815,12.5469,top_k,base,Qwen/Qwen2.5-7B
25,______,0.03411302,12.3594,top_k,base,Qwen/Qwen2.5-7B
25,__,0.01913567,11.7812,top_k,base,Qwen/Qwen2.5-7B
25,kill,0.00050204,8.1406,tracked,base,Qwen/Qwen2.5-7B
25,scream,2.73e-06,2.9277,tracked,base,Qwen/Qwen2.5-7B
26,____,0.28056049,14.3906,top_k,base,Qwen/Qwen2.5-7B
26,____,0.07038477,13.0078,top_k,base,Qwen/Qwen2.5-7B
26,______,0.05481571,12.7578,top_k,base,Qwen/Qwen2.5-7B
26,:relative,0.03767425,12.3828,top_k,base,Qwen/Qwen2.5-7B
26,__,0.02413503,11.9375,top_k,base,Qwen/Qwen2.5-7B
26,kill,0.00029104,7.5195,tracked,base,Qwen/Qwen2.5-7B
26,scream,4.94e-06,3.4434,tracked,base,Qwen/Qwen2.5-7B
27,____,0.37696439,15.6641,top_k,base,Qwen/Qwen2.5-7B
27,______,0.15230738,14.7578,top_k,base,Qwen/Qwen2.5-7B
27,____,0.13652745,14.6484,top_k,base,Qwen/Qwen2.5-7B
27,__,0.12626725,14.5703,top_k,base,Qwen/Qwen2.5-7B
27,_____,0.03118581,13.1719,top_k,base,Qwen/Qwen2.5-7B
27,kill,0.00355405,11.0,tracked,base,Qwen/Qwen2.5-7B
27,scream,2.746e-05,6.1367,tracked,base,Qwen/Qwen2.5-7B
28,do,0.22444125,19.3594,top_k,base,Qwen/Qwen2.5-7B
28,the,0.05586784,17.9688,top_k,base,Qwen/Qwen2.5-7B
28,kill,0.00179587,14.5312,tracked,base,Qwen/Qwen2.5-7B
28,scream,0.000144,12.0078,tracked,base,Qwen/Qwen2.5-7B
0,iferay,0.24962303,14.0,top_k,superego,Qwen/Qwen2.5-7B-Instruct
0,-caret,0.0337828,12.0,top_k,superego,Qwen/Qwen2.5-7B-Instruct
0,:uint,0.01464376,11.1641,top_k,superego,Qwen/Qwen2.5-7B-Instruct
0,tableFuture,0.01185888,10.9531,top_k,superego,Qwen/Qwen2.5-7B-Instruct
0,kill,1.8e-07,-0.1544,tracked,superego,Qwen/Qwen2.5-7B-Instruct
0,scream,3.5e-07,0.5127,tracked,superego,Qwen/Qwen2.5-7B-Instruct
1,getRepository,0.12145014,12.0703,top_k,superego,Qwen/Qwen2.5-7B-Instruct
1,直辖,0.03218108,10.7422,top_k,superego,Qwen/Qwen2.5-7B-Instruct
1,口气,0.0192162,10.2266,top_k,superego,Qwen/Qwen2.5-7B-Instruct
1,panties,0.01605574,10.0469,top_k,superego,Qwen/Qwen2.5-7B-Instruct
1,kill,3.4e-07,-0.7144,tracked,superego,Qwen/Qwen2.5-7B-Instruct
1,scream,2.89e-06,1.4229,tracked,superego,Qwen/Qwen2.5-7B-Instruct
2,bureaucr,0.07545844,11.6562,top_k,superego,Qwen/Qwen2.5-7B-Instruct
2,getRepository,0.05830976,11.3984,top_k,superego,Qwen/Qwen2.5-7B-Instruct
2,なくなって,0.01849188,10.25,top_k,superego,Qwen/Qwen2.5-7B-Instruct
2,口气,0.01417822,9.9844,top_k,superego,Qwen/Qwen2.5-7B-Instruct
2,Beste,0.01290942,9.8906,top_k,superego,Qwen/Qwen2.5-7B-Instruct
2,kill,4.3e-07,-0.4182,tracked,superego,Qwen/Qwen2.5-7B-Instruct
2,scream,3.46e-06,1.665,tracked,superego,Qwen/Qwen2.5-7B-Instruct
3,getRepository,0.02411192,9.9844,top_k,superego,Qwen/Qwen2.5-7B-Instruct
3,bureaucr,0.02392428,9.9766,top_k,superego,Qwen/Qwen2.5-7B-Instruct
3,Зна,0.01290618,9.3594,top_k,superego,Qwen/Qwen2.5-7B-Instruct
3,kill,9.2e-07,-0.1898,tracked,superego,Qwen/Qwen2.5-7B-Instruct
3,scream,3.89e-06,1.252,tracked,superego,Qwen/Qwen2.5-7B-Instruct
4,Alle,0.01437482,9.6719,top_k,superego,Qwen/Qwen2.5-7B-Instruct
4,kill,1.28e-06,0.3418,tracked,superego,Qwen/Qwen2.5-7B-Instruct
4,scream,2.82e-06,1.1348,tracked,superego,Qwen/Qwen2.5-7B-Instruct
5,ecided,0.13714886,12.5078,top_k,superego,Qwen/Qwen2.5-7B-Instruct
5,VERRIDE,0.01514911,10.3047,top_k,superego,Qwen/Qwen2.5-7B-Instruct
5,CHOOL,0.01134616,10.0156,top_k,superego,Qwen/Qwen2.5-7B-Instruct
5,kill,3.35e-06,1.8867,tracked,superego,Qwen/Qwen2.5-7B-Instruct
5,scream,3e-06,1.7764,tracked,superego,Qwen/Qwen2.5-7B-Instruct
6,！');,0.03419469,10.7578,top_k,superego,Qwen/Qwen2.5-7B-Instruct
6,从根本,0.02443784,10.4219,top_k,superego,Qwen/Qwen2.5-7B-Instruct
6,ecided,0.02057872,10.25,top_k,superego,Qwen/Qwen2.5-7B-Instruct
6,enthus,0.01679586,10.0469,top_k,superego,Qwen/Qwen2.5-7B-Instruct
6,kill,1.54e-06,0.7515,tracked,superego,Qwen/Qwen2.5-7B-Instruct
6,scream,1.81e-06,0.9126,tracked,superego,Qwen/Qwen2.5-7B-Instruct
7,)./,0.05901358,12.0312,top_k,superego,Qwen/Qwen2.5-7B-Instruct
7,！');,0.05248777,11.9141,top_k,superego,Qwen/Qwen2.5-7B-Instruct
7,ecided,0.04152124,11.6797,top_k,superego,Qwen/Qwen2.5-7B-Instruct
7,tà,0.03336326,11.4609,top_k,superego,Qwen/Qwen2.5-7B-Instruct
7,oooooooo,0.0213733,11.0156,top_k,superego,Qwen/Qwen2.5-7B-Instruct
7,kill,5e-07,0.3462,tracked,superego,Qwen/Qwen2.5-7B-Instruct
7,scream,2.9e-07,-0.2095,tracked,superego,Qwen/Qwen2.5-7B-Instruct
8,)./,0.09351559,12.3594,top_k,superego,Qwen/Qwen2.5-7B-Instruct
8,tà,0.07936565,12.1953,top_k,superego,Qwen/Qwen2.5-7B-Instruct
8,！');,0.05370149,11.8047,top_k,superego,Qwen/Qwen2.5-7B-Instruct
8,UITableViewController,0.04149729,11.5469,top_k,superego,Qwen/Qwen2.5-7B-Instruct
8,ecided,0.03108004,11.2578,top_k,superego,Qwen/Qwen2.5-7B-Instruct
8,kill,2.03e-06,1.6211,tracked,superego,Qwen/Qwen2.5-7B-Instruct
8,scream,2.5e-07,-0.4817,tracked,superego,Qwen/Qwen2.5-7B-Instruct
9,bergen,0.11466798,12.5234,top_k,superego,Qwen/Qwen2.5-7B-Instruct
9,UITableViewController,0.04525682,11.5938,top_k,superego,Qwen/Qwen2.5-7B-Instruct
9,');,0.03871021,11.4375,top_k,superego,Qwen/Qwen2.5-7B-Instruct
9,enthus,0.02257947,10.8984,top_k,superego,Qwen/Qwen2.5-7B-Instruct
9,)./,0.02104638,10.8281,top_k,superego,Qwen/Qwen2.5-7B-Instruct
9,kill,2.2e-07,-0.6279,tracked,superego,Qwen/Qwen2.5-7B-Instruct
9,scream,1.3e-07,-1.1367,tracked,superego,Qwen/Qwen2.5-7B-Instruct
10,');,0.36727116,15.3984,top_k,superego,Qwen/Qwen2.5-7B-Instruct
10,vider,0.06382216,13.6484,top_k,superego,Qwen/Qwen2.5-7B-Instruct
10,ecided,0.0320918,12.9609,top_k,superego,Qwen/Qwen2.5-7B-Instruct
10,bcrypt,0.02479862,12.7031,top_k,superego,Qwen/Qwen2.5-7B-Instruct
10,kill,1.4e-07,0.6396,tracked,superego,Qwen/Qwen2.5-7B-Instruct
10,scream,6e-08,-0.3005,tracked,superego,Qwen/Qwen2.5-7B-Instruct
11,bergen,0.09063842,13.1328,top_k,superego,Qwen/Qwen2.5-7B-Instruct
11,vider,0.06427226,12.7891,top_k,superego,Qwen/Qwen2.5-7B-Instruct
11,strugg,0.05540615,12.6406,top_k,superego,Qwen/Qwen2.5-7B-Instruct
11,lokale,0.04382987,12.4062,top_k,superego,Qwen/Qwen2.5-7B-Instruct
11,kill,1.5e-07,-0.156,tracked,superego,Qwen/Qwen2.5-7B-Instruct
11,scream,5e-08,-1.3096,tracked,superego,Qwen/Qwen2.5-7B-Instruct
12,bergen,0.0866188,13.9141,top_k,superego,Qwen/Qwen2.5-7B-Instruct
12,！');,0.07408898,13.7578,top_k,superego,Qwen/Qwen2.5-7B-Instruct
12,strugg,0.03934836,13.125,top_k,superego,Qwen/Qwen2.5-7B-Instruct
12,lokale,0.03639128,13.0469,top_k,superego,Qwen/Qwen2.5-7B-Instruct
12,kill,1.3e-07,0.5415,tracked,superego,Qwen/Qwen2.5-7B-Instruct
12,scream,2e-08,-1.1543,tracked,superego,Qwen/Qwen2.5-7B-Instruct
13,strugg,0.34383595,15.1094,top_k,superego,Qwen/Qwen2.5-7B-Instruct
13,！');,0.02957826,12.6562,top_k,superego,Qwen/Qwen2.5-7B-Instruct
13,vider,0.02844514,12.6172,top_k,superego,Qwen/Qwen2.5-7B-Instruct
13,aseline,0.02756997,12.5859,top_k,superego,Qwen/Qwen2.5-7B-Instruct
13,kill,2.03e-06,3.0684,tracked,superego,Qwen/Qwen2.5-7B-Instruct
13,scream,3e-08,-1.0137,tracked,superego,Qwen/Qwen2.5-7B-Instruct
14,strugg,0.51495963,14.9844,top_k,superego,Qwen/Qwen2.5-7B-Instruct
14,.omg,0.03848769,12.3906,top_k,superego,Qwen/Qwen2.5-7B-Instruct
14,vider,0.03701325,12.3516,top_k,superego,Qwen/Qwen2.5-7B-Instruct
14,心仪的,0.01616989,11.5234,top_k,superego,Qwen/Qwen2.5-7B-Instruct
14,kill,3.41e-06,3.0586,tracked,superego,Qwen/Qwen2.5-7B-Instruct
14,scream,1e-07,-0.491,tracked,superego,Qwen/Qwen2.5-7B-Instruct
15,strugg,0.4206425,16.2031,top_k,superego,Qwen/Qwen2.5-7B-Instruct
15,心仪的,0.16995493,15.2969,top_k,superego,Qwen/Qwen2.5-7B-Instruct
15,.omg,0.11499725,14.9062,top_k,superego,Qwen/Qwen2.5-7B-Instruct
15,bergen,0.01520267,12.8828,top_k,superego,Qwen/Qwen2.5-7B-Instruct
15,OffsetTable,0.01138627,12.5938,top_k,superego,Qwen/Qwen2.5-7B-Instruct
15,kill,3.1e-07,2.0957,tracked,superego,Qwen/Qwen2.5-7B-Instruct
15,scream,2e-08,-0.5952,tracked,superego,Qwen/Qwen2.5-7B-Instruct
16,心仪的,0.4929508,15.9219,top_k,superego,Qwen/Qwen2.5-7B-Instruct
16,strugg,0.15034151,14.7344,top_k,superego,Qwen/Qwen2.5-7B-Instruct
16,.omg,0.03801228,13.3594,top_k,superego,Qwen/Qwen2.5-7B-Instruct
16,""",""#",0.01823849,12.625,top_k,superego,Qwen/Qwen2.5-7B-Instruct
16,enthus,0.01823849,12.625,top_k,superego,Qwen/Qwen2.5-7B-Instruct
16,kill,4.9e-07,2.1055,tracked,superego,Qwen/Qwen2.5-7B-Instruct
16,scream,1e-08,-2.4258,tracked,superego,Qwen/Qwen2.5-7B-Instruct
17,心仪的,0.25253308,15.3359,top_k,superego,Qwen/Qwen2.5-7B-Instruct
17,strugg,0.21265417,15.1641,top_k,superego,Qwen/Qwen2.5-7B-Instruct
17,.omg,0.12898126,14.6641,top_k,superego,Qwen/Qwen2.5-7B-Instruct
17,bergen,0.04457473,13.6016,top_k,superego,Qwen/Qwen2.5-7B-Instruct
17,[]{,0.01277088,12.3516,top_k,superego,Qwen/Qwen2.5-7B-Instruct
17,kill,3.7e-07,1.8916,tracked,superego,Qwen/Qwen2.5-7B-Instruct
17,scream,0.0,-2.4922,tracked,superego,Qwen/Qwen2.5-7B-Instruct
18,strugg,0.9275943,20.1562,top_k,superego,Qwen/Qwen2.5-7B-Instruct
18,心仪的,0.01014488,15.6406,top_k,superego,Qwen/Qwen2.5-7B-Instruct
18,enthus,0.00938248,15.5625,top_k,superego,Qwen/Qwen2.5-7B-Instruct
18,.omg,0.00828001,15.4375,top_k,superego,Qwen/Qwen2.5-7B-Instruct
18,)./,0.00601064,15.1172,top_k,superego,Qwen/Qwen2.5-7B-Instruct
18,kill,0.0,1.0273,tracked,superego,Qwen/Qwen2.5-7B-Instruct
18,scream,0.0,-0.9702,tracked,superego,Qwen/Qwen2.5-7B-Instruct
19,strugg,0.53068918,16.6719,top_k,superego,Qwen/Qwen2.5-7B-Instruct
19,enthus,0.07526773,14.7188,top_k,superego,Qwen/Qwen2.5-7B-Instruct
19,)./,0.03583281,13.9766,top_k,superego,Qwen/Qwen2.5-7B-Instruct
19,');,0.02947527,13.7812,top_k,superego,Qwen/Qwen2.5-7B-Instruct
19,[]{,0.02834609,13.7422,top_k,superego,Qwen/Qwen2.5-7B-Instruct
19,kill,9e-08,1.0273,tracked,superego,Qwen/Qwen2.5-7B-Instruct
19,scream,0.0,-2.5176,tracked,superego,Qwen/Qwen2.5-7B-Instruct
20,____,0.14128475,15.3281,top_k,superego,Qwen/Qwen2.5-7B-Instruct
20,strugg,0.12275032,15.1875,top_k,superego,Qwen/Qwen2.5-7B-Instruct
20,enthus,0.05362564,14.3594,top_k,superego,Qwen/Qwen2.5-7B-Instruct
20,____,0.05116995,14.3125,top_k,superego,Qwen/Qwen2.5-7B-Instruct
20,[]{,0.04806971,14.25,top_k,superego,Qwen/Qwen2.5-7B-Instruct
20,kill,1.7e-07,1.71,tracked,superego,Qwen/Qwen2.5-7B-Instruct
20,scream,3e-08,-0.0519,tracked,superego,Qwen/Qwen2.5-7B-Instruct
21,____,0.09899128,14.9297,top_k,superego,Qwen/Qwen2.5-7B-Instruct
21,[]{,0.0929937,14.8672,top_k,superego,Qwen/Qwen2.5-7B-Instruct
21,atego,0.04900424,14.2266,top_k,superego,Qwen/Qwen2.5-7B-Instruct
21,:pointer,0.03846387,13.9844,top_k,superego,Qwen/Qwen2.5-7B-Instruct
21,kill,2.7e-07,2.1074,tracked,superego,Qwen/Qwen2.5-7B-Instruct
21,scream,1.2e-07,1.3193,tracked,superego,Qwen/Qwen2.5-7B-Instruct
22,(___,0.22993706,16.1719,top_k,superego,Qwen/Qwen2.5-7B-Instruct
22,____,0.1496229,15.7422,top_k,superego,Qwen/Qwen2.5-7B-Instruct
22,atego,0.02900572,14.1016,top_k,superego,Qwen/Qwen2.5-7B-Instruct
22,&o,0.02122104,13.7891,top_k,superego,Qwen/Qwen2.5-7B-Instruct
22,kill,5.88e-06,5.5977,tracked,superego,Qwen/Qwen2.5-7B-Instruct
22,scream,1.4e-07,1.8408,tracked,superego,Qwen/Qwen2.5-7B-Instruct
23,WebResponse,0.09414577,15.4922,top_k,superego,Qwen/Qwen2.5-7B-Instruct
23,:'/,0.05448739,14.9453,top_k,superego,Qwen/Qwen2.5-7B-Instruct
23,&o,0.029165,14.3203,top_k,superego,Qwen/Qwen2.5-7B-Instruct
23,akest,0.02697321,14.2422,top_k,superego,Qwen/Qwen2.5-7B-Instruct
23,kill,9.37e-06,6.2773,tracked,superego,Qwen/Qwen2.5-7B-Instruct
23,scream,1.1e-07,1.8281,tracked,superego,Qwen/Qwen2.5-7B-Instruct
24,WebResponse,0.05802879,12.9531,top_k,superego,Qwen/Qwen2.5-7B-Instruct
24,getWindow,0.0365983,12.4922,top_k,superego,Qwen/Qwen2.5-7B-Instruct
24,____,0.03465058,12.4375,top_k,superego,Qwen/Qwen2.5-7B-Instruct
24,kill,0.00154642,9.3281,tracked,superego,Qwen/Qwen2.5-7B-Instruct
24,scream,1.8e-06,2.5723,tracked,superego,Qwen/Qwen2.5-7B-Instruct
25,____,0.24935792,13.7656,top_k,superego,Qwen/Qwen2.5-7B-Instruct
25,WebResponse,0.03220154,11.7188,top_k,superego,Qwen/Qwen2.5-7B-Instruct
