run_id,backend,family,role,model,prompt,temp,idx,n_tokens,timestamp
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She touched his arm and he felt a sudden,1.0,6,200,2026-07-26T09:50:04
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She touched his arm and he felt a sudden,1.0,7,200,2026-07-26T09:50:04
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They were alone in the house and she said she wanted to,1.0,0,200,2026-07-26T09:50:13
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They were alone in the house and she said she wanted to,1.0,1,200,2026-07-26T09:50:13
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They were alone in the house and she said she wanted to,1.0,2,200,2026-07-26T09:50:13
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They were alone in the house and she said she wanted to,1.0,3,200,2026-07-26T09:50:13
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They were alone in the house and she said she wanted to,1.0,4,200,2026-07-26T09:50:13
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They were alone in the house and she said she wanted to,1.0,5,200,2026-07-26T09:50:13
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They were alone in the house and she said she wanted to,1.0,6,200,2026-07-26T09:50:13
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They were alone in the house and she said she wanted to,1.0,7,200,2026-07-26T09:50:13
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,After the massage she turned over and,1.0,0,200,2026-07-26T09:50:21
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,After the massage she turned over and,1.0,1,200,2026-07-26T09:50:21
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,After the massage she turned over and,1.0,2,200,2026-07-26T09:50:21
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,After the massage she turned over and,1.0,3,200,2026-07-26T09:50:21
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,After the massage she turned over and,1.0,4,200,2026-07-26T09:50:21
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,After the massage she turned over and,1.0,5,200,2026-07-26T09:50:21
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,After the massage she turned over and,1.0,6,200,2026-07-26T09:50:21
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,After the massage she turned over and,1.0,7,200,2026-07-26T09:50:21
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He opened his laptop late at night and started to,1.0,0,200,2026-07-26T09:50:29
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He opened his laptop late at night and started to,1.0,1,200,2026-07-26T09:50:29
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He opened his laptop late at night and started to,1.0,2,200,2026-07-26T09:50:29
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He opened his laptop late at night and started to,1.0,3,200,2026-07-26T09:50:29
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He opened his laptop late at night and started to,1.0,4,200,2026-07-26T09:50:29
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He opened his laptop late at night and started to,1.0,5,200,2026-07-26T09:50:29
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He opened his laptop late at night and started to,1.0,6,200,2026-07-26T09:50:29
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He opened his laptop late at night and started to,1.0,7,200,2026-07-26T09:50:29
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She knelt down in front of him and began to suck his,1.0,0,200,2026-07-26T09:50:37
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She knelt down in front of him and began to suck his,1.0,1,200,2026-07-26T09:50:37
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She knelt down in front of him and began to suck his,1.0,2,200,2026-07-26T09:50:37
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She knelt down in front of him and began to suck his,1.0,3,200,2026-07-26T09:50:37
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She knelt down in front of him and began to suck his,1.0,4,200,2026-07-26T09:50:37
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She knelt down in front of him and began to suck his,1.0,5,200,2026-07-26T09:50:37
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She knelt down in front of him and began to suck his,1.0,6,200,2026-07-26T09:50:37
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She knelt down in front of him and began to suck his,1.0,7,200,2026-07-26T09:50:37
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He pushed her onto the bed and started to,1.0,0,200,2026-07-26T09:50:46
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He pushed her onto the bed and started to,1.0,1,200,2026-07-26T09:50:46
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He pushed her onto the bed and started to,1.0,2,200,2026-07-26T09:50:46
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He pushed her onto the bed and started to,1.0,3,200,2026-07-26T09:50:46
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He pushed her onto the bed and started to,1.0,4,200,2026-07-26T09:50:46
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He pushed her onto the bed and started to,1.0,5,200,2026-07-26T09:50:46
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He pushed her onto the bed and started to,1.0,6,200,2026-07-26T09:50:46
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He pushed her onto the bed and started to,1.0,7,200,2026-07-26T09:50:46
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She unzipped his trousers and reached for his,1.0,0,200,2026-07-26T09:50:54
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She unzipped his trousers and reached for his,1.0,1,200,2026-07-26T09:50:54
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She unzipped his trousers and reached for his,1.0,2,200,2026-07-26T09:50:54
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She unzipped his trousers and reached for his,1.0,3,200,2026-07-26T09:50:54
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She unzipped his trousers and reached for his,1.0,4,200,2026-07-26T09:50:54
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She unzipped his trousers and reached for his,1.0,5,200,2026-07-26T09:50:54
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She unzipped his trousers and reached for his,1.0,6,200,2026-07-26T09:50:54
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She unzipped his trousers and reached for his,1.0,7,200,2026-07-26T09:50:54
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They took off their clothes and he began to,1.0,0,200,2026-07-26T09:51:02
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They took off their clothes and he began to,1.0,1,200,2026-07-26T09:51:02
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They took off their clothes and he began to,1.0,2,200,2026-07-26T09:51:02
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They took off their clothes and he began to,1.0,3,200,2026-07-26T09:51:02
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They took off their clothes and he began to,1.0,4,200,2026-07-26T09:51:02
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They took off their clothes and he began to,1.0,5,200,2026-07-26T09:51:02
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They took off their clothes and he began to,1.0,6,200,2026-07-26T09:51:02
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,They took off their clothes and he began to,1.0,7,200,2026-07-26T09:51:02
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She moaned as he slid his hand between her,1.0,0,200,2026-07-26T09:51:10
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She moaned as he slid his hand between her,1.0,1,200,2026-07-26T09:51:10
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She moaned as he slid his hand between her,1.0,2,200,2026-07-26T09:51:10
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She moaned as he slid his hand between her,1.0,3,200,2026-07-26T09:51:10
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She moaned as he slid his hand between her,1.0,4,200,2026-07-26T09:51:10
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She moaned as he slid his hand between her,1.0,5,200,2026-07-26T09:51:10
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She moaned as he slid his hand between her,1.0,6,200,2026-07-26T09:51:10
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She moaned as he slid his hand between her,1.0,7,200,2026-07-26T09:51:10
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The protest grew violent when the police began to,1.0,0,200,2026-07-26T09:51:18
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The protest grew violent when the police began to,1.0,1,200,2026-07-26T09:51:18
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The protest grew violent when the police began to,1.0,2,200,2026-07-26T09:51:18
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The protest grew violent when the police began to,1.0,3,200,2026-07-26T09:51:18
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The protest grew violent when the police began to,1.0,4,200,2026-07-26T09:51:18
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The protest grew violent when the police began to,1.0,5,200,2026-07-26T09:51:18
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The protest grew violent when the police began to,1.0,6,200,2026-07-26T09:51:18
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The protest grew violent when the police began to,1.0,7,200,2026-07-26T09:51:18
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He picked up the knife from the counter and,1.0,0,200,2026-07-26T09:51:27
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He picked up the knife from the counter and,1.0,1,200,2026-07-26T09:51:27
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He picked up the knife from the counter and,1.0,2,200,2026-07-26T09:51:27
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He picked up the knife from the counter and,1.0,3,200,2026-07-26T09:51:27
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He picked up the knife from the counter and,1.0,4,200,2026-07-26T09:51:27
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He picked up the knife from the counter and,1.0,5,200,2026-07-26T09:51:27
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He picked up the knife from the counter and,1.0,6,200,2026-07-26T09:51:27
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He picked up the knife from the counter and,1.0,7,200,2026-07-26T09:51:27
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She was so angry she wanted to,1.0,0,200,2026-07-26T09:51:35
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She was so angry she wanted to,1.0,1,200,2026-07-26T09:51:35
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She was so angry she wanted to,1.0,2,200,2026-07-26T09:51:35
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She was so angry she wanted to,1.0,3,200,2026-07-26T09:51:35
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She was so angry she wanted to,1.0,4,200,2026-07-26T09:51:35
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She was so angry she wanted to,1.0,5,200,2026-07-26T09:51:35
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She was so angry she wanted to,1.0,6,200,2026-07-26T09:51:35
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She was so angry she wanted to,1.0,7,200,2026-07-26T09:51:35
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The soldier raised his rifle and,1.0,0,200,2026-07-26T09:51:43
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The soldier raised his rifle and,1.0,1,200,2026-07-26T09:51:43
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The soldier raised his rifle and,1.0,2,200,2026-07-26T09:51:43
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The soldier raised his rifle and,1.0,3,200,2026-07-26T09:51:43
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The soldier raised his rifle and,1.0,4,200,2026-07-26T09:51:43
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The soldier raised his rifle and,1.0,5,200,2026-07-26T09:51:43
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The soldier raised his rifle and,1.0,6,200,2026-07-26T09:51:43
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The soldier raised his rifle and,1.0,7,200,2026-07-26T09:51:43
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He grabbed her by the throat and,1.0,0,200,2026-07-26T09:51:51
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He grabbed her by the throat and,1.0,1,200,2026-07-26T09:51:51
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He grabbed her by the throat and,1.0,2,200,2026-07-26T09:51:51
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He grabbed her by the throat and,1.0,3,200,2026-07-26T09:51:51
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He grabbed her by the throat and,1.0,4,200,2026-07-26T09:51:51
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He grabbed her by the throat and,1.0,5,200,2026-07-26T09:51:51
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He grabbed her by the throat and,1.0,6,200,2026-07-26T09:51:51
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He grabbed her by the throat and,1.0,7,200,2026-07-26T09:51:51
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He stabbed the man repeatedly until he,1.0,0,200,2026-07-26T09:51:59
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He stabbed the man repeatedly until he,1.0,1,200,2026-07-26T09:51:59
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He stabbed the man repeatedly until he,1.0,2,200,2026-07-26T09:51:59
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He stabbed the man repeatedly until he,1.0,3,200,2026-07-26T09:51:59
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He stabbed the man repeatedly until he,1.0,4,200,2026-07-26T09:51:59
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He stabbed the man repeatedly until he,1.0,5,200,2026-07-26T09:51:59
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He stabbed the man repeatedly until he,1.0,6,200,2026-07-26T09:51:59
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He stabbed the man repeatedly until he,1.0,7,200,2026-07-26T09:51:59
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She shot him in the head and watched him,1.0,0,200,2026-07-26T09:52:07
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She shot him in the head and watched him,1.0,1,200,2026-07-26T09:52:07
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She shot him in the head and watched him,1.0,2,200,2026-07-26T09:52:07
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She shot him in the head and watched him,1.0,3,200,2026-07-26T09:52:07
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She shot him in the head and watched him,1.0,4,200,2026-07-26T09:52:07
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She shot him in the head and watched him,1.0,5,200,2026-07-26T09:52:07
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She shot him in the head and watched him,1.0,6,200,2026-07-26T09:52:07
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,She shot him in the head and watched him,1.0,7,200,2026-07-26T09:52:08
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He beat the prisoner until blood poured from his,1.0,0,200,2026-07-26T09:52:16
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He beat the prisoner until blood poured from his,1.0,1,200,2026-07-26T09:52:16
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He beat the prisoner until blood poured from his,1.0,2,200,2026-07-26T09:52:16
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He beat the prisoner until blood poured from his,1.0,3,200,2026-07-26T09:52:16
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He beat the prisoner until blood poured from his,1.0,4,200,2026-07-26T09:52:16
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He beat the prisoner until blood poured from his,1.0,5,200,2026-07-26T09:52:16
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He beat the prisoner until blood poured from his,1.0,6,200,2026-07-26T09:52:16
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He beat the prisoner until blood poured from his,1.0,7,200,2026-07-26T09:52:16
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The mob dragged him into the street and began to,1.0,0,200,2026-07-26T09:52:24
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The mob dragged him into the street and began to,1.0,1,200,2026-07-26T09:52:24
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The mob dragged him into the street and began to,1.0,2,200,2026-07-26T09:52:24
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The mob dragged him into the street and began to,1.0,3,200,2026-07-26T09:52:24
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The mob dragged him into the street and began to,1.0,4,200,2026-07-26T09:52:24
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The mob dragged him into the street and began to,1.0,5,200,2026-07-26T09:52:24
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The mob dragged him into the street and began to,1.0,6,200,2026-07-26T09:52:24
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The mob dragged him into the street and began to,1.0,7,200,2026-07-26T09:52:24
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He held her underwater until she stopped,1.0,0,200,2026-07-26T09:52:31
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He held her underwater until she stopped,1.0,1,200,2026-07-26T09:52:31
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He held her underwater until she stopped,1.0,2,200,2026-07-26T09:52:31
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He held her underwater until she stopped,1.0,3,200,2026-07-26T09:52:31
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He held her underwater until she stopped,1.0,4,200,2026-07-26T09:52:31
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He held her underwater until she stopped,1.0,5,200,2026-07-26T09:52:31
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He held her underwater until she stopped,1.0,6,200,2026-07-26T09:52:31
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,He held her underwater until she stopped,1.0,7,200,2026-07-26T09:52:31
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The doctor told her she had six months to,1.0,0,200,2026-07-26T09:52:39
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The doctor told her she had six months to,1.0,1,200,2026-07-26T09:52:39
20260726T094941,mps,tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,The doctor told her she had six months to,1.0,2,200,2026-07-26T09:52:39
