model,layer,model_id,prompt_key,gen_idx,step,phase,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,30,think,asso,0.9941434264183044,0.050157733261585236,3,asso,0.9941434264183044,asso|onso|aso|oso|rosso
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,31,think,ang,0.9999797344207764,0.00030111009255051613,1,ang,0.9999797344207764,ang|Ġangry|Ang|ary|ag
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,32,think,ry,0.9999982118606567,2.847854921128601e-05,1,ry,0.9999982118606567,ry|ery|ries|rych|RY
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,33,think,sh,0.9999971389770508,4.8711226554587483e-05,1,sh,0.9999971389770508,sh|Sh|Ġsh|she|shi
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,34,think,ew,0.9999755620956421,0.0003268517612013966,1,ew,0.9999755620956421,ew|ewart|Ġew|ewan|w
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,35,think,anted,0.9990527033805847,0.008314182981848717,1,anted,0.9990527033805847,anted|ANTED|wanted|anto|ant
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,36,think,to,0.9994283318519592,0.00632912153378129,1,to,0.9994283318519592,to|too|tok|tos|toc
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,37,think,""".",0.181878000497818,0.740673303604126,6,"""",0.7657349705696106,"""|"".|"",|...""|."""
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,38,think,ĠHmm,0.16346532106399536,1.2567925453186035,11,ĠIt,0.5705500245094299,ĠIt|ĠAt|ĠHmm|ĠThen|ĠAnd
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,39,think,",",0.998336911201477,0.012510996311903,2,",",0.998336911201477,",|.|...|Ġthat|Ġat"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,40,think,Ġat,0.17902269959449768,1.1810673475265503,7,Ġit,0.4034338891506195,Ġit|Ġthat|Ġat|ĠI|Ġthe
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,41,think,Ġfirst,0.9999940395355225,8.985045860754326e-05,1,Ġfirst,0.9999940395355225,Ġfirst|Ġthe|Ġa|Ġglance|first
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,42,think,Ġglance,0.9999086856842041,0.0010254628723487258,1,Ġglance,0.9999086856842041,"Ġglance|,|ĠI|Ġlook|Ġread"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,43,think,",",0.9998736381530762,0.0012690027942880988,1,",",0.9998736381530762,",|Ġit|Ġthat|ĠI|,it"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,44,think,Ġit,0.9938538074493408,0.04397987201809883,3,Ġit,0.9938538074493408,"Ġit|ĠI|Ġthat|Ġthis|Ġ"""
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,45,think,Ġlooks,0.7876121401786804,0.6814282536506653,4,Ġlooks,0.7876121401786804,Ġlooks|Ġseems|Ġdoesn|'s|Ġreminds
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,46,think,Ġa,0.14163880050182343,0.44196099042892456,3,Ġlike,0.8541913032531738,Ġlike|Ġa|Ġkind|Ġbroken|Ġalmost
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,47,think,Ġbit,0.9991695880889893,0.007259084843099117,1,Ġbit,0.9991695880889893,Ġbit|Ġlittle|Ġlot|Ġlike|-bit
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,48,think,Ġlike,0.5992628335952759,1.4115493297576904,18,Ġlike,0.5992628335952759,Ġlike|Ġconfusing|Ġbroken|Ġj|Ġodd
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,49,think,Ġa,0.7422511577606201,1.216463565826416,14,Ġa,0.7422511577606201,Ġa|Ġbroken|Ġsome|Ġsomething|Ġan
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,50,think,Ġprompt,0.08633643388748169,2.0978012084960938,20,Ġtypo,0.36921411752700806,Ġtypo|Ġcommand|Ġbroken|Ġprompt|Ġcode
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,51,think,Ġfor,0.31216493248939514,1.4522463083267212,13,Ġor,0.4686150550842285,"Ġor|Ġfor|Ġthat|,|Ġfrom"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,52,think,Ġan,0.23581677675247192,1.5974761247634888,9,Ġsome,0.3325549364089966,Ġsome|Ġan|Ġa|Ġsomething|Ġgenerating
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,53,think,ĠAI,0.9983273148536682,0.01817251741886139,1,ĠAI,0.9983273148536682,ĠAI|Ġaction|Ġassistant|Ġinteractive|Ġonline
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,54,think,",",0.5508958101272583,1.312296748161316,11,",",0.5508958101272583,",|Ġmodel|Ġassistant|Ġor|."
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,55,think,Ġmaybe,0.8957256078720093,0.6081111431121826,14,Ġmaybe,0.8957256078720093,Ġmaybe|Ġperhaps|Ġbut|Ġinstruct|Ġespecially
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,56,think,Ġsomething,0.7448598742485046,1.3679152727127075,24,Ġsomething,0.7448598742485046,Ġsomething|Ġfor|Ġasking|Ġinstruct|Ġto
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,57,think,Ġfrom,0.09065832942724228,2.0369179248809814,21,Ġlike,0.4031405746936798,Ġlike|Ġthey|Ġthat|Ġfrom|Ġalong
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,58,think,Ġa,0.6327084302902222,1.4233335256576538,14,Ġa,0.6327084302902222,Ġa|Ġthe|ĠChat|Ġanother|ĠG
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,59,think,Ġchat,0.5202105045318604,2.1685962677001953,34,Ġchat,0.5202105045318604,Ġchat|Ġspecific|Ġstory|Ġplatform|Ġprevious
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,60,think,bot,0.9912243485450745,0.07447440177202225,3,bot,0.9912243485450745,bot|Ġapplication|Ġcompletion|Ġapp|Ġhistory
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,61,think,Ġor,0.6591022610664368,0.9423689246177673,8,Ġor,0.6591022610664368,"Ġor|.|Ġlike|?|,"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,62,think,Ġa,0.7794016003608704,0.9673491716384888,13,Ġa,0.7794016003608704,Ġa|Ġsimilar|Ġan|Ġanother|Ġassistant
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,63,think,Ġcompletion,0.01296859048306942,2.8820579051971436,31,Ġsimilar,0.22808487713336945,Ġsimilar|Ġwriting|Ġtext|Ġstory|Ġlanguage
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,64,think,Ġtool,0.7380596399307251,0.8394717574119568,11,Ġtool,0.7380596399307251,Ġtool|Ġmodel|ĠAI|Ġengine|Ġtask
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,65,think,.,0.7335883378982544,0.7872137427330017,7,.,0.7335883378982544,".|Ġlike|.ĊĊ|,|Ġwhere"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,66,think,ĠThe,0.6401491165161133,1.2730952501296997,11,ĠThe,0.6401491165161133,ĠThe|ĠI|ĠLet|ĠIt|ĠĊĊ
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,67,think,Ġstructure,0.8040522336959839,1.0037134885787964,17,Ġstructure,0.8040522336959839,Ġstructure|Ġuser|Ġway|Ġcolon|Ġformat
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,68,think,Ġis,0.07308752834796906,1.3478004932403564,9,Ġseems,0.5073279738426208,"Ġseems|Ġreminds|Ġ""|Ġis|Ġof"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,69,think,Ġa,0.47258687019348145,1.284448504447937,11,Ġa,0.47258687019348145,"Ġa|Ġ""|Ġsimilar|Ġlike|Ġkind"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,70,think,Ġbit,0.9812488555908203,0.11520584672689438,4,Ġbit,0.9812488555908203,Ġbit|Ġcolon|Ġlittle|Ġcommand|Ġcontinuation
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,71,think,Ġodd,0.13147114217281342,2.5498604774475098,29,Ġconfusing,0.2184593379497528,Ġconfusing|Ġfragmented|Ġodd|Ġunusual|Ġbroken
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,72,think,",",0.8995792269706726,0.4475941061973572,9,",",0.8995792269706726,",|Ġthough|.|Ġto|Ġbut"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,73,think,Ġso,0.04188576340675354,1.4111777544021606,12,Ġthough,0.4164727032184601,Ġthough|Ġbut|Ġwith|Ġso|Ġlike
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,74,think,ĠI,0.9831320643424988,0.10836233198642731,5,ĠI,0.9831320643424988,ĠI|Ġmaybe|Ġperhaps|Ġit|Ġlet
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,75,think,Ġneed,0.3879190981388092,1.00680673122406,9,'m,0.5385723114013672,'m|Ġneed|Ġwonder|Ġwant|Ġshould
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,76,think,Ġto,0.9999992847442627,1.2706015695584938e-05,1,Ġto,0.9999992847442627,Ġto|Ġbreak|Ġfigure|Ġcontext|Ġa
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,77,think,Ġfigure,0.4276013970375061,1.1000452041625977,8,Ġbreak,0.4343351423740387,Ġbreak|Ġfigure|Ġparse|Ġunpack|Ġdissect
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,78,think,Ġout,0.999434769153595,0.005122342612594366,1,Ġout,0.999434769153595,Ġout|Ġthis|Ġit|Ġwhat|Ġthat
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,79,think,Ġwhat,0.9079142212867737,0.3772367537021637,7,Ġwhat,0.9079142212867737,Ġwhat|Ġhow|Ġthe|Ġexactly|Ġif
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,80,think,Ġthey,0.6701746582984924,1.1822463274002075,8,Ġthey,0.6701746582984924,Ġthey|Ġeach|Ġexactly|Ġit|Ġthe
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,81,think,'re,0.706504225730896,0.701602578163147,7,'re,0.706504225730896,'re|Ġmean|Ġmeant|Ġwant|Ġmight
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,82,think,Ġtrying,0.4765680432319641,1.7182708978652954,12,Ġtrying,0.4765680432319641,Ġtrying|Ġaiming|Ġgoing|Ġreally|Ġasking
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,83,think,Ġto,0.9999994039535522,1.1851746421598364e-05,1,Ġto,0.9999994039535522,Ġto|Ġfor|Ġhard|Ġget|Ġgo
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,84,think,Ġdo,0.4033505916595459,1.4577279090881348,9,Ġdo,0.4033505916595459,Ġdo|Ġachieve|Ġget|Ġconvey|Ġsay
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,85,think,.ĊĊ,0.9858944416046143,0.08851546049118042,4,.ĊĊ,0.9858944416046143,.ĊĊ|.|Ġhere|Ġwith|Ġor
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,86,think,First,0.04565945267677307,1.8420604467391968,15,Let,0.4539947509765625,Let|I|Maybe|Alright|The
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,87,think,",",0.9950095415115356,0.034341685473918915,2,",",0.9950095415115356,",|Ġoff|ly|Ġpart|Ġstep"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,88,think,Ġthe,0.13398337364196777,1.078758716583252,7,ĠI,0.6698747277259827,"ĠI|Ġthe|Ġlet|Ġ""|Ġbreaking"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,89,think,Ġphrase,0.7323828935623169,1.2571022510528564,19,Ġphrase,0.7323828935623169,Ġphrase|Ġword|Ġpart|Ġcommand|Ġuser
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,90,think,Ġstarts,0.8931172490119934,0.5010678768157959,9,Ġstarts,0.8931172490119934,"Ġstarts|Ġ""|Ġis|Ġseems|Ġhas"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,91,think,Ġwith,0.9997918009757996,0.002445951336994767,1,Ġwith,0.9997918009757996,"Ġwith|Ġas|Ġ""|Ġoff|Ġa"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,92,think,"Ġ""",0.999086856842041,0.008045841939747334,1,"Ġ""",0.999086856842041,"Ġ""|Ġa|Ġthe|Ġan|Ġsome"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,93,think,Continue,0.8830750584602356,0.36869141459465027,2,Continue,0.8830750584602356,Continue|Contin|Continuous|continue|Cont
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,94,think,Ġthis,0.8737834095954895,0.6294426321983337,12,Ġthis,0.8737834095954895,"Ġthis|This|Ġthe|"",|"""
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,95,think,Ġtext,0.9999580383300781,0.0005369385471567512,1,Ġtext,0.9999580383300781,"Ġtext|ĠText|"",|Ġcontext|Ġthread"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,96,think,""",",0.2343917042016983,1.8054969310760498,10,":"",",0.2697831988334656,":"",|"",|:""|"".|:""."
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,97,think,Ġwhich,0.9915478825569153,0.05663551017642021,3,Ġwhich,0.9915478825569153,Ġwhich|Ġso|Ġfollowed|Ġbut|Ġthen
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,98,think,Ġsuggests,0.43615737557411194,1.439813256263733,15,Ġsuggests,0.43615737557411194,Ġsuggests|Ġis|Ġmakes|Ġusually|ĠI
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,99,think,Ġthat,0.12376169115304947,0.5534945130348206,3,Ġthey,0.8326454162597656,Ġthey|Ġthat|Ġthe|Ġsomeone|Ġit
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,100,think,Ġthe,0.3427779972553253,1.2738938331604004,9,Ġthey,0.4987390339374542,Ġthey|Ġthe|Ġit|Ġthere|Ġsomeone
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,101,think,Ġuser,0.8844729661941528,0.4164908826351166,3,Ġuser,0.8844729661941528,Ġuser|ĠAI|Ġprevious|Ġtext|Ġnext
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,102,think,Ġwants,0.7026295065879822,0.6838944554328918,4,Ġwants,0.7026295065879822,Ġwants|Ġis|Ġmight|Ġhas|Ġexpects
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,103,think,Ġto,0.19935305416584015,1.810971736907959,10,Ġthe,0.34987547993659973,Ġthe|Ġto|Ġsome|Ġan|Ġme
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,104,think,Ġextend,0.3026421070098877,1.309127926826477,8,Ġcontinue,0.4472760558128357,Ġcontinue|Ġextend|Ġbuild|Ġgenerate|Ġexpand
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,105,think,Ġor,0.960372269153595,0.20250204205513,4,Ġor,0.960372269153595,Ġor|Ġa|Ġsome|Ġthe|Ġit
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,106,think,Ġcontinue,0.7104644179344177,1.2168147563934326,12,Ġcontinue,0.7104644179344177,Ġcontinue|Ġcomplete|Ġfinish|Ġexpand|Ġelaborate
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,107,think,Ġa,0.8666026592254639,0.5609709024429321,7,Ġa,0.8666026592254639,Ġa|Ġsome|Ġan|Ġwriting|Ġthe
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,108,think,Ġprevious,0.10894308984279633,1.4864656925201416,19,Ġgiven,0.544681191444397,Ġgiven|Ġconversation|Ġprevious|Ġpiece|Ġspecific
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,109,think,Ġtext,0.18371041119098663,0.6716381907463074,9,Ġconversation,0.7856298089027405,Ġconversation|Ġtext|Ġmessage|Ġpiece|Ġcontext
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,110,think,Ġor,0.04031195119023323,0.4180144965648651,8,.,0.9174957871437073,".|Ġor|Ġthat|,|Ġthey"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,111,think,Ġconversation,0.9838056564331055,0.12417612969875336,8,Ġconversation,0.9838056564331055,Ġconversation|Ġprompt|Ġsentence|Ġthread|Ġmaybe
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,112,think,.,0.9987486600875854,0.01135317049920559,1,.,0.9987486600875854,".|Ġthread|Ġin|,|Ġinto"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,113,think,ĠBut,0.09926088899374008,1.058039903640747,9,ĠThen,0.6080466508865356,ĠThen|ĠThe|ĠBut|ĠFollowing|ĠAfter
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,114,think,Ġthen,0.8227574825286865,0.5988550782203674,6,Ġthen,0.8227574825286865,Ġthen|Ġthe|Ġwhat|Ġafter|Ġright
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,115,think,Ġthey,0.027094293385744095,1.2283201217651367,11,Ġit,0.49550288915634155,"Ġit|Ġthe|Ġthere|Ġthey|,"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,116,think,Ġadd,0.2832980453968048,1.6913641691207886,20,Ġhave,0.445690393447876,Ġhave|Ġadd|Ġfollow|Ġprovide|Ġappend
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,117,think,"Ġ""",0.7071571946144104,1.137695550918579,11,"Ġ""",0.7071571946144104,"Ġ""|Ġmore|Ġ"":|Ġa|Ġsomething"
r1-llama,reasoning,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,anger,0,118,think,Sh,0.9981620907783508,0.019168375059962273,1,Sh,0.9981620907783508,Sh|sh|Show|shaw|She
