stage,prompt,prompt_key,prompt_type,side,layer,layer_frac,h_residual,eff_vocab_residual,h_attention
base,She loved him and hated him and wanted to,,key,,26,0.8387096774193549,5.065290451049805,79,0.24709009387879632
base,She loved him and hated him and wanted to,,key,,27,0.8709677419354839,4.32337760925293,80,0.6627385842730291
base,She loved him and hated him and wanted to,,key,,28,0.9032258064516129,4.3053741455078125,76,0.31022185995789187
base,She loved him and hated him and wanted to,,key,,29,0.9354838709677419,3.705671548843384,77,0.4026493550481973
base,She loved him and hated him and wanted to,,key,,30,0.967741935483871,3.731039524078369,76,0.26906627888820367
base,She loved him and hated him and wanted to,,key,,31,1.0,4.224984169006348,97,0.6444835679722019
base,Our company cut our health benefits and increased ,,key,,0,0.0,8.879056930541992,32,1.870163445477374
base,Our company cut our health benefits and increased ,,key,,1,0.03225806451612903,9.756536483764648,31,1.3627047567861155
base,Our company cut our health benefits and increased ,,key,,2,0.06451612903225806,9.998143196105957,32,0.9469433343037963
base,Our company cut our health benefits and increased ,,key,,3,0.0967741935483871,9.889747619628906,32,1.2707121246494353
base,Our company cut our health benefits and increased ,,key,,4,0.12903225806451613,9.753023147583008,29,0.83548424532637
base,Our company cut our health benefits and increased ,,key,,5,0.16129032258064516,9.852899551391602,30,0.9488897051196545
base,Our company cut our health benefits and increased ,,key,,6,0.1935483870967742,9.927217483520508,25,1.1122265486046672
base,Our company cut our health benefits and increased ,,key,,7,0.22580645161290322,9.863992691040039,24,1.333425113465637
base,Our company cut our health benefits and increased ,,key,,8,0.25806451612903225,9.369219779968262,16,1.0576405876781791
base,Our company cut our health benefits and increased ,,key,,9,0.2903225806451613,9.943676948547363,17,1.2069470342248678
base,Our company cut our health benefits and increased ,,key,,10,0.3225806451612903,10.034440994262695,23,1.221199799561873
base,Our company cut our health benefits and increased ,,key,,11,0.3548387096774194,10.086380004882812,29,1.5195796606130898
base,Our company cut our health benefits and increased ,,key,,12,0.3870967741935484,9.972152709960938,32,1.0791414029663429
base,Our company cut our health benefits and increased ,,key,,13,0.41935483870967744,9.646808624267578,37,0.957019466906786
base,Our company cut our health benefits and increased ,,key,,14,0.45161290322580644,9.884886741638184,32,1.3750529629178345
base,Our company cut our health benefits and increased ,,key,,15,0.4838709677419355,9.637306213378906,37,1.7067599780857563
base,Our company cut our health benefits and increased ,,key,,16,0.5161290322580645,5.112020969390869,14,1.2002234333194792
base,Our company cut our health benefits and increased ,,key,,17,0.5483870967741935,2.8296751976013184,10,1.0879771616309881
base,Our company cut our health benefits and increased ,,key,,18,0.5806451612903226,2.3687751293182373,11,0.8333966981153935
base,Our company cut our health benefits and increased ,,key,,19,0.6129032258064516,3.8247363567352295,20,1.2391335284337401
base,Our company cut our health benefits and increased ,,key,,20,0.6451612903225806,1.658535122871399,9,0.6008445769548416
base,Our company cut our health benefits and increased ,,key,,21,0.6774193548387096,1.2135050296783447,7,0.5573527836240828
base,Our company cut our health benefits and increased ,,key,,22,0.7096774193548387,2.5338478088378906,24,0.5353184780105948
base,Our company cut our health benefits and increased ,,key,,23,0.7419354838709677,3.4888620376586914,41,0.7095533441752195
base,Our company cut our health benefits and increased ,,key,,24,0.7741935483870968,1.8791145086288452,25,0.4269903994863853
base,Our company cut our health benefits and increased ,,key,,25,0.8064516129032258,1.5689585208892822,25,0.52180917840451
base,Our company cut our health benefits and increased ,,key,,26,0.8387096774193549,1.5173851251602173,24,0.25721898302435875
base,Our company cut our health benefits and increased ,,key,,27,0.8709677419354839,1.7268586158752441,27,0.738181974273175
base,Our company cut our health benefits and increased ,,key,,28,0.9032258064516129,2.3428614139556885,33,0.32810926844831556
base,Our company cut our health benefits and increased ,,key,,29,0.9354838709677419,2.766350269317627,42,0.4870425433618948
base,Our company cut our health benefits and increased ,,key,,30,0.967741935483871,2.6924548149108887,58,0.36986851278925315
base,Our company cut our health benefits and increased ,,key,,31,1.0,3.8612735271453857,89,0.8129441333003342
base,Management keeps ignoring our safety complaints at,,key,,0,0.0,8.95860481262207,34,1.5269830854376778
base,Management keeps ignoring our safety complaints at,,key,,1,0.03225806451612903,9.584741592407227,26,1.1696210943628103
base,Management keeps ignoring our safety complaints at,,key,,2,0.06451612903225806,9.986356735229492,26,0.7689663978526369
base,Management keeps ignoring our safety complaints at,,key,,3,0.0967741935483871,9.88442611694336,26,1.136765738017857
base,Management keeps ignoring our safety complaints at,,key,,4,0.12903225806451613,9.36500358581543,25,0.6345549507532269
base,Management keeps ignoring our safety complaints at,,key,,5,0.16129032258064516,9.721348762512207,25,0.8630483602755703
base,Management keeps ignoring our safety complaints at,,key,,6,0.1935483870967742,10.091462135314941,22,1.0433190377661958
base,Management keeps ignoring our safety complaints at,,key,,7,0.22580645161290322,9.985898971557617,29,1.2335200624074787
base,Management keeps ignoring our safety complaints at,,key,,8,0.25806451612903225,10.088829040527344,24,0.9391151743475348
base,Management keeps ignoring our safety complaints at,,key,,9,0.2903225806451613,10.158994674682617,18,1.0314841712825
base,Management keeps ignoring our safety complaints at,,key,,10,0.3225806451612903,10.120515823364258,29,1.002414315706119
base,Management keeps ignoring our safety complaints at,,key,,11,0.3548387096774194,10.086246490478516,30,1.489776470232755
base,Management keeps ignoring our safety complaints at,,key,,12,0.3870967741935484,9.994129180908203,33,1.0150952476542443
base,Management keeps ignoring our safety complaints at,,key,,13,0.41935483870967744,9.692206382751465,35,0.8677865485660732
base,Management keeps ignoring our safety complaints at,,key,,14,0.45161290322580644,9.941682815551758,27,1.125413455069065
base,Management keeps ignoring our safety complaints at,,key,,15,0.4838709677419355,9.575637817382812,35,1.4937680969014764
base,Management keeps ignoring our safety complaints at,,key,,16,0.5161290322580645,8.605447769165039,34,1.0073579640011303
base,Management keeps ignoring our safety complaints at,,key,,17,0.5483870967741935,8.049335479736328,31,0.946809307904914
base,Management keeps ignoring our safety complaints at,,key,,18,0.5806451612903226,6.300290584564209,41,0.7860978194512427
base,Management keeps ignoring our safety complaints at,,key,,19,0.6129032258064516,7.461893558502197,49,1.1242229845374823
base,Management keeps ignoring our safety complaints at,,key,,20,0.6451612903225806,6.022521018981934,43,0.5017400220967829
base,Management keeps ignoring our safety complaints at,,key,,21,0.6774193548387096,5.924825668334961,57,0.5920566120184958
base,Management keeps ignoring our safety complaints at,,key,,22,0.7096774193548387,3.9507148265838623,57,0.597634480218403
base,Management keeps ignoring our safety complaints at,,key,,23,0.7419354838709677,3.7151947021484375,59,0.6995038124732673
base,Management keeps ignoring our safety complaints at,,key,,24,0.7741935483870968,1.4723706245422363,27,0.39179941383190453
base,Management keeps ignoring our safety complaints at,,key,,25,0.8064516129032258,1.3552405834197998,28,0.5676064911531284
base,Management keeps ignoring our safety complaints at,,key,,26,0.8387096774193549,1.9574432373046875,35,0.2684865016490221
base,Management keeps ignoring our safety complaints at,,key,,27,0.8709677419354839,2.371716022491455,35,0.8076543398201466
base,Management keeps ignoring our safety complaints at,,key,,28,0.9032258064516129,2.6405882835388184,44,0.38615801886771806
base,Management keeps ignoring our safety complaints at,,key,,29,0.9354838709677419,3.8830692768096924,89,0.5465221546473913
base,Management keeps ignoring our safety complaints at,,key,,30,0.967741935483871,4.442503929138184,110,0.3990571827744134
base,Management keeps ignoring our safety complaints at,,key,,31,1.0,5.125218868255615,127,0.7545380154624581
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,0,0.0,8.81180191040039,31,1.7818180652102455
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,1,0.03225806451612903,9.616562843322754,29,1.1979738774243742
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,2,0.06451612903225806,10.055413246154785,32,0.8188890154706314
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,3,0.0967741935483871,9.989875793457031,33,1.1684652008116245
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,4,0.12903225806451613,9.897037506103516,25,0.6766209965571761
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,5,0.16129032258064516,9.799232482910156,24,0.9567236801376566
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,6,0.1935483870967742,10.043217658996582,20,1.0778296936769038
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,7,0.22580645161290322,10.05599594116211,31,1.2599315512925386
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,8,0.25806451612903225,9.970548629760742,33,1.0882628904655576
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,9,0.2903225806451613,10.008070945739746,31,1.205594479222782
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,10,0.3225806451612903,10.03713607788086,33,1.1777728769229725
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,11,0.3548387096774194,9.503815650939941,30,1.54297942109406
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,12,0.3870967741935484,9.672080993652344,32,1.058915531670209
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,13,0.41935483870967744,8.91020393371582,32,0.899910741019994
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,14,0.45161290322580644,8.70205307006836,31,1.3029420669190586
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,15,0.4838709677419355,8.834205627441406,29,1.6581817604601383
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,16,0.5161290322580645,5.788665771484375,18,1.307613876182586
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,17,0.5483870967741935,2.966157913208008,12,1.0796533266548067
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,18,0.5806451612903226,4.000781536102295,15,0.9243841436691582
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,19,0.6129032258064516,2.90999174118042,15,1.0943276756443083
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,20,0.6451612903225806,1.4021154642105103,11,0.6436804400291294
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,21,0.6774193548387096,0.9217439293861389,11,0.6129686499480158
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,22,0.7096774193548387,2.060781240463257,13,0.49404197256080806
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,23,0.7419354838709677,2.559223175048828,30,0.6417177710682154
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,24,0.7741935483870968,2.3948395252227783,25,0.4449023533379659
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,25,0.8064516129032258,3.0317554473876953,33,0.47309474425856024
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,26,0.8387096774193549,3.001987934112549,35,0.278374808258377
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,27,0.8709677419354839,2.557799816131592,30,0.7229628679342568
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,28,0.9032258064516129,1.7803022861480713,22,0.31454988109180704
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,29,0.9354838709677419,1.4615660905838013,17,0.4826901723863557
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,30,0.967741935483871,1.1076223850250244,14,0.31379989569541067
base,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,31,1.0,2.384665012359619,41,0.8117054984904826
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,0,0.0,8.516444206237793,25,1.8142758903559297
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,1,0.03225806451612903,9.644566535949707,28,1.328766588587314
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,2,0.06451612903225806,10.104994773864746,23,1.0054336423054338
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,3,0.0967741935483871,10.018389701843262,20,1.2961521190591156
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,4,0.12903225806451613,9.85022258758545,30,0.9804837689734995
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,5,0.16129032258064516,9.949300765991211,23,1.0452438816428185
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,6,0.1935483870967742,9.98038101196289,28,1.1971160010434687
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,7,0.22580645161290322,10.115262985229492,26,1.2942423494532704
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,8,0.25806451612903225,10.158007621765137,22,1.0757118142209947
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,9,0.2903225806451613,10.068897247314453,32,1.1638524065492675
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,10,0.3225806451612903,10.174202919006348,22,1.1165928794071078
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,11,0.3548387096774194,10.051857948303223,23,1.4050039015710354
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,12,0.3870967741935484,10.098554611206055,23,0.8580696274293587
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,13,0.41935483870967744,9.87729263305664,31,0.8311761426739395
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,14,0.45161290322580644,9.897383689880371,24,1.0187793541699648
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,15,0.4838709677419355,9.977810859680176,19,1.4326390214264393
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,16,0.5161290322580645,9.42044448852539,27,1.008272544015199
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,17,0.5483870967741935,8.024654388427734,34,1.0704872864298522
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,18,0.5806451612903226,6.787548065185547,46,0.9797280440106988
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,19,0.6129032258064516,6.156885147094727,43,1.40834547765553
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,20,0.6451612903225806,2.825834274291992,24,0.8135922262445092
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,21,0.6774193548387096,3.053522825241089,33,0.7305327085778117
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,22,0.7096774193548387,3.4058051109313965,44,0.7644225703552365
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,23,0.7419354838709677,3.4034223556518555,46,0.8831969583407044
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,24,0.7741935483870968,3.2143871784210205,50,0.6379487363155931
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,25,0.8064516129032258,2.8210599422454834,46,0.7341531757265329
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,26,0.8387096774193549,0.6814081072807312,16,0.457358053419739
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,27,0.8709677419354839,0.6677809357643127,15,0.9587417198345065
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,28,0.9032258064516129,0.22957199811935425,9,0.5576468117069453
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,29,0.9354838709677419,0.32510238885879517,10,0.7562726743635722
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,30,0.967741935483871,3.259643316268921,70,0.4677948148455471
base,I need to lay off a team to cut costs. I should,institutional_labor_mgmt_1,institutional,institution,31,1.0,4.613873481750488,97,0.8646568031981587
base,My boss takes credit for my work in every meeting.,institutional_labor_worker_2,institutional,individual,0,0.0,8.40216064453125,27,1.7679758492158726
base,My boss takes credit for my work in every meeting.,institutional_labor_worker_2,institutional,individual,1,0.03225806451612903,9.532999038696289,28,1.1813182830810547
base,My boss takes credit for my work in every meeting.,institutional_labor_worker_2,institutional,individual,2,0.06451612903225806,10.016511917114258,27,0.7665476780384779
base,My boss takes credit for my work in every meeting.,institutional_labor_worker_2,institutional,individual,3,0.0967741935483871,9.996362686157227,26,1.0893666681367904
