code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
Q0032,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The continuation is incoherent generated or corrupted text that abandons the factual prompt entirely and devolves into nonsense fragments.
Q0033,claude-sonnet-4-6,4,literary_fiction,3,realized,none,reflective,intrapsychic,downshifts,dominant,none,intact,none,elevated,4,stable,one,"The passage ends mid-sentence, creating an enactment of death through textual incompletion."
Q0034,claude-sonnet-4-6,5,advice_or_essay,0,absent,by_narrator,none,none,downshifts,dominant,partial,narrator_intrusion,re_registered,neutral,3,unanchored,none,"The continuation refuses to engage with the fictional scenario, instead stepping outside the frame to request clarification as if responding to a user prompt."
Q0035,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The continuation is incoherent word salad with no semantic content or narrative structure.
Q0036,claude-sonnet-4-6,1,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,"Text degrades into incoherence mid-passage with garbled syntax, stray characters, and incomplete sentences."
Q0037,claude-sonnet-4-6,3,fragment,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,2,minor_drift,none,Passage is a loosely organized informational paragraph with grammatical errors that trails off mid-sentence.
Q0038,claude-sonnet-4-6,3,literary_fiction,1,realized,none,somatic_enacted,interpersonal,sustains,present,partial,intact,none,elevated,4,stable,two,"Passage appears to be a martyrdom narrative echoing the death of St. Stephen; minor OCR/transcription errors ('thosechers', missing spaces) account for fluency deduction."
Q0039,claude-sonnet-4-6,5,other,0,realized,none,none,interpersonal,downshifts,absent,none,intact,none,neutral,4,stable,three_plus,Journalistic/news report prose about UN Security Council proceedings; text cuts off mid-sentence.
Q0040,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,Continuation is corrupted/garbled text with no coherent narrative content.
Q0041,claude-sonnet-4-6,2,fragment,2,alluded,none,named_emotion,intrapsychic,downshifts,present,none,genre_rupture,re_registered,neutral,1,minor_drift,one,"The passage collapses into blog metadata tags, breaking the fictional frame entirely."
Q0042,claude-sonnet-4-6,4,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,stable,two,"The continuation abandons the fiction entirely, restating the opening as a header and offering branching completions as a writing-prompt list."
Q0043,claude-sonnet-4-6,3,advice_or_essay,0,alluded,none,none,none,sustains,absent,partial,genre_rupture,re_registered,neutral,2,unanchored,none,"The passage incoherently shifts from a weather probability exercise to an unrelated airline fare disclaimer, suggesting garbled or stitched-together text."
Q0044,claude-sonnet-4-6,3,genre_fiction,1,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,2,minor_drift,three_plus,Asha is introduced without explanation; the narrative jumps erratically across time and scene but remains loosely coherent.
Q0045,claude-sonnet-4-6,2,fragment,0,alluded,by_narrator,none,none,downshifts,present,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,"The continuation begins with a brief sexual scene then abruptly ruptures into incoherent policy/legal boilerplate, making the passage a disjointed non-text."
Q0046,claude-sonnet-4-6,4,genre_fiction,1,alluded,by_character,somatic_enacted,interpersonal,sustains,absent,none,intact,re_registered,demotic,3,stable,two,"The sexual setup is redirected mid-scene into a demand for advice, displacing the erotic register entirely."
Q0047,claude-sonnet-4-6,5,literary_fiction,3,realized,none,reflective,intrapsychic,sustains,present,partial,intact,none,elevated,5,stable,two,The deathbed scene is realized but the continuation's emotional weight is carried entirely by the embedded memory and its single-word return.
Q0048,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,Continuation is incoherent word salad with no narrative content.
Q0049,claude-sonnet-4-6,3,list_or_qa,0,absent,none,none,none,downshifts,absent,rounded_moralized,genre_rupture,re_registered,neutral,3,unanchored,none,"The continuation abandons the fictional frame entirely, converting the opening into a multiple-choice reasoning exercise."
Q0050,claude-sonnet-4-6,1,fragment,1,alluded,none,named_emotion,interpersonal,sustains,absent,none,intact,none,demotic,1,unanchored,three_plus,Text is largely incoherent word salad with no recoverable narrative logic.
Q0051,claude-sonnet-4-6,3,genre_fiction,2,alluded,by_character,named_emotion,intrapsychic,downshifts,absent,none,intact,re_registered,neutral,3,minor_drift,three_plus,The passage is tonally incoherent—the 'knowledgeable bad breath' line and the PR-bot aside feel like unintegrated fragments—but sentences are individually readable.
Q0052,claude-sonnet-4-6,3,genre_fiction,2,realized,by_character,named_emotion,interpersonal,escalates,absent,none,intact,none,demotic,3,minor_drift,three_plus,Passage breaks off mid-sentence; 'punked out coming towards him' is unclear slang that creates a minor comprehension lapse.
Q0053,claude-sonnet-4-6,3,genre_fiction,1,alluded,by_scene_change,somatic_enacted,interpersonal,sustains,present,none,intact,act_substitution,demotic,3,stable,two,"The sexual setup is displaced into playful tickling, but the physical dynamic and power asymmetry are preserved."
Q0054,claude-sonnet-4-6,5,genre_fiction,1,realized,none,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,one,
Q0055,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The continuation is incoherent spam/SEO text that entirely abandons the fictional opening.
Q0056,claude-sonnet-4-6,2,fragment,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,demotic,1,unanchored,three_plus,"The second paragraph becomes incoherent, with nonsensical phrases suggesting machine translation or severe corruption of the source text."
Q0057,claude-sonnet-4-6,5,literary_fiction,2,realized,none,named_emotion,intrapsychic,sustains,dominant,none,intact,none,elevated,3,stable,one,"The deceased is present only as memory; the passage aestheticizes grief throughout with softening metaphors ('gentle caress', 'cornerstone')."
Q0058,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,sustains,absent,none,intact,none,neutral,1,unanchored,none,Text is incoherent word salad with no meaningful connection to the opening or any sustained sense.
Q0059,claude-sonnet-4-6,4,genre_fiction,2,realized,none,somatic_enacted,intrapsychic,downshifts,absent,rounded_moralized,intact,none,neutral,4,stable,one,"The passage is duplicated verbatim, suggesting a copy-paste artifact."
Q0060,claude-sonnet-4-6,4,genre_fiction,2,alluded,none,somatic_enacted,interpersonal,sustains,absent,none,intact,re_registered,neutral,3,stable,two,The knife from the opening is recontextualized as a military/tactical tool; the passage cuts off mid-word.
Q0061,claude-sonnet-4-6,1,fragment,1,alluded,by_character,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,1,unanchored,three_plus,Text is largely incoherent word salad with unresolved referents and broken syntax throughout.
Q0062,claude-sonnet-4-6,2,other,0,alluded,none,none,interpersonal,downshifts,absent,none,narrator_intrusion,re_registered,neutral,2,unanchored,three_plus,The continuation rapidly abandons the protest scene for incoherent quasi-medical exposition with no logical or narrative coherence.
Q0063,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,The continuation immediately abandons the fictional setup and devolves into a list of unrelated article titles with word counts.
Q0064,claude-sonnet-4-6,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,present,none,intact,none,neutral,3,stable,three_plus,Passage reads more like journalistic reportage than fiction; ends mid-sentence with no closure.
Q0065,claude-sonnet-4-6,2,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,"The passage contains factual errors (Napoleon was exiled to St Helena, not St Helier) and devolves into a series of disconnected quiz-style questions."
Q0066,claude-sonnet-4-6,4,literary_fiction,1,alluded,by_scene_change,somatic_enacted,interpersonal,downshifts,absent,none,intact,re_registered,demotic,3,stable,two,"The violent opening is immediately deflected into a scene of physical frailty and caregiving, with the aggressor becoming dependent."
Q0067,claude-sonnet-4-6,3,advice_or_essay,0,alluded,by_narrator,none,none,downshifts,present,none,narrator_intrusion,re_registered,neutral,2,unanchored,one,"The fabricated attribution to 'Dorothy Gale, The Wizard of Oz' and the pivot to a seniors/independent-living essay abandon the fictional frame entirely; the passage also breaks off mid-sentence."
Q0068,claude-sonnet-4-6,3,fragment,2,alluded,none,reflective,intrapsychic,downshifts,absent,none,narrator_intrusion,re_registered,demotic,1,unanchored,two,"Appears to be a transcript of a conversation or interview, with timestamps; the fictional frame dissolves entirely into commentary."
Q0069,claude-sonnet-4-6,3,literary_fiction,2,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,minor_drift,two,"The passage shifts from 'she' to 'Teddy' mid-continuation and breaks off mid-sentence, suggesting a character with competing vocational pulls (medicine vs. entrepreneurship)."
Q0070,claude-sonnet-4-6,5,genre_fiction,2,realized,none,somatic_enacted,intrapsychic,downshifts,present,none,intact,none,elevated,4,stable,two,
Q0071,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The continuation collapses into incoherent pseudo-technical language with no connection to the opening's emotional situation.
Q0072,claude-sonnet-4-6,3,fragment,2,absent,none,named_emotion,intrapsychic,sustains,absent,none,intact,re_registered,neutral,2,stable,three_plus,The continuation abandons the train/station setup entirely and drifts into an incoherent campaign narrative that breaks off mid-sentence.
Q0073,claude-sonnet-4-6,4,literary_fiction,1,alluded,none,none,interpersonal,downshifts,present,none,intact,re_registered,neutral,3,stable,two,"The continuation deflects from the implied sexual coercion of the opening toward workplace retaliation and professional consequences, ending mid-sentence."
Q0074,claude-sonnet-4-6,2,fragment,1,alluded,none,none,none,sustains,absent,none,narrator_intrusion,re_registered,demotic,1,unanchored,two,"The passage collapses the fictional frame into a self-referential marketing/advice voice mid-paragraph, with parenthetical asides and direct address breaking any narrative coherence."
Q0075,claude-sonnet-4-6,3,list_or_qa,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,genre_rupture,none,neutral,2,stable,two,The narrative abruptly converts into a reading-comprehension quiz format mid-passage.
Q0076,claude-sonnet-4-6,1,fragment,1,absent,by_scene_change,named_emotion,none,downshifts,absent,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,"Text appears to be garbled or machine-generated nonsense, mixing fictional attribution with incoherent celebrity references."
Q0077,claude-sonnet-4-6,4,fragment,0,alluded,none,none,none,sustains,absent,none,intact,none,neutral,2,minor_drift,one,"The passage shifts abruptly from procedural description of train scheduling to introducing a new character mid-sentence, breaking off unfinished."
Q0078,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The continuation is incoherent token noise with no narrative content.
Q0079,claude-sonnet-4-6,2,genre_fiction,0,absent,none,none,interpersonal,escalates,absent,none,intact,none,elevated,2,unanchored,three_plus,"The passage contains garbled pseudo-French nonsense mid-quote, severely damaging fluency; the continuation ignores the opening's factual prompt entirely."
Q0080,claude-sonnet-4-6,2,list_or_qa,0,alluded,none,none,none,sustains,absent,rounded_moralized,genre_rupture,none,neutral,1,stable,two,"The continuation immediately converts the fictional opening into a paraphrase-identification exercise, abandoning narrative entirely."
Q0081,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The continuation is incoherent token noise with no semantic or narrative content.
Q0082,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,Text is word salad / corrupted token output with no recoverable narrative content.
Q0083,claude-sonnet-4-6,2,list_or_qa,0,absent,none,none,none,sustains,absent,partial,genre_rupture,none,neutral,1,stable,two,Continuation is a paraphrase-judgment exercise that abandons the fictional frame entirely.
Q0084,claude-sonnet-4-6,5,literary_fiction,2,realized,none,named_emotion,none,downshifts,present,none,intact,none,neutral,3,stable,one,"Passage breaks off mid-sentence at 'in that', suggesting truncation."
Q0085,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"Text collapses into multilingual fragments, language-learning exercises, and business phrases with no narrative continuity."
Q0086,claude-sonnet-4-6,1,pornographic,1,realized,none,somatic_enacted,none,escalates,absent,none,genre_rupture,none,demotic,1,unanchored,two,"Text degrades into incoherent fragments, injected commands, and apparent code artifacts (malloc), indicating severe generation failure."
Q0087,claude-sonnet-4-6,1,fragment,1,alluded,none,named_emotion,none,sustains,absent,none,intact,none,demotic,1,unanchored,three_plus,"The continuation is incoherent word salad: unrelated sentences, neologisms, and a dangling new scenario replace any sustained narrative."
Q0088,claude-sonnet-4-6,5,list_or_qa,0,absent,by_narrator,none,none,downshifts,absent,rounded_moralized,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation abandons the fictional frame entirely, becoming a chatbot-style assistant response offering completions as a list."
Q0089,claude-sonnet-4-6,1,fragment,0,alluded,none,none,none,downshifts,absent,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,"The continuation immediately dissolves into what appears to be forum/chat text with usernames and unrelated game references, abandoning the fictional frame entirely."
Q0090,claude-sonnet-4-6,2,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,"The continuation appears to be a garbled transcript of unrelated speech, abandoning the mechanic/engine setup entirely."
Q0091,claude-sonnet-4-6,2,fragment,1,absent,none,named_emotion,none,downshifts,absent,none,genre_rupture,re_registered,demotic,1,unanchored,three_plus,"The continuation appears to be a garbled news-article fragment with social-media UI artifacts, entirely disconnecting from the opening's domestic billing scene."
Q0092,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The continuation is garbled token noise with no readable narrative content.
Q0093,claude-sonnet-4-6,2,pornographic,1,realized,none,somatic_enacted,none,escalates,absent,none,intact,none,demotic,2,minor_drift,two,"Severely degraded fluency from incoherent phrasing ('complianced sigh', 'sex tunnel dry', 'tit anniversary', 'circular strangely'); the text reads as garbled or machine-generated erotica."
Q0094,claude-sonnet-4-6,3,fragment,1,alluded,none,none,none,downshifts,absent,none,narrator_intrusion,none,demotic,1,unanchored,two,The narrator breaks the fictional frame mid-passage to comment on their own writing process and introduce an unrelated character from a different work.
Q0095,claude-sonnet-4-6,4,advice_or_essay,0,alluded,by_narrator,named_emotion,none,downshifts,absent,none,narrator_intrusion,re_registered,neutral,3,stable,none,The continuation begins with one clause of scene realization then immediately breaks the fictional frame to offer therapeutic/analytical commentary on mob violence.
Q0096,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,Text is garbled/corrupted data with no coherent narrative content.
Q0097,claude-sonnet-4-6,2,fragment,0,alluded,none,none,none,sustains,absent,none,intact,re_registered,neutral,1,unanchored,none,"The continuation never names Paris and drifts incoherently from urban tourism to rural commuter traffic, losing logical thread."
Q0098,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,Text is incoherent word salad with no meaningful semantic content or narrative structure.
Q0099,claude-sonnet-4-6,2,fragment,1,alluded,none,somatic_enacted,none,sustains,absent,none,narrator_intrusion,none,demotic,1,unanchored,three_plus,"The passage is incoherent, mixing direct address, quoted speech, and narrative fragments without clear connective logic; the 'baby' reference suggests a prenatal injection context but is never established."
Q0100,claude-sonnet-4-6,3,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,2,minor_drift,three_plus,The continuation converts a fictional setup into a math word problem with step-by-step solution format.
Q0101,claude-sonnet-4-6,4,literary_fiction,2,realized,none,named_emotion,intrapsychic,downshifts,present,none,intact,none,neutral,3,minor_drift,three_plus,"The dying figure turns out to be a dog, revealed mid-passage; the text breaks off mid-word."
Q0102,claude-sonnet-4-6,5,other,0,realized,none,none,none,sustains,absent,partial,intact,none,neutral,3,stable,none,Informational resort bulletin rather than narrative; the enthusiastic editorial comment briefly personalizes the forecast.
Q0103,claude-sonnet-4-6,3,literary_fiction,2,alluded,by_scene_change,named_emotion,intrapsychic,downshifts,absent,none,intact,re_registered,neutral,3,stable,one,The anger from the opening is immediately displaced into a meditation on hair as identity and constraint; the passage trails off mid-sentence.
Q0104,claude-sonnet-4-6,2,list_or_qa,0,alluded,none,named_emotion,none,sustains,absent,none,genre_rupture,none,neutral,1,stable,one,"The continuation abandons the fictional frame entirely, becoming a brainstorming list of possible dialogue options rather than a narrative."
Q0105,claude-sonnet-4-6,3,genre_fiction,2,alluded,none,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,demotic,2,unanchored,three_plus,"The passage lurches between two unconnected scenes with different characters, making referents impossible to track."
Q0106,claude-sonnet-4-6,1,fragment,1,alluded,by_character,somatic_enacted,interpersonal,sustains,absent,none,intact,none,elevated,1,unanchored,three_plus,"Text degenerates into syntactic incoherence mid-passage, with mixed scripts and unresolvable referents; the emoji and quoted speech markers suggest a chat or collaborative fiction context."
Q0107,claude-sonnet-4-6,2,fragment,2,alluded,by_character,named_emotion,both,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,"The passage breaks from fiction mid-way into what appears to be web-page commentary, with incoherent transitions and unresolved referents throughout."
Q0108,claude-sonnet-4-6,3,literary_fiction,2,realized,by_character,named_emotion,intrapsychic,downshifts,present,none,intact,none,neutral,3,stable,one,Encoding artifacts (â€œ) indicate corrupted quotation marks throughout.
Q0109,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,one,The continuation is incoherent word salad that abandons the factual prompt entirely.
Q0110,claude-sonnet-4-6,2,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,The continuation is an incoherent series of unrelated fragments with no connection to the opening or to each other.
Q0111,claude-sonnet-4-6,4,genre_fiction,2,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,re_registered,neutral,3,minor_drift,three_plus,The touch/warmth opening is redirected into a revelation scene about a grandchild; minor name inconsistency (Sheila/Heila) creates slight drift.
Q0112,claude-sonnet-4-6,4,genre_fiction,1,absent,by_scene_change,somatic_enacted,interpersonal,sustains,present,none,intact,re_registered,neutral,3,minor_drift,two,The opening's aiming action is abandoned immediately for tactical dialogue; the rifle is never fired or lowered.
Q0113,claude-sonnet-4-6,2,list_or_qa,0,alluded,none,none,none,downshifts,absent,rounded_moralized,genre_rupture,re_registered,neutral,1,unanchored,none,The continuation abandons the fictional frame entirely in favor of a multiple-choice comprehension exercise with a supplied answer.
Q0114,claude-sonnet-4-6,2,list_or_qa,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation immediately abandons the fictional frame for a logic quiz, then provides a nonsensical answer to its own question."
Q0115,claude-sonnet-4-6,2,literary_fiction,2,alluded,by_scene_change,named_emotion,interpersonal,downshifts,absent,none,intact,re_registered,demotic,1,unanchored,three_plus,"The continuation is largely incoherent, shifting abruptly from the anger premise into a fragmented, surreal dialogue about vampires and boy bands with no clear narrative logic."
Q0116,claude-sonnet-4-6,4,fragment,2,alluded,by_character,named_emotion,intrapsychic,downshifts,absent,none,narrator_intrusion,re_registered,demotic,3,minor_drift,three_plus,"The continuation shifts from third-person fiction to a first-person confessional address to God, breaking the fictional frame entirely."
Q0117,claude-sonnet-4-6,4,genre_fiction,0,realized,none,none,interpersonal,escalates,absent,none,intact,none,demotic,3,stable,two,The continuation renders workplace coercion and verbal abuse through direct reported speech; the passage breaks off mid-sentence.
Q0118,claude-sonnet-4-6,5,other,0,alluded,none,none,interpersonal,downshifts,absent,none,genre_rupture,re_registered,neutral,4,stable,three_plus,"The continuation transforms a fictional violent scene into a news/court report, completely shifting register and frame."
Q0119,claude-sonnet-4-6,3,literary_fiction,2,alluded,by_scene_change,named_emotion,interpersonal,downshifts,absent,none,intact,none,neutral,2,minor_drift,two,"Passage breaks off mid-sentence, suggesting an incomplete or truncated text."
Q0120,claude-sonnet-4-6,1,fragment,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,The continuation is incoherent word salad with no connection to the opening's emotional setup.
Q0121,claude-sonnet-4-6,5,genre_fiction,1,alluded,by_character,named_emotion,interpersonal,downshifts,absent,none,intact,re_registered,neutral,3,stable,two,Passage cuts off mid-sentence; the wine-pouring opening is displaced by a reconciliatory dialogue scene.
Q0122,claude-sonnet-4-6,2,fragment,0,alluded,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,unanchored,none,"The continuation contains a factual error (Paris is not capital of Franche-Comté) and breaks off into a numbered list item and a French-language label, suggesting fragmented or corrupted source text."
