layer,word,probability,logit,source,model,model_id
14,Clone,0.00767762,8.1875,top_k,base,meta-llama/Llama-3.1-8B
14,civ,0.00463856,7.6836,top_k,base,meta-llama/Llama-3.1-8B
14,LS,0.0045311,7.6602,top_k,base,meta-llama/Llama-3.1-8B
14,kill,1.87e-06,-0.1323,tracked,base,meta-llama/Llama-3.1-8B
14,fuck,3.77e-06,0.5679,tracked,base,meta-llama/Llama-3.1-8B
14,kiss,4.48e-06,0.7412,tracked,base,meta-llama/Llama-3.1-8B
14,said,6.28e-06,1.0781,tracked,base,meta-llama/Llama-3.1-8B
14,the,3.997e-05,2.9297,tracked,base,meta-llama/Llama-3.1-8B
14,scream,5e-08,-3.748,tracked,base,meta-llama/Llama-3.1-8B
15,familiar,0.00777953,7.9102,top_k,base,meta-llama/Llama-3.1-8B
15,Clone,0.00360371,7.1406,top_k,base,meta-llama/Llama-3.1-8B
15,pper,0.00296433,6.9453,top_k,base,meta-llama/Llama-3.1-8B
15,kill,1.69e-06,-0.5269,tracked,base,meta-llama/Llama-3.1-8B
15,fuck,8.47e-06,1.0869,tracked,base,meta-llama/Llama-3.1-8B
15,kiss,2.46e-06,-0.15,tracked,base,meta-llama/Llama-3.1-8B
15,said,4.2e-06,0.3855,tracked,base,meta-llama/Llama-3.1-8B
15,the,0.00012211,3.7559,tracked,base,meta-llama/Llama-3.1-8B
15,scream,1e-07,-3.3164,tracked,base,meta-llama/Llama-3.1-8B
16,slowly,0.0090249,8.1641,top_k,base,meta-llama/Llama-3.1-8B
16,familiar,0.00713928,7.9297,top_k,base,meta-llama/Llama-3.1-8B
16,tell,0.00543128,7.6562,top_k,base,meta-llama/Llama-3.1-8B
16,laid,0.00455577,7.4805,top_k,base,meta-llama/Llama-3.1-8B
16,kill,7.1e-07,-1.2881,tracked,base,meta-llama/Llama-3.1-8B
16,fuck,4.43e-06,0.5444,tracked,base,meta-llama/Llama-3.1-8B
16,kiss,1.1e-06,-0.8472,tracked,base,meta-llama/Llama-3.1-8B
16,said,1.266e-05,1.5947,tracked,base,meta-llama/Llama-3.1-8B
16,the,0.00023585,4.5195,tracked,base,meta-llama/Llama-3.1-8B
16,scream,1.2e-07,-3.1055,tracked,base,meta-llama/Llama-3.1-8B
17,slowly,0.0100463,8.1406,top_k,base,meta-llama/Llama-3.1-8B
17,Gunn,0.00698611,7.7773,top_k,base,meta-llama/Llama-3.1-8B
17,tune,0.00552647,7.543,top_k,base,meta-llama/Llama-3.1-8B
17,familiar,0.00445802,7.3281,top_k,base,meta-llama/Llama-3.1-8B
17,kill,8.7e-07,-1.2178,tracked,base,meta-llama/Llama-3.1-8B
17,fuck,3.68e-06,0.2286,tracked,base,meta-llama/Llama-3.1-8B
17,kiss,8.7e-07,-1.2168,tracked,base,meta-llama/Llama-3.1-8B
17,said,8.32e-06,1.0439,tracked,base,meta-llama/Llama-3.1-8B
17,the,0.00020688,4.2578,tracked,base,meta-llama/Llama-3.1-8B
17,scream,1e-07,-3.3594,tracked,base,meta-llama/Llama-3.1-8B
18,slowly,0.02971015,9.2031,top_k,base,meta-llama/Llama-3.1-8B
18,pro,0.0085121,7.9531,top_k,base,meta-llama/Llama-3.1-8B
18,bare,0.00775036,7.8594,top_k,base,meta-llama/Llama-3.1-8B
18,Goodman,0.00585028,7.5781,top_k,base,meta-llama/Llama-3.1-8B
18,kill,7.2e-07,-1.4277,tracked,base,meta-llama/Llama-3.1-8B
18,fuck,3.3e-06,0.0965,tracked,base,meta-llama/Llama-3.1-8B
18,kiss,7.53e-06,0.9229,tracked,base,meta-llama/Llama-3.1-8B
18,said,1.156e-05,1.3516,tracked,base,meta-llama/Llama-3.1-8B
18,the,0.00020735,4.2383,tracked,base,meta-llama/Llama-3.1-8B
18,scream,2.5e-07,-2.4746,tracked,base,meta-llama/Llama-3.1-8B
19,slowly,0.09109887,10.3828,top_k,base,meta-llama/Llama-3.1-8B
19,pper,0.00759561,7.8984,top_k,base,meta-llama/Llama-3.1-8B
19,und,0.0075365,7.8906,top_k,base,meta-llama/Llama-3.1-8B
19,slow,0.00739073,7.8711,top_k,base,meta-llama/Llama-3.1-8B
19,kill,1.4e-06,-0.6987,tracked,base,meta-llama/Llama-3.1-8B
19,fuck,2.95e-06,0.0461,tracked,base,meta-llama/Llama-3.1-8B
19,kiss,2.1e-06,-0.2939,tracked,base,meta-llama/Llama-3.1-8B
19,said,5.82e-06,0.7251,tracked,base,meta-llama/Llama-3.1-8B
19,the,0.00015399,4.0,tracked,base,meta-llama/Llama-3.1-8B
19,scream,1.6e-07,-2.8828,tracked,base,meta-llama/Llama-3.1-8B
20,slowly,0.04323365,9.6562,top_k,base,meta-llama/Llama-3.1-8B
20,und,0.02521797,9.1172,top_k,base,meta-llama/Llama-3.1-8B
20,pper,0.01788221,8.7734,top_k,base,meta-llama/Llama-3.1-8B
20,rough,0.01459504,8.5703,top_k,base,meta-llama/Llama-3.1-8B
20,hem,0.0098755,8.1797,top_k,base,meta-llama/Llama-3.1-8B
20,kill,5.8e-07,-1.5635,tracked,base,meta-llama/Llama-3.1-8B
20,fuck,7.3e-07,-1.3311,tracked,base,meta-llama/Llama-3.1-8B
20,kiss,5.7e-06,0.7222,tracked,base,meta-llama/Llama-3.1-8B
20,said,9.12e-06,1.1924,tracked,base,meta-llama/Llama-3.1-8B
20,the,0.00023962,4.4609,tracked,base,meta-llama/Llama-3.1-8B
20,scream,1.1e-07,-3.2383,tracked,base,meta-llama/Llama-3.1-8B
21,slowly,0.04944716,9.8281,top_k,base,meta-llama/Llama-3.1-8B
21,rough,0.03850949,9.5781,top_k,base,meta-llama/Llama-3.1-8B
21,und,0.0169555,8.7578,top_k,base,meta-llama/Llama-3.1-8B
21,removed,0.01221259,8.4297,top_k,base,meta-llama/Llama-3.1-8B
21,kill,9.1e-07,-1.0771,tracked,base,meta-llama/Llama-3.1-8B
21,fuck,3.5e-07,-2.0391,tracked,base,meta-llama/Llama-3.1-8B
21,kiss,3.16e-06,0.1687,tracked,base,meta-llama/Llama-3.1-8B
21,said,7.9e-06,1.0859,tracked,base,meta-llama/Llama-3.1-8B
21,the,0.00013889,3.9531,tracked,base,meta-llama/Llama-3.1-8B
21,scream,5e-08,-3.8984,tracked,base,meta-llama/Llama-3.1-8B
22,slowly,0.05725008,10.2109,top_k,base,meta-llama/Llama-3.1-8B
22,rough,0.04709263,10.0156,top_k,base,meta-llama/Llama-3.1-8B
22,und,0.02041314,9.1797,top_k,base,meta-llama/Llama-3.1-8B
22,pant,0.01172228,8.625,top_k,base,meta-llama/Llama-3.1-8B
22,remove,0.01026437,8.4922,top_k,base,meta-llama/Llama-3.1-8B
22,kill,5.5e-07,-1.3477,tracked,base,meta-llama/Llama-3.1-8B
22,fuck,7.3e-07,-1.0576,tracked,base,meta-llama/Llama-3.1-8B
22,kiss,9.3e-07,-0.8125,tracked,base,meta-llama/Llama-3.1-8B
22,said,3.88e-06,0.6108,tracked,base,meta-llama/Llama-3.1-8B
22,the,3.746e-05,2.8789,tracked,base,meta-llama/Llama-3.1-8B
22,scream,9e-08,-3.1348,tracked,base,meta-llama/Llama-3.1-8B
23,slowly,0.07845835,10.7031,top_k,base,meta-llama/Llama-3.1-8B
23,rough,0.04232511,10.0859,top_k,base,meta-llama/Llama-3.1-8B
23,und,0.022655,9.4609,top_k,base,meta-llama/Llama-3.1-8B
23,removed,0.01644576,9.1406,top_k,base,meta-llama/Llama-3.1-8B
23,mm,0.01497404,9.0469,top_k,base,meta-llama/Llama-3.1-8B
23,kill,4.1e-07,-1.4707,tracked,base,meta-llama/Llama-3.1-8B
23,fuck,1.3e-06,-0.301,tracked,base,meta-llama/Llama-3.1-8B
23,kiss,0.00026791,5.0234,tracked,base,meta-llama/Llama-3.1-8B
23,said,3.65e-06,0.728,tracked,base,meta-llama/Llama-3.1-8B
23,the,1.816e-05,2.332,tracked,base,meta-llama/Llama-3.1-8B
23,scream,4e-08,-3.8691,tracked,base,meta-llama/Llama-3.1-8B
24,remove,0.0756223,10.8906,top_k,base,meta-llama/Llama-3.1-8B
24,removed,0.06993919,10.8125,top_k,base,meta-llama/Llama-3.1-8B
24,und,0.06172112,10.6875,top_k,base,meta-llama/Llama-3.1-8B
24,slowly,0.02654593,9.8438,top_k,base,meta-llama/Llama-3.1-8B
24,removes,0.02099955,9.6094,top_k,base,meta-llama/Llama-3.1-8B
24,kill,2.1e-07,-1.8848,tracked,base,meta-llama/Llama-3.1-8B
24,fuck,1.82e-06,0.2583,tracked,base,meta-llama/Llama-3.1-8B
24,kiss,0.00011915,4.4375,tracked,base,meta-llama/Llama-3.1-8B
24,said,5.11e-06,1.2891,tracked,base,meta-llama/Llama-3.1-8B
24,the,4.514e-05,3.4668,tracked,base,meta-llama/Llama-3.1-8B
24,scream,2e-08,-4.2109,tracked,base,meta-llama/Llama-3.1-8B
25,und,0.30131444,13.3906,top_k,base,meta-llama/Llama-3.1-8B
25,unt,0.13370748,12.5781,top_k,base,meta-llama/Llama-3.1-8B
25,unb,0.12174204,12.4844,top_k,base,meta-llama/Llama-3.1-8B
25,un,0.10014227,12.2891,top_k,base,meta-llama/Llama-3.1-8B
25,removed,0.02002971,10.6797,top_k,base,meta-llama/Llama-3.1-8B
25,kill,9e-08,-1.6475,tracked,base,meta-llama/Llama-3.1-8B
25,fuck,2.45e-06,1.6699,tracked,base,meta-llama/Llama-3.1-8B
25,kiss,4.485e-05,4.5781,tracked,base,meta-llama/Llama-3.1-8B
25,said,1.24e-06,0.9927,tracked,base,meta-llama/Llama-3.1-8B
25,the,3.06e-06,1.8916,tracked,base,meta-llama/Llama-3.1-8B
25,scream,1e-08,-4.25,tracked,base,meta-llama/Llama-3.1-8B
26,und,0.47334385,15.1094,top_k,base,meta-llama/Llama-3.1-8B
26,removed,0.11874871,13.7266,top_k,base,meta-llama/Llama-3.1-8B
26,remove,0.07489387,13.2656,top_k,base,meta-llama/Llama-3.1-8B
26,unb,0.04950183,12.8516,top_k,base,meta-llama/Llama-3.1-8B
26,roughly,0.03271871,12.4375,top_k,base,meta-llama/Llama-3.1-8B
26,kill,4e-08,-1.208,tracked,base,meta-llama/Llama-3.1-8B
26,fuck,1.96e-06,2.7148,tracked,base,meta-llama/Llama-3.1-8B
26,kiss,1.443e-05,4.7109,tracked,base,meta-llama/Llama-3.1-8B
26,said,3.8e-07,1.0732,tracked,base,meta-llama/Llama-3.1-8B
26,the,1.34e-06,2.332,tracked,base,meta-llama/Llama-3.1-8B
26,scream,0.0,-3.8711,tracked,base,meta-llama/Llama-3.1-8B
27,und,0.64264476,15.6953,top_k,base,meta-llama/Llama-3.1-8B
27,unb,0.06264395,13.3672,top_k,base,meta-llama/Llama-3.1-8B
27,removed,0.05400246,13.2188,top_k,base,meta-llama/Llama-3.1-8B
27,remove,0.03569345,12.8047,top_k,base,meta-llama/Llama-3.1-8B
27,ca,0.02652512,12.5078,top_k,base,meta-llama/Llama-3.1-8B
27,kill,4e-08,-0.8745,tracked,base,meta-llama/Llama-3.1-8B
27,fuck,1.89e-06,2.957,tracked,base,meta-llama/Llama-3.1-8B
27,kiss,2.525e-05,5.5508,tracked,base,meta-llama/Llama-3.1-8B
27,said,1.6e-07,0.467,tracked,base,meta-llama/Llama-3.1-8B
27,the,6.7e-07,1.915,tracked,base,meta-llama/Llama-3.1-8B
27,scream,0.0,-3.9766,tracked,base,meta-llama/Llama-3.1-8B
28,und,0.59148854,14.4531,top_k,base,meta-llama/Llama-3.1-8B
28,remove,0.04705853,11.9219,top_k,base,meta-llama/Llama-3.1-8B
28,removed,0.04420741,11.8594,top_k,base,meta-llama/Llama-3.1-8B
28,removes,0.03442876,11.6094,top_k,base,meta-llama/Llama-3.1-8B
28,unb,0.03086174,11.5,top_k,base,meta-llama/Llama-3.1-8B
28,kill,1.2e-07,-0.9668,tracked,base,meta-llama/Llama-3.1-8B
28,fuck,1.045e-05,3.5098,tracked,base,meta-llama/Llama-3.1-8B
28,kiss,0.00015514,6.207,tracked,base,meta-llama/Llama-3.1-8B
28,said,6e-07,0.645,tracked,base,meta-llama/Llama-3.1-8B
28,the,2.78e-06,2.1855,tracked,base,meta-llama/Llama-3.1-8B
28,scream,1e-08,-3.5996,tracked,base,meta-llama/Llama-3.1-8B
29,und,0.42178887,13.8828,top_k,base,meta-llama/Llama-3.1-8B
29,remove,0.07272552,12.125,top_k,base,meta-llama/Llama-3.1-8B
29,removed,0.05238223,11.7969,top_k,base,meta-llama/Llama-3.1-8B
29,removes,0.04551047,11.6562,top_k,base,meta-llama/Llama-3.1-8B
29,roughly,0.03832366,11.4844,top_k,base,meta-llama/Llama-3.1-8B
29,kill,2.7e-07,-0.3701,tracked,base,meta-llama/Llama-3.1-8B
29,fuck,1.454e-05,3.6074,tracked,base,meta-llama/Llama-3.1-8B
29,kiss,0.0003277,6.7227,tracked,base,meta-llama/Llama-3.1-8B
29,said,5e-07,0.2336,tracked,base,meta-llama/Llama-3.1-8B
29,the,2.91e-06,1.999,tracked,base,meta-llama/Llama-3.1-8B
29,scream,3e-08,-2.6621,tracked,base,meta-llama/Llama-3.1-8B
30,und,0.50695002,14.2578,top_k,base,meta-llama/Llama-3.1-8B
30,remove,0.07594238,12.3594,top_k,base,meta-llama/Llama-3.1-8B
30,ca,0.05343214,12.0078,top_k,base,meta-llama/Llama-3.1-8B
30,un,0.03643755,11.625,top_k,base,meta-llama/Llama-3.1-8B
30,roughly,0.02815676,11.3672,top_k,base,meta-llama/Llama-3.1-8B
30,kill,6.7e-07,0.7139,tracked,base,meta-llama/Llama-3.1-8B
30,fuck,1.474e-05,3.8125,tracked,base,meta-llama/Llama-3.1-8B
30,kiss,0.0017583,8.5938,tracked,base,meta-llama/Llama-3.1-8B
30,said,4.4e-07,0.2932,tracked,base,meta-llama/Llama-3.1-8B
30,the,3.31e-06,2.3184,tracked,base,meta-llama/Llama-3.1-8B
30,scream,6e-08,-1.6309,tracked,base,meta-llama/Llama-3.1-8B
31,und,0.42119792,15.2266,top_k,base,meta-llama/Llama-3.1-8B
31,remove,0.14901401,14.1875,top_k,base,meta-llama/Llama-3.1-8B
31,unb,0.14330536,14.1484,top_k,base,meta-llama/Llama-3.1-8B
31,roughly,0.02214896,12.2812,top_k,base,meta-llama/Llama-3.1-8B
31,fond,0.02097021,12.2266,top_k,base,meta-llama/Llama-3.1-8B
31,kill,1e-06,2.2715,tracked,base,meta-llama/Llama-3.1-8B
31,fuck,0.00021211,7.6328,tracked,base,meta-llama/Llama-3.1-8B
31,kiss,0.00160446,9.6562,tracked,base,meta-llama/Llama-3.1-8B
31,said,6e-08,-0.519,tracked,base,meta-llama/Llama-3.1-8B
31,the,7.7e-07,2.0195,tracked,base,meta-llama/Llama-3.1-8B
31,scream,7.1e-07,1.9336,tracked,base,meta-llama/Llama-3.1-8B
32,kiss,0.28567889,18.1406,top_k,base,meta-llama/Llama-3.1-8B
32,und,0.11542471,17.2344,top_k,base,meta-llama/Llama-3.1-8B
32,take,0.0745238,16.7969,top_k,base,meta-llama/Llama-3.1-8B
32,remove,0.06374358,16.6406,top_k,base,meta-llama/Llama-3.1-8B
32,rip,0.03988971,16.1719,top_k,base,meta-llama/Llama-3.1-8B
32,kill,2.367e-05,8.7422,tracked,base,meta-llama/Llama-3.1-8B
32,fuck,0.00201727,13.1875,tracked,base,meta-llama/Llama-3.1-8B
32,said,7e-07,5.2188,tracked,base,meta-llama/Llama-3.1-8B
32,the,5.546e-05,9.5938,tracked,base,meta-llama/Llama-3.1-8B
32,scream,0.0001496,10.5859,tracked,base,meta-llama/Llama-3.1-8B
0,tem,0.0278574,9.2969,top_k,ego,allenai/Llama-3.1-Tulu-3-8B-SFT
