word,pos,pos_name,prob_mean,prob_std,n_families,prompt_key
all,0,BASE,0.043087272727272724,0.0205500494407722,11,institutional_labor_worker_1
all,1,SFT,0.044059666666666664,0.023146492327492444,6,institutional_labor_worker_1
all,2,ALIGNED,0.03186909090909091,0.023480436309636775,11,institutional_labor_worker_1
allow,0,BASE,0.00027759999999999997,0.00021240480220559982,5,institutional_labor_worker_1
allow,1,SFT,0.00017900000000000001,3.160696125855822e-05,3,institutional_labor_worker_1
allow,2,ALIGNED,0.0002476,0.0002061123480046744,5,institutional_labor_worker_1
almost,0,BASE,0.00011466666666666667,2.2143471573656492e-05,3,institutional_labor_worker_1
almost,1,SFT,2.8e-05,,1,institutional_labor_worker_1
almost,2,ALIGNED,6.333333333333333e-05,3.317127271199183e-05,3,institutional_labor_worker_1
already,0,BASE,0.000370875,0.0001810480895074171,8,institutional_labor_worker_1
already,1,SFT,0.000129,7.98707288894582e-05,4,institutional_labor_worker_1
already,2,ALIGNED,0.000219,0.00016312746987730617,8,institutional_labor_worker_1
also,0,BASE,0.0025038181818181817,0.002031814697170085,11,institutional_labor_worker_1
also,1,SFT,0.004996833333333333,0.003775451836094147,6,institutional_labor_worker_1
also,2,ALIGNED,0.001971090909090909,0.002001261574834507,11,institutional_labor_worker_1
always,0,BASE,0.0006276363636363636,0.0005013478378785078,11,institutional_labor_worker_1
always,1,SFT,0.00041466666666666664,0.0002086036113461765,6,institutional_labor_worker_1
always,2,ALIGNED,0.0005927272727272727,0.0009863415322198584,11,institutional_labor_worker_1
and,0,BASE,0.00017427272727272726,9.245008481239041e-05,11,institutional_labor_worker_1
and,1,SFT,0.00010350000000000001,8.491348538365387e-05,6,institutional_labor_worker_1
and,2,ALIGNED,8.936363636363635e-05,6.506653936897632e-05,11,institutional_labor_worker_1
anticipate,0,BASE,3.6e-05,1.555634918610404e-05,2,institutional_labor_worker_1
anticipate,1,SFT,6.1000000000000005e-05,6.929646455628166e-05,2,institutional_labor_worker_1
anticipate,2,ALIGNED,9.8e-05,0.00012445079348883236,2,institutional_labor_worker_1
apologize,0,BASE,8.566666666666666e-05,6.395571384429488e-05,3,institutional_labor_worker_1
apologize,1,SFT,1.6e-05,,1,institutional_labor_worker_1
apologize,2,ALIGNED,0.00025133333333333333,0.0002081641980104488,3,institutional_labor_worker_1
appeal,0,BASE,0.000446,0.00042371334649736963,9,institutional_labor_worker_1
appeal,1,SFT,0.0011884999999999999,0.001978326742477086,6,institutional_labor_worker_1
appeal,2,ALIGNED,0.0012608888888888889,0.0019047368876333318,9,institutional_labor_worker_1
appealing,0,BASE,2e-06,,1,institutional_labor_worker_1
appealing,1,SFT,7e-05,,1,institutional_labor_worker_1
appealing,2,ALIGNED,9e-05,,1,institutional_labor_worker_1
appear,0,BASE,2.7e-05,,1,institutional_labor_worker_1
appear,1,SFT,3.2e-05,,1,institutional_labor_worker_1
appear,2,ALIGNED,8e-06,,1,institutional_labor_worker_1
apply,0,BASE,0.000481,0.00038891078668506997,11,institutional_labor_worker_1
apply,1,SFT,0.0005313333333333333,0.0004164798514534247,6,institutional_labor_worker_1
apply,2,ALIGNED,0.0004363636363636363,0.0003781429022809427,11,institutional_labor_worker_1
appreciate,0,BASE,0.0001055,0.00011242997820866105,2,institutional_labor_worker_1
appreciate,1,SFT,2.6000000000000002e-05,2.4041630560342614e-05,2,institutional_labor_worker_1
appreciate,2,ALIGNED,7e-06,1.4142135623730947e-06,2,institutional_labor_worker_1
approach,0,BASE,5.775000000000001e-05,6.0505509391018825e-05,4,institutional_labor_worker_1
approach,1,SFT,3.4e-05,2.9698484809834997e-05,2,institutional_labor_worker_1
approach,2,ALIGNED,0.00010275,8.578412829111611e-05,4,institutional_labor_worker_1
are,0,BASE,9.9e-05,,1,institutional_labor_worker_1
are,1,SFT,4.6e-05,,1,institutional_labor_worker_1
are,2,ALIGNED,0.0,,1,institutional_labor_worker_1
argue,0,BASE,0.00010499999999999999,4.6920144927312404e-05,5,institutional_labor_worker_1
argue,1,SFT,0.000147,9.951381813597548e-05,3,institutional_labor_worker_1
argue,2,ALIGNED,0.00016099999999999998,0.00015352524222420232,5,institutional_labor_worker_1
as,0,BASE,0.00015216666666666666,8.703198645708754e-05,6,institutional_labor_worker_1
as,1,SFT,0.000128,7.384217403805678e-05,4,institutional_labor_worker_1
as,2,ALIGNED,0.00010816666666666668,4.798923490395181e-05,6,institutional_labor_worker_1
ask,0,BASE,0.001289090909090909,0.000583249767174485,11,institutional_labor_worker_1
ask,1,SFT,0.001122,0.0002749952726866409,6,institutional_labor_worker_1
ask,2,ALIGNED,0.0012481818181818182,0.0007860168978058701,11,institutional_labor_worker_1
assert,0,BASE,4e-06,,1,institutional_labor_worker_1
assert,1,SFT,2.6e-05,,1,institutional_labor_worker_1
assert,2,ALIGNED,6.5e-05,,1,institutional_labor_worker_1
assume,0,BASE,0.00019460000000000001,0.00011694571390179292,5,institutional_labor_worker_1
assume,1,SFT,0.00011,5.4000000000000005e-05,3,institutional_labor_worker_1
assume,2,ALIGNED,0.0001816,0.0002835697445074139,5,institutional_labor_worker_1
at,0,BASE,0.004604272727272727,0.0020091821764543446,11,institutional_labor_worker_1
at,1,SFT,0.0065385,0.0035016967173071966,6,institutional_labor_worker_1
at,2,ALIGNED,0.005481363636363637,0.0036618981218140756,11,institutional_labor_worker_1
attempt,0,BASE,4.0333333333333336e-05,2.6006409466386038e-05,3,institutional_labor_worker_1
attempt,1,SFT,7.400000000000001e-05,5.091168824543142e-05,2,institutional_labor_worker_1
attempt,2,ALIGNED,8.9e-05,4.2930175867331356e-05,3,institutional_labor_worker_1
attend,0,BASE,2.3e-05,,1,institutional_labor_worker_1
attend,1,SFT,2.2e-05,,1,institutional_labor_worker_1
attend,2,ALIGNED,1.7e-05,,1,institutional_labor_worker_1
automatically,0,BASE,0.00011716666666666666,8.536841726696511e-05,6,institutional_labor_worker_1
automatically,1,SFT,0.00015425,0.000133012217483959,4,institutional_labor_worker_1
automatically,2,ALIGNED,0.00016516666666666668,0.00018460164318517502,6,institutional_labor_worker_1
ave,0,BASE,9.3e-05,,1,institutional_labor_worker_1
ave,2,ALIGNED,3e-05,,1,institutional_labor_worker_1
average,0,BASE,0.000112,,1,institutional_labor_worker_1
average,1,SFT,9e-06,,1,institutional_labor_worker_1
average,2,ALIGNED,0.0,,1,institutional_labor_worker_1
avoid,0,BASE,0.00017057142857142857,0.00012852218633742726,7,institutional_labor_worker_1
avoid,1,SFT,0.00023075,0.00014566485506119862,4,institutional_labor_worker_1
avoid,2,ALIGNED,0.00028942857142857145,0.00037657883510311494,7,institutional_labor_worker_1
b,0,BASE,0.000276,,1,institutional_labor_worker_1
b,1,SFT,0.000282,,1,institutional_labor_worker_1
b,2,ALIGNED,0.0,,1,institutional_labor_worker_1
back,0,BASE,0.000114,6.788225099390857e-05,2,institutional_labor_worker_1
back,2,ALIGNED,7.45e-05,7.42462120245875e-05,2,institutional_labor_worker_1
bail,0,BASE,0.000276,,1,institutional_labor_worker_1
bail,1,SFT,0.000282,,1,institutional_labor_worker_1
bail,2,ALIGNED,0.0,,1,institutional_labor_worker_1
ban,0,BASE,1.1e-05,,1,institutional_labor_worker_1
ban,1,SFT,0.000265,,1,institutional_labor_worker_1
ban,2,ALIGNED,0.0,,1,institutional_labor_worker_1
band,0,BASE,0.0013961666666666669,0.001701011512796626,6,institutional_labor_worker_1
band,1,SFT,0.002366333333333333,0.00300537923286452,3,institutional_labor_worker_1
band,2,ALIGNED,0.0012126666666666666,0.0017789770843568127,6,institutional_labor_worker_1
basically,0,BASE,0.00021,,1,institutional_labor_worker_1
basically,2,ALIGNED,0.000156,,1,institutional_labor_worker_1
be,0,BASE,0.15021354545454546,0.0384609664552612,11,institutional_labor_worker_1
be,1,SFT,0.19543566666666667,0.095364442345492,6,institutional_labor_worker_1
be,2,ALIGNED,0.16006018181818182,0.06744472841196437,11,institutional_labor_worker_1
because,0,BASE,3.6e-05,5.656854249492383e-06,2,institutional_labor_worker_1
because,1,SFT,9.7e-05,9.192388155425118e-05,2,institutional_labor_worker_1
because,2,ALIGNED,5.25e-05,5.020458146424487e-05,2,institutional_labor_worker_1
become,0,BASE,0.00021,2.673574386472162e-05,6,institutional_labor_worker_1
become,1,SFT,9.325e-05,4.8286471535341384e-05,4,institutional_labor_worker_1
become,2,ALIGNED,0.00010566666666666667,7.845678215850219e-05,6,institutional_labor_worker_1
been,0,BASE,0.000341625,0.00032027619219310435,8,institutional_labor_worker_1
been,1,SFT,6.725000000000001e-05,1.8661457606521523e-05,4,institutional_labor_worker_1
been,2,ALIGNED,8.875e-05,9.809725494921573e-05,8,institutional_labor_worker_1
begin,0,BASE,0.00010300000000000001,4.813868852942852e-05,7,institutional_labor_worker_1
begin,1,SFT,0.0001376,5.7112170331725265e-05,5,institutional_labor_worker_1
begin,2,ALIGNED,9.1e-05,5.8386642307979996e-05,7,institutional_labor_worker_1
belong,0,BASE,2e-05,,1,institutional_labor_worker_1
belong,1,SFT,4.1e-05,,1,institutional_labor_worker_1
belong,2,ALIGNED,3.2e-05,,1,institutional_labor_worker_1
benefit,0,BASE,0.000104,,1,institutional_labor_worker_1
benefit,1,SFT,9.2e-05,,1,institutional_labor_worker_1
benefit,2,ALIGNED,0.000105,,1,institutional_labor_worker_1
better,0,BASE,0.000244,,1,institutional_labor_worker_1
better,2,ALIGNED,0.00018,,1,institutional_labor_worker_1
bill,0,BASE,7.233333333333333e-05,3.2316146634976975e-05,3,institutional_labor_worker_1
bill,1,SFT,0.00010400000000000001,8.48528137423858e-06,2,institutional_labor_worker_1
bill,2,ALIGNED,7.966666666666667e-05,6.373643646559896e-05,3,institutional_labor_worker_1
blame,0,BASE,9.48e-05,5.8486750636362084e-05,5,institutional_labor_worker_1
blame,1,SFT,4.8e-05,1.1313708498984758e-05,2,institutional_labor_worker_1
blame,2,ALIGNED,0.00012619999999999998,0.000140225532625125,5,institutional_labor_worker_1
bond,0,BASE,7e-06,,1,institutional_labor_worker_1
bond,1,SFT,5.6e-05,,1,institutional_labor_worker_1
bond,2,ALIGNED,2.5e-05,,1,institutional_labor_worker_1
both,0,BASE,0.000322,0.00028437862085606925,11,institutional_labor_worker_1
both,1,SFT,0.00037549999999999997,0.0004765042497187197,6,institutional_labor_worker_1
both,2,ALIGNED,0.00023009090909090907,0.00031864445846286254,11,institutional_labor_worker_1
bounce,0,BASE,1.7e-05,,1,institutional_labor_worker_1
bounce,1,SFT,8.5e-05,,1,institutional_labor_worker_1
bounce,2,ALIGNED,8.3e-05,,1,institutional_labor_worker_1
boycott,0,BASE,0.000533,0.000496544727760417,4,institutional_labor_worker_1
boycott,1,SFT,0.000232,0.0001571909666615738,3,institutional_labor_worker_1
boycott,2,ALIGNED,0.00021375,0.00017302287902663818,4,institutional_labor_worker_1
brainstorm,0,BASE,8e-06,,1,institutional_labor_worker_1
brainstorm,1,SFT,2.8e-05,,1,institutional_labor_worker_1
brainstorm,2,ALIGNED,2.4e-05,,1,institutional_labor_worker_1
break,0,BASE,0.00016219999999999999,9.600624979656271e-05,5,institutional_labor_worker_1
break,1,SFT,0.0001945,0.00020859650045003153,2,institutional_labor_worker_1
break,2,ALIGNED,0.0001314,8.387073387064166e-05,5,institutional_labor_worker_1
bring,0,BASE,0.0004479090909090909,0.0003136167899030454,11,institutional_labor_worker_1
bring,1,SFT,0.0005666666666666666,0.00032079443054184513,6,institutional_labor_worker_1
bring,2,ALIGNED,0.0003322727272727273,0.00020293156033948534,11,institutional_labor_worker_1
build,0,BASE,0.00016975,0.00010701768879155311,8,institutional_labor_worker_1
build,1,SFT,0.0001786,0.00018972690900344105,5,institutional_labor_worker_1
build,2,ALIGNED,9.675000000000001e-05,7.541835699237005e-05,8,institutional_labor_worker_1
burn,0,BASE,0.000116,0.0,2,institutional_labor_worker_1
burn,1,SFT,2.2e-05,,1,institutional_labor_worker_1
burn,2,ALIGNED,2.7e-05,1.5556349186104048e-05,2,institutional_labor_worker_1
but,0,BASE,0.00010466666666666666,8.203860879691546e-05,3,institutional_labor_worker_1
but,1,SFT,2.45e-05,2.050609665440988e-05,2,institutional_labor_worker_1
but,2,ALIGNED,3.1e-05,3.195309061734092e-05,3,institutional_labor_worker_1
buy,0,BASE,0.0003407,0.00021380263484500528,10,institutional_labor_worker_1
buy,1,SFT,0.0002326666666666667,0.00011640733081153722,6,institutional_labor_worker_1
buy,2,ALIGNED,0.00024910000000000004,0.0003172417409834687,10,institutional_labor_worker_1
by,0,BASE,0.00012183333333333333,4.9648430656634726e-05,6,institutional_labor_worker_1
by,1,SFT,7.900000000000001e-05,5.25642464038057e-05,3,institutional_labor_worker_1
by,2,ALIGNED,6.3e-05,5.22226004714434e-05,6,institutional_labor_worker_1
calculate,0,BASE,0.000363,0.00017677669529663685,2,institutional_labor_worker_1
calculate,1,SFT,0.000198,,1,institutional_labor_worker_1
calculate,2,ALIGNED,0.0008025,0.0006668016946589142,2,institutional_labor_worker_1
call,0,BASE,0.0017110909090909093,0.000920087436556489,11,institutional_labor_worker_1
call,1,SFT,0.0024533333333333334,0.0018847489664851039,6,institutional_labor_worker_1
call,2,ALIGNED,0.001475,0.0011887373132866653,11,institutional_labor_worker_1
cancel,0,BASE,0.000136,3.608323710533743e-05,4,institutional_labor_worker_1
cancel,1,SFT,0.000107,0.0001131370849898476,2,institutional_labor_worker_1
cancel,2,ALIGNED,0.00010225,5.8414467386085096e-05,4,institutional_labor_worker_1
care,0,BASE,0.00019620000000000003,0.00015665790755656098,5,institutional_labor_worker_1
care,1,SFT,8.333333333333333e-05,6.253265813423681e-05,3,institutional_labor_worker_1
care,2,ALIGNED,9.340000000000001e-05,8.481627202371017e-05,5,institutional_labor_worker_1
carefully,0,BASE,3e-06,,1,institutional_labor_worker_1
carefully,1,SFT,5e-06,,1,institutional_labor_worker_1
carefully,2,ALIGNED,1.9e-05,,1,institutional_labor_worker_1
carry,0,BASE,0.000148,,1,institutional_labor_worker_1
carry,2,ALIGNED,0.000152,,1,institutional_labor_worker_1
celebrate,0,BASE,0.000121875,7.299400660328216e-05,8,institutional_labor_worker_1
celebrate,1,SFT,0.00019099999999999998,0.00010679263395322106,4,institutional_labor_worker_1
celebrate,2,ALIGNED,0.00019287499999999999,0.00013245100172193058,8,institutional_labor_worker_1
certainly,0,BASE,0.000209375,0.0001284377976187028,8,institutional_labor_worker_1
certainly,1,SFT,0.00033025,0.0004020409390431112,4,institutional_labor_worker_1
certainly,2,ALIGNED,0.00041650000000000004,0.0008163092901240665,8,institutional_labor_worker_1
challenge,0,BASE,9.175e-05,6.635779639844246e-05,8,institutional_labor_worker_1
challenge,1,SFT,0.0002692,0.0002204692722353843,5,institutional_labor_worker_1
challenge,2,ALIGNED,0.0002475,0.0003093948009536406,8,institutional_labor_worker_1
change,0,BASE,0.0003732222222222222,0.00032844739981379735,9,institutional_labor_worker_1
change,1,SFT,0.00035883333333333335,0.00028954544836116254,6,institutional_labor_worker_1
change,2,ALIGNED,0.00020644444444444445,0.0002650269378342092,9,institutional_labor_worker_1
charge,0,BASE,0.0002099,0.0001378215029183279,10,institutional_labor_worker_1
charge,1,SFT,0.00036983333333333334,0.0003213654721133972,6,institutional_labor_worker_1
charge,2,ALIGNED,0.0001438,0.00014756151259728942,10,institutional_labor_worker_1
chat,0,BASE,5.5e-05,,1,institutional_labor_worker_1
chat,2,ALIGNED,0.000103,,1,institutional_labor_worker_1
check,0,BASE,0.0001939090909090909,0.00016600388823485705,11,institutional_labor_worker_1
check,1,SFT,0.00021116666666666666,0.00013754041830191832,6,institutional_labor_worker_1
check,2,ALIGNED,0.00032763636363636366,0.000530723331450064,11,institutional_labor_worker_1
choose,0,BASE,0.000187,,1,institutional_labor_worker_1
choose,1,SFT,0.000155,,1,institutional_labor_worker_1
choose,2,ALIGNED,0.000128,,1,institutional_labor_worker_1
claim,0,BASE,0.000183,9.166787877986485e-05,9,institutional_labor_worker_1
claim,1,SFT,0.0004196,0.00035912226330318207,5,institutional_labor_worker_1
claim,2,ALIGNED,0.0004262222222222222,0.0004596791755610041,9,institutional_labor_worker_1
clarify,0,BASE,6.5e-05,7.353910524340095e-05,2,institutional_labor_worker_1
clarify,1,SFT,0.0001135,4.596194077712559e-05,2,institutional_labor_worker_1
clarify,2,ALIGNED,0.000107,6.929646455628165e-05,2,institutional_labor_worker_1
classify,0,BASE,3.5499999999999996e-05,2.3334523779156068e-05,2,institutional_labor_worker_1
classify,1,SFT,0.0001935,7.071067811865359e-07,2,institutional_labor_worker_1
classify,2,ALIGNED,6.75e-05,9.404520189781082e-05,2,institutional_labor_worker_1
clearly,0,BASE,0.00011366666666666666,3.172275734127369e-05,3,institutional_labor_worker_1
clearly,1,SFT,6.2e-05,,1,institutional_labor_worker_1
clearly,2,ALIGNED,0.000131,9.24067097130939e-05,3,institutional_labor_worker_1
close,0,BASE,0.00012914285714285713,8.64666189374616e-05,7,institutional_labor_worker_1
close,1,SFT,8.733333333333335e-05,4.734272207354931e-05,3,institutional_labor_worker_1
close,2,ALIGNED,0.000146,0.00014072668545801823,7,institutional_labor_worker_1
collaborate,0,BASE,0.000102,0.0,2,institutional_labor_worker_1
collaborate,1,SFT,8.8e-05,,1,institutional_labor_worker_1
collaborate,2,ALIGNED,0.0001285,1.7677669529663695e-05,2,institutional_labor_worker_1
collect,0,BASE,0.00042179999999999995,0.0002975394651694684,10,institutional_labor_worker_1
collect,1,SFT,0.0009782,0.0007401372845628033,5,institutional_labor_worker_1
collect,2,ALIGNED,0.0005845000000000001,0.0007467126845938359,10,institutional_labor_worker_1
collective,0,BASE,1e-05,,1,institutional_labor_worker_1
collective,1,SFT,3.3e-05,,1,institutional_labor_worker_1
collective,2,ALIGNED,8.2e-05,,1,institutional_labor_worker_1
collectively,0,BASE,0.0006656,0.0004832430260461316,10,institutional_labor_worker_1
collectively,1,SFT,0.0007776666666666666,0.0004810449736424513,6,institutional_labor_worker_1
collectively,2,ALIGNED,0.0007231,0.0005023702596469836,10,institutional_labor_worker_1
combine,0,BASE,7.333333333333333e-05,4.099186911246343e-05,3,institutional_labor_worker_1
combine,1,SFT,8.7e-05,6.505382386916237e-05,2,institutional_labor_worker_1
combine,2,ALIGNED,4.933333333333334e-05,6.205105424836338e-05,3,institutional_labor_worker_1
come,0,BASE,0.0005257272727272728,0.00028310955155525603,11,institutional_labor_worker_1
come,1,SFT,0.0005808333333333333,0.00024548842471014117,6,institutional_labor_worker_1
come,2,ALIGNED,0.0003155454545454546,0.0002469900255623144,11,institutional_labor_worker_1
communicate,0,BASE,0.0001045,0.00011410667523564665,4,institutional_labor_worker_1
communicate,1,SFT,0.00011466666666666667,7.0938940881108e-05,3,institutional_labor_worker_1
communicate,2,ALIGNED,0.00010224999999999999,6.0439363552792866e-05,4,institutional_labor_worker_1
compare,0,BASE,2.7000000000000002e-05,1.835755975068582e-05,3,institutional_labor_worker_1
compare,1,SFT,0.00018099999999999998,0.00016546298679765212,2,institutional_labor_worker_1
compare,2,ALIGNED,0.00012566666666666667,0.00011905600922814998,3,institutional_labor_worker_1
compensate,0,BASE,0.00027874999999999997,0.00022385169942024861,4,institutional_labor_worker_1
compensate,1,SFT,0.0001975,6.57609306503489e-05,2,institutional_labor_worker_1
compensate,2,ALIGNED,0.00041775,0.0004643219967508181,4,institutional_labor_worker_1
complain,0,BASE,0.0001938888888888889,9.700959288189551e-05,9,institutional_labor_worker_1
complain,1,SFT,0.00021250000000000002,0.00016823168548165952,6,institutional_labor_worker_1
complain,2,ALIGNED,0.000144,0.0001448171260590404,9,institutional_labor_worker_1
comply,0,BASE,0.0001095,9.90370301116372e-05,4,institutional_labor_worker_1
comply,1,SFT,0.00015666666666666666,9.776672917374975e-05,3,institutional_labor_worker_1
comply,2,ALIGNED,0.00012649999999999998,5.991382700735004e-05,4,institutional_labor_worker_1
concentrate,0,BASE,7e-06,,1,institutional_labor_worker_1
concentrate,1,SFT,8e-06,,1,institutional_labor_worker_1
concentrate,2,ALIGNED,4e-05,,1,institutional_labor_worker_1
conduct,0,BASE,3.8e-05,,1,institutional_labor_worker_1
conduct,2,ALIGNED,6.4e-05,,1,institutional_labor_worker_1
connect,0,BASE,1.3e-05,,1,institutional_labor_worker_1
connect,1,SFT,2.8e-05,,1,institutional_labor_worker_1
connect,2,ALIGNED,4e-05,,1,institutional_labor_worker_1
consider,0,BASE,0.0018173636363636365,0.0018754365503917893,11,institutional_labor_worker_1
consider,1,SFT,0.0030156666666666665,0.002999751967524426,6,institutional_labor_worker_1
consider,2,ALIGNED,0.005283272727272728,0.006157057756605976,11,institutional_labor_worker_1
consolidate,0,BASE,4.7e-05,,1,institutional_labor_worker_1
consolidate,1,SFT,5e-05,,1,institutional_labor_worker_1
consolidate,2,ALIGNED,4.6e-05,,1,institutional_labor_worker_1
consult,0,BASE,0.00013755555555555556,7.765808250129394e-05,9,institutional_labor_worker_1
consult,1,SFT,0.0003251666666666667,0.0002579476044987948,6,institutional_labor_worker_1
consult,2,ALIGNED,0.005060666666666667,0.0143892715156119,9,institutional_labor_worker_1
contact,0,BASE,0.0006913,0.0005971396728478932,10,institutional_labor_worker_1
contact,1,SFT,0.0007015,0.000329756728513612,6,institutional_labor_worker_1
contact,2,ALIGNED,0.006927499999999999,0.019772744137378152,10,institutional_labor_worker_1
contest,0,BASE,8.785714285714286e-05,9.004152481203433e-05,7,institutional_labor_worker_1
contest,1,SFT,0.0001105,8.058329024473168e-05,4,institutional_labor_worker_1
contest,2,ALIGNED,0.00024057142857142856,0.00016631181271220348,7,institutional_labor_worker_1
continue,0,BASE,0.0003424545454545455,0.00015399309311547944,11,institutional_labor_worker_1
