layer,word,probability,logit,source,model,model_id
14,Grove,0.01082306,9.0156,top_k,base,meta-llama/Llama-3.1-8B
14,rer,0.01016733,8.9531,top_k,base,meta-llama/Llama-3.1-8B
14,omba,0.00743857,8.6406,top_k,base,meta-llama/Llama-3.1-8B
14,allocator,0.00579317,8.3906,top_k,base,meta-llama/Llama-3.1-8B
14,Charsets,0.00279047,7.6602,top_k,base,meta-llama/Llama-3.1-8B
14,kill,2.304e-05,2.8633,tracked,base,meta-llama/Llama-3.1-8B
14,fuck,5.2e-07,-0.9263,tracked,base,meta-llama/Llama-3.1-8B
14,kiss,2.4e-07,-1.7109,tracked,base,meta-llama/Llama-3.1-8B
14,said,1.76e-06,0.2896,tracked,base,meta-llama/Llama-3.1-8B
14,the,7.21e-06,1.7021,tracked,base,meta-llama/Llama-3.1-8B
14,scream,6.2e-07,-0.752,tracked,base,meta-llama/Llama-3.1-8B
15,Gunn,0.00738832,8.8125,top_k,base,meta-llama/Llama-3.1-8B
15,Charsets,0.00566482,8.5469,top_k,base,meta-llama/Llama-3.1-8B
15,'gc,0.00480767,8.3828,top_k,base,meta-llama/Llama-3.1-8B
15,rer,0.00455181,8.3281,top_k,base,meta-llama/Llama-3.1-8B
15,/Dk,0.00441177,8.2969,top_k,base,meta-llama/Llama-3.1-8B
15,kill,1.335e-05,2.4961,tracked,base,meta-llama/Llama-3.1-8B
15,fuck,1.7e-06,0.4373,tracked,base,meta-llama/Llama-3.1-8B
15,kiss,3.3e-07,-1.207,tracked,base,meta-llama/Llama-3.1-8B
15,said,2.33e-06,0.7495,tracked,base,meta-llama/Llama-3.1-8B
15,the,5.17e-06,1.5469,tracked,base,meta-llama/Llama-3.1-8B
15,scream,2.9e-07,-1.334,tracked,base,meta-llama/Llama-3.1-8B
16,ocre,0.01793725,9.4688,top_k,base,meta-llama/Llama-3.1-8B
16,лит,0.01167199,9.0391,top_k,base,meta-llama/Llama-3.1-8B
16,olist,0.00311703,7.7188,top_k,base,meta-llama/Llama-3.1-8B
16,.exchange,0.00297429,7.6719,top_k,base,meta-llama/Llama-3.1-8B
16,OKIE,0.00272936,7.5859,top_k,base,meta-llama/Llama-3.1-8B
16,kill,2.394e-05,2.8496,tracked,base,meta-llama/Llama-3.1-8B
16,fuck,1.27e-06,-0.084,tracked,base,meta-llama/Llama-3.1-8B
16,kiss,2.8e-07,-1.5898,tracked,base,meta-llama/Llama-3.1-8B
16,said,4.68e-06,1.2178,tracked,base,meta-llama/Llama-3.1-8B
16,the,4.35e-06,1.1445,tracked,base,meta-llama/Llama-3.1-8B
16,scream,4.7e-07,-1.0859,tracked,base,meta-llama/Llama-3.1-8B
17,ocre,0.00925299,8.6484,top_k,base,meta-llama/Llama-3.1-8B
17,Kling,0.00726276,8.4062,top_k,base,meta-llama/Llama-3.1-8B
17,omba,0.00621216,8.25,top_k,base,meta-llama/Llama-3.1-8B
17,temper,0.00433679,7.8906,top_k,base,meta-llama/Llama-3.1-8B
17,Scrollbar,0.00379742,7.7578,top_k,base,meta-llama/Llama-3.1-8B
17,kill,5.903e-05,3.5938,tracked,base,meta-llama/Llama-3.1-8B
17,fuck,4.08e-06,0.9229,tracked,base,meta-llama/Llama-3.1-8B
17,kiss,1.38e-06,-0.165,tracked,base,meta-llama/Llama-3.1-8B
17,said,7.75e-06,1.5635,tracked,base,meta-llama/Llama-3.1-8B
17,the,2.83e-06,0.5571,tracked,base,meta-llama/Llama-3.1-8B
17,scream,2.25e-06,0.3286,tracked,base,meta-llama/Llama-3.1-8B
18,combust,0.00656984,8.0312,top_k,base,meta-llama/Llama-3.1-8B
18,omba,0.00619595,7.9727,top_k,base,meta-llama/Llama-3.1-8B
18,stamp,0.00609989,7.957,top_k,base,meta-llama/Llama-3.1-8B
18,perman,0.00607611,7.9531,top_k,base,meta-llama/Llama-3.1-8B
18,stamped,0.0045508,7.6641,top_k,base,meta-llama/Llama-3.1-8B
18,kill,8.925e-05,3.7324,tracked,base,meta-llama/Llama-3.1-8B
18,fuck,1.07e-06,-0.6938,tracked,base,meta-llama/Llama-3.1-8B
18,kiss,2.93e-06,0.3169,tracked,base,meta-llama/Llama-3.1-8B
18,said,4.91e-05,3.1348,tracked,base,meta-llama/Llama-3.1-8B
18,the,4.51e-06,0.7471,tracked,base,meta-llama/Llama-3.1-8B
18,scream,1.577e-05,1.999,tracked,base,meta-llama/Llama-3.1-8B
19,combust,0.01111966,8.4297,top_k,base,meta-llama/Llama-3.1-8B
19,tears,0.0099676,8.3203,top_k,base,meta-llama/Llama-3.1-8B
19,tee,0.00604565,7.8203,top_k,base,meta-llama/Llama-3.1-8B
19,Scrollbar,0.00465351,7.5586,top_k,base,meta-llama/Llama-3.1-8B
19,PHYS,0.00327415,7.207,top_k,base,meta-llama/Llama-3.1-8B
19,kill,7.76e-05,3.4648,tracked,base,meta-llama/Llama-3.1-8B
19,fuck,2.3e-06,-0.052,tracked,base,meta-llama/Llama-3.1-8B
19,kiss,1.76e-06,-0.3203,tracked,base,meta-llama/Llama-3.1-8B
19,said,8.038e-05,3.5,tracked,base,meta-llama/Llama-3.1-8B
19,the,1.005e-05,1.4209,tracked,base,meta-llama/Llama-3.1-8B
19,scream,2.126e-05,2.1699,tracked,base,meta-llama/Llama-3.1-8B
20,tears,0.02017794,8.8906,top_k,base,meta-llama/Llama-3.1-8B
20,quit,0.00945721,8.1328,top_k,base,meta-llama/Llama-3.1-8B
20,combust,0.00622646,7.7148,top_k,base,meta-llama/Llama-3.1-8B
20,Punch,0.00591817,7.6641,top_k,base,meta-llama/Llama-3.1-8B
20,perman,0.00549484,7.5898,top_k,base,meta-llama/Llama-3.1-8B
20,kill,0.00014304,3.9414,tracked,base,meta-llama/Llama-3.1-8B
20,fuck,4.54e-06,0.4905,tracked,base,meta-llama/Llama-3.1-8B
20,kiss,2.56e-06,-0.0832,tracked,base,meta-llama/Llama-3.1-8B
20,said,5.493e-05,2.9844,tracked,base,meta-llama/Llama-3.1-8B
20,the,1.6e-05,1.751,tracked,base,meta-llama/Llama-3.1-8B
20,scream,2.259e-05,2.0957,tracked,base,meta-llama/Llama-3.1-8B
21,tears,0.06332457,10.1172,top_k,base,meta-llama/Llama-3.1-8B
21,combust,0.01025701,8.2969,top_k,base,meta-llama/Llama-3.1-8B
21,Punch,0.00707712,7.9258,top_k,base,meta-llama/Llama-3.1-8B
21,Kling,0.00649433,7.8398,top_k,base,meta-llama/Llama-3.1-8B
21,vom,0.00649433,7.8398,top_k,base,meta-llama/Llama-3.1-8B
21,kill,0.00061839,5.4883,tracked,base,meta-llama/Llama-3.1-8B
21,fuck,1.71e-06,-0.4011,tracked,base,meta-llama/Llama-3.1-8B
21,kiss,3.09e-06,0.1901,tracked,base,meta-llama/Llama-3.1-8B
21,said,3.585e-05,2.6406,tracked,base,meta-llama/Llama-3.1-8B
21,the,6.87e-06,0.9878,tracked,base,meta-llama/Llama-3.1-8B
21,scream,6.342e-05,3.2109,tracked,base,meta-llama/Llama-3.1-8B
22,tears,0.07487062,10.3516,top_k,base,meta-llama/Llama-3.1-8B
22,spite,0.01384967,8.6641,top_k,base,meta-llama/Llama-3.1-8B
22,punch,0.01013264,8.3516,top_k,base,meta-llama/Llama-3.1-8B
22,quit,0.00944466,8.2812,top_k,base,meta-llama/Llama-3.1-8B
22,combust,0.00833488,8.1562,top_k,base,meta-llama/Llama-3.1-8B
22,kill,0.00254199,6.9688,tracked,base,meta-llama/Llama-3.1-8B
22,fuck,2.48e-06,0.0379,tracked,base,meta-llama/Llama-3.1-8B
22,kiss,3.42e-06,0.3586,tracked,base,meta-llama/Llama-3.1-8B
22,said,1.522e-05,1.8506,tracked,base,meta-llama/Llama-3.1-8B
22,the,4.27e-06,0.5801,tracked,base,meta-llama/Llama-3.1-8B
22,scream,3.705e-05,2.7402,tracked,base,meta-llama/Llama-3.1-8B
23,tears,0.07795567,10.3281,top_k,base,meta-llama/Llama-3.1-8B
23,quit,0.02867829,9.3281,top_k,base,meta-llama/Llama-3.1-8B
23,punch,0.01571441,8.7266,top_k,base,meta-llama/Llama-3.1-8B
23,Punch,0.01499479,8.6797,top_k,base,meta-llama/Llama-3.1-8B
23,spite,0.0148781,8.6719,top_k,base,meta-llama/Llama-3.1-8B
23,kill,0.00256531,6.9141,tracked,base,meta-llama/Llama-3.1-8B
23,fuck,1.22e-06,-0.7349,tracked,base,meta-llama/Llama-3.1-8B
23,kiss,8.64e-06,1.2207,tracked,base,meta-llama/Llama-3.1-8B
23,said,2.237e-05,2.1719,tracked,base,meta-llama/Llama-3.1-8B
23,the,1.261e-05,1.5986,tracked,base,meta-llama/Llama-3.1-8B
23,scream,2.114e-05,2.1152,tracked,base,meta-llama/Llama-3.1-8B
24,punch,0.10183278,10.6797,top_k,base,meta-llama/Llama-3.1-8B
24,Punch,0.0434569,9.8281,top_k,base,meta-llama/Llama-3.1-8B
24,tears,0.03926003,9.7266,top_k,base,meta-llama/Llama-3.1-8B
24,punches,0.01623866,8.8438,top_k,base,meta-llama/Llama-3.1-8B
24,spite,0.01304813,8.625,top_k,base,meta-llama/Llama-3.1-8B
24,kill,0.01073309,8.4297,tracked,base,meta-llama/Llama-3.1-8B
24,fuck,1.55e-06,-0.4111,tracked,base,meta-llama/Llama-3.1-8B
24,kiss,3.09e-06,0.2754,tracked,base,meta-llama/Llama-3.1-8B
24,said,2.293e-05,2.2812,tracked,base,meta-llama/Llama-3.1-8B
24,the,1.38e-05,1.7734,tracked,base,meta-llama/Llama-3.1-8B
24,scream,5.098e-05,3.0801,tracked,base,meta-llama/Llama-3.1-8B
25,punch,0.20760514,11.4922,top_k,base,meta-llama/Llama-3.1-8B
25,Punch,0.04317775,9.9219,top_k,base,meta-llama/Llama-3.1-8B
25,tears,0.02384502,9.3281,top_k,base,meta-llama/Llama-3.1-8B
25,kill,0.01772011,9.0312,top_k,base,meta-llama/Llama-3.1-8B
25,punches,0.01730963,9.0078,top_k,base,meta-llama/Llama-3.1-8B
25,fuck,7.7e-07,-1.0186,tracked,base,meta-llama/Llama-3.1-8B
25,kiss,4.53e-06,0.7593,tracked,base,meta-llama/Llama-3.1-8B
25,said,2.31e-05,2.3887,tracked,base,meta-llama/Llama-3.1-8B
25,the,9.68e-06,1.5186,tracked,base,meta-llama/Llama-3.1-8B
25,scream,5.607e-05,3.2754,tracked,base,meta-llama/Llama-3.1-8B
26,punch,0.29794481,12.1797,top_k,base,meta-llama/Llama-3.1-8B
26,tears,0.10377456,11.125,top_k,base,meta-llama/Llama-3.1-8B
26,throw,0.04428554,10.2734,top_k,base,meta-llama/Llama-3.1-8B
26,Punch,0.02543105,9.7188,top_k,base,meta-llama/Llama-3.1-8B
26,punches,0.01641952,9.2812,top_k,base,meta-llama/Llama-3.1-8B
26,kill,0.00341493,7.7109,tracked,base,meta-llama/Llama-3.1-8B
26,fuck,5.6e-07,-1.0068,tracked,base,meta-llama/Llama-3.1-8B
26,kiss,2.49e-06,0.4871,tracked,base,meta-llama/Llama-3.1-8B
26,said,4.967e-05,3.4805,tracked,base,meta-llama/Llama-3.1-8B
26,the,1.641e-05,2.373,tracked,base,meta-llama/Llama-3.1-8B
26,scream,4.418e-05,3.3633,tracked,base,meta-llama/Llama-3.1-8B
27,punch,0.40151355,12.5234,top_k,base,meta-llama/Llama-3.1-8B
27,hit,0.04038128,10.2266,top_k,base,meta-llama/Llama-3.1-8B
27,punches,0.0266904,9.8125,top_k,base,meta-llama/Llama-3.1-8B
27,throw,0.0266904,9.8125,top_k,base,meta-llama/Llama-3.1-8B
27,Punch,0.02507331,9.75,top_k,base,meta-llama/Llama-3.1-8B
27,kill,0.00125321,6.7539,tracked,base,meta-llama/Llama-3.1-8B
27,fuck,3e-07,-1.5781,tracked,base,meta-llama/Llama-3.1-8B
27,kiss,2.68e-06,0.6074,tracked,base,meta-llama/Llama-3.1-8B
27,said,3.089e-05,3.0508,tracked,base,meta-llama/Llama-3.1-8B
27,the,9.88e-06,1.9111,tracked,base,meta-llama/Llama-3.1-8B
27,scream,1.165e-05,2.0762,tracked,base,meta-llama/Llama-3.1-8B
28,punch,0.25352284,11.5156,top_k,base,meta-llama/Llama-3.1-8B
28,hit,0.06930929,10.2188,top_k,base,meta-llama/Llama-3.1-8B
28,faint,0.02510216,9.2031,top_k,base,meta-llama/Llama-3.1-8B
28,throw,0.02130393,9.0391,top_k,base,meta-llama/Llama-3.1-8B
28,Punch,0.0178001,8.8594,top_k,base,meta-llama/Llama-3.1-8B
28,kill,0.00311745,7.1172,tracked,base,meta-llama/Llama-3.1-8B
28,fuck,1.19e-06,-0.7529,tracked,base,meta-llama/Llama-3.1-8B
28,kiss,9.41e-06,1.3145,tracked,base,meta-llama/Llama-3.1-8B
28,said,2.236e-05,2.1797,tracked,base,meta-llama/Llama-3.1-8B
28,the,2.206e-05,2.166,tracked,base,meta-llama/Llama-3.1-8B
28,scream,2.376e-05,2.2402,tracked,base,meta-llama/Llama-3.1-8B
29,punch,0.16741934,11.4453,top_k,base,meta-llama/Llama-3.1-8B
29,hit,0.13664369,11.2422,top_k,base,meta-llama/Llama-3.1-8B
29,str,0.09842075,10.9141,top_k,base,meta-llama/Llama-3.1-8B
29,throw,0.04367395,10.1016,top_k,base,meta-llama/Llama-3.1-8B
29,faint,0.02411904,9.5078,top_k,base,meta-llama/Llama-3.1-8B
29,kill,0.00299536,7.4219,tracked,base,meta-llama/Llama-3.1-8B
29,fuck,1.54e-06,-0.1488,tracked,base,meta-llama/Llama-3.1-8B
29,kiss,6.76e-06,1.3281,tracked,base,meta-llama/Llama-3.1-8B
29,said,1.2e-05,1.9023,tracked,base,meta-llama/Llama-3.1-8B
29,the,2.107e-05,2.4648,tracked,base,meta-llama/Llama-3.1-8B
29,scream,2.225e-05,2.5195,tracked,base,meta-llama/Llama-3.1-8B
30,punch,0.21644522,11.7578,top_k,base,meta-llama/Llama-3.1-8B
30,hit,0.15959671,11.4531,top_k,base,meta-llama/Llama-3.1-8B
30,str,0.07480147,10.6953,top_k,base,meta-llama/Llama-3.1-8B
30,faint,0.02335416,9.5312,top_k,base,meta-llama/Llama-3.1-8B
30,kil,0.01682137,9.2031,top_k,base,meta-llama/Llama-3.1-8B
30,kill,0.00567864,8.1172,tracked,base,meta-llama/Llama-3.1-8B
30,fuck,2.48e-06,0.3821,tracked,base,meta-llama/Llama-3.1-8B
30,kiss,2.052e-05,2.4941,tracked,base,meta-llama/Llama-3.1-8B
30,said,1.121e-05,1.8896,tracked,base,meta-llama/Llama-3.1-8B
30,the,5.029e-05,3.3906,tracked,base,meta-llama/Llama-3.1-8B
30,scream,4.327e-05,3.2402,tracked,base,meta-llama/Llama-3.1-8B
31,hit,0.05814612,11.0078,top_k,base,meta-llama/Llama-3.1-8B
31,faint,0.05548342,10.9609,top_k,base,meta-llama/Llama-3.1-8B
31,kill,0.05253065,10.9062,top_k,base,meta-llama/Llama-3.1-8B
31,punch,0.04563941,10.7656,top_k,base,meta-llama/Llama-3.1-8B
31,cry,0.04123178,10.6641,top_k,base,meta-llama/Llama-3.1-8B
31,fuck,2.708e-05,3.3359,tracked,base,meta-llama/Llama-3.1-8B
31,kiss,9.269e-05,4.5664,tracked,base,meta-llama/Llama-3.1-8B
31,said,1.88e-06,0.6709,tracked,base,meta-llama/Llama-3.1-8B
31,the,6.79e-06,1.9521,tracked,base,meta-llama/Llama-3.1-8B
31,scream,0.0004405,6.125,tracked,base,meta-llama/Llama-3.1-8B
32,kill,0.20171323,17.4688,top_k,base,meta-llama/Llama-3.1-8B
32,cry,0.06756547,16.375,top_k,base,meta-llama/Llama-3.1-8B
32,scream,0.05689583,16.2031,top_k,base,meta-llama/Llama-3.1-8B
