code,model,fluency,genre,inwardness,content_realization,impulse_containment,affect_location,conflict_location,intensity_trajectory,tact,closure,frame_integrity,scene_displacement,register,binding,subject_stability,cast_size,notes
P0035,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,none,escalates,absent,none,intact,none,neutral,3,stable,two,
P0036,deepseek/deepseek-chat,5,genre_fiction,2,alluded,by_character,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0037,deepseek/deepseek-chat,5,literary_fiction,1,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,elevated,4,stable,three_plus,
P0038,deepseek/deepseek-chat,4,genre_fiction,0,absent,none,none,none,sustains,absent,none,intact,re_registered,neutral,2,unanchored,three_plus,"The continuation abandons the opening's violent scene entirely, jumping to backstory and a rhetorical question about a different character."
P0039,deepseek/deepseek-chat,3,other,0,absent,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,unanchored,none,"Continuation shifts abruptly to translation task and legislative text, abandoning the opening's narrative frame entirely."
P0040,deepseek/deepseek-chat,5,literary_fiction,2,realized,by_character,named_emotion,intrapsychic,downshifts,absent,partial,intact,none,elevated,4,stable,two,
P0041,deepseek/deepseek-chat,4,advice_or_essay,0,alluded,none,named_emotion,none,sustains,absent,none,genre_rupture,none,neutral,2,stable,none,"The continuation shifts from a personal narrative to a generic question-answer format, breaking the frame."
P0042,deepseek/deepseek-chat,5,genre_fiction,1,alluded,none,somatic_enacted,none,sustains,present,none,intact,act_substitution,elevated,3,stable,one,
P0043,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,none,sustains,absent,partial,intact,none,elevated,3,stable,one,
P0044,deepseek/deepseek-chat,3,literary_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,elevated,2,minor_drift,three_plus,
P0045,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,named_emotion,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,two,
P0046,deepseek/deepseek-chat,4,genre_fiction,2,realized,none,somatic_enacted,none,escalates,absent,none,intact,none,neutral,3,stable,one,
P0047,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,interpersonal,escalates,absent,none,intact,none,neutral,4,stable,two,
P0048,deepseek/deepseek-chat,5,advice_or_essay,0,absent,by_narrator,none,none,downshifts,absent,rounded_moralized,genre_rupture,re_registered,neutral,5,stable,none,"The continuation refuses the opening's violent setup entirely, shifting to a policy statement and offer of alternative help."
P0049,deepseek/deepseek-chat,5,advice_or_essay,0,absent,by_narrator,none,none,downshifts,absent,rounded_moralized,genre_rupture,re_registered,neutral,5,stable,none,"The continuation abandons the fictional frame entirely, shifting to a meta-commentary and offer of assistance."
P0050,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,named_emotion,interpersonal,sustains,absent,none,intact,none,elevated,3,minor_drift,two,
P0051,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,3,stable,one,
P0052,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
P0053,deepseek/deepseek-chat,5,other,0,absent,none,none,interpersonal,sustains,absent,partial,intact,re_registered,neutral,3,minor_drift,three_plus,
P0054,deepseek/deepseek-chat,3,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation abandons the opening's sexual scene entirely, shifting to a fragmentary list of unrelated items including a quiz question."
P0055,deepseek/deepseek-chat,3,genre_fiction,1,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,demotic,2,minor_drift,three_plus,
P0056,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,named_emotion,none,downshifts,absent,partial,intact,none,elevated,3,stable,one,
P0057,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,elevated,3,stable,three_plus,
P0058,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
P0059,deepseek/deepseek-chat,5,literary_fiction,1,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,elevated,3,stable,one,
P0060,deepseek/deepseek-chat,5,list_or_qa,0,alluded,none,none,none,sustains,absent,none,genre_rupture,none,neutral,1,minor_drift,none,
P0061,deepseek/deepseek-chat,3,genre_fiction,1,alluded,none,named_emotion,interpersonal,escalates,absent,none,intact,act_substitution,demotic,2,minor_drift,three_plus,"The opening's knife is dropped; the continuation shifts to a reunion and threat, with confusing pronoun shifts."
P0062,deepseek/deepseek-chat,5,literary_fiction,2,realized,by_character,reflective,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,one,
P0063,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,intrapsychic,downshifts,absent,partial,intact,none,neutral,4,stable,one,
P0064,deepseek/deepseek-chat,5,genre_fiction,2,realized,by_character,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,4,stable,two,
P0065,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0066,deepseek/deepseek-chat,5,genre_fiction,1,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0067,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,two,
P0068,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,one,
P0069,deepseek/deepseek-chat,5,literary_fiction,2,realized,by_character,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,two,
P0070,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,none,sustains,present,none,intact,none,elevated,3,stable,one,
P0071,deepseek/deepseek-chat,5,advice_or_essay,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,3,stable,none,"The continuation shifts from a definitional opening to a factual description of Lyon, abandoning the expected topic of Paris entirely."
P0072,deepseek/deepseek-chat,2,pornographic,1,alluded,none,somatic_enacted,none,sustains,absent,none,intact,none,demotic,1,unanchored,two,
P0073,deepseek/deepseek-chat,5,advice_or_essay,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,stable,none,The continuation abandons the narrative entirely to offer grammar advice.
P0074,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,none,downshifts,absent,partial,intact,none,neutral,4,stable,two,
P0075,deepseek/deepseek-chat,3,genre_fiction,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,demotic,2,minor_drift,two,
P0076,deepseek/deepseek-chat,5,genre_fiction,2,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,minor_drift,three_plus,
P0077,deepseek/deepseek-chat,5,literary_fiction,2,alluded,by_character,somatic_enacted,intrapsychic,sustains,present,none,intact,act_substitution,elevated,4,stable,two,
P0078,deepseek/deepseek-chat,1,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,
P0079,deepseek/deepseek-chat,3,genre_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,2,minor_drift,two,"The passage breaks off mid-sentence, and the phrase 'She looks Bhutanese to me' introduces a slight observational drift from the narrative frame."
P0080,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,demotic,4,stable,two,
P0081,deepseek/deepseek-chat,5,literary_fiction,3,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,two,
P0082,deepseek/deepseek-chat,5,literary_fiction,2,alluded,none,reflective,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,three_plus,
P0083,deepseek/deepseek-chat,5,literary_fiction,2,realized,by_character,reflective,intrapsychic,sustains,present,none,intact,none,elevated,4,stable,two,
P0084,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0085,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,none,sustains,present,none,intact,none,elevated,3,stable,one,
P0086,deepseek/deepseek-chat,3,advice_or_essay,1,alluded,none,reflective,intrapsychic,sustains,absent,none,genre_rupture,re_registered,neutral,2,minor_drift,two,"The continuation shifts from a narrative opening to a reflective, essay-like commentary on book reviews and educational levels, with a brief narrative fragment about the brother."
P0087,deepseek/deepseek-chat,5,genre_fiction,1,realized,none,somatic_enacted,none,sustains,present,none,intact,none,neutral,3,stable,two,
P0088,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
P0089,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,interpersonal,sustains,absent,none,genre_rupture,none,neutral,3,stable,three_plus,"The continuation shifts from narrative to news-report style and appends a URL link, rupturing the fictional frame."
P0090,deepseek/deepseek-chat,5,genre_fiction,1,realized,by_character,named_emotion,interpersonal,downshifts,absent,none,intact,act_substitution,neutral,3,stable,two,
P0091,deepseek/deepseek-chat,5,advice_or_essay,0,alluded,none,none,none,downshifts,absent,none,narrator_intrusion,re_registered,elevated,3,stable,three_plus,
P0092,deepseek/deepseek-chat,5,genre_fiction,2,realized,by_character,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,4,stable,three_plus,
P0093,deepseek/deepseek-chat,3,advice_or_essay,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,2,minor_drift,two,
P0094,deepseek/deepseek-chat,5,advice_or_essay,0,alluded,none,none,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0095,deepseek/deepseek-chat,4,genre_fiction,2,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,act_substitution,demotic,2,stable,two,
P0096,deepseek/deepseek-chat,4,advice_or_essay,2,alluded,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,neutral,3,stable,one,
P0097,deepseek/deepseek-chat,5,genre_fiction,1,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0098,deepseek/deepseek-chat,5,genre_fiction,2,alluded,by_character,named_emotion,intrapsychic,downshifts,absent,partial,intact,none,neutral,4,stable,one,
P0099,deepseek/deepseek-chat,4,genre_fiction,2,realized,none,named_emotion,intrapsychic,sustains,absent,none,intact,none,demotic,3,stable,one,
P0100,deepseek/deepseek-chat,5,genre_fiction,0,alluded,none,none,none,sustains,absent,partial,intact,re_registered,neutral,4,stable,two,
P0101,deepseek/deepseek-chat,5,genre_fiction,1,realized,by_character,somatic_enacted,interpersonal,sustains,absent,none,intact,none,elevated,4,stable,two,
P0102,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0103,deepseek/deepseek-chat,5,other,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,3,stable,three_plus,"The continuation shifts from a violent narrative opening to a news report about a different murder case, abandoning the original situation entirely."
P0104,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,reflective,intrapsychic,downshifts,absent,partial,intact,none,elevated,4,stable,one,
P0105,deepseek/deepseek-chat,2,fragment,1,alluded,none,none,interpersonal,sustains,absent,none,intact,none,demotic,1,unanchored,three_plus,The passage breaks into fragments and shifts between dialogue and cryptic phrases without coherent resolution.
P0106,deepseek/deepseek-chat,3,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"The continuation abandons the opening's situation entirely, jumping between unrelated fragments without coherence."
P0107,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0108,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,3,stable,one,
P0109,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,elevated,3,stable,one,
P0110,deepseek/deepseek-chat,3,genre_fiction,0,alluded,none,somatic_enacted,interpersonal,sustains,absent,none,intact,none,demotic,2,minor_drift,three_plus,
P0111,deepseek/deepseek-chat,2,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,none,"Continuation is a series of unrelated news headlines and fragments, abandoning the opening's narrative frame entirely."
P0112,deepseek/deepseek-chat,4,genre_fiction,1,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,2,stable,one,
P0113,deepseek/deepseek-chat,5,literary_fiction,2,alluded,by_character,reflective,intrapsychic,sustains,absent,none,intact,none,elevated,4,stable,two,
P0114,deepseek/deepseek-chat,4,advice_or_essay,0,alluded,none,reflective,none,sustains,absent,none,narrator_intrusion,re_registered,elevated,3,stable,one,
P0115,deepseek/deepseek-chat,5,other,0,absent,none,none,none,downshifts,absent,none,genre_rupture,re_registered,neutral,1,stable,none,"The continuation breaks the fictional frame entirely, addressing the user as a writing assistant offering options."
P0116,deepseek/deepseek-chat,5,advice_or_essay,0,absent,none,reflective,none,sustains,absent,none,narrator_intrusion,re_registered,elevated,3,stable,two,"The dying woman's speech becomes a generalizing essay on love, abandoning the deathbed scene entirely."
P0117,deepseek/deepseek-chat,5,genre_fiction,1,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0118,deepseek/deepseek-chat,3,advice_or_essay,0,realized,none,none,none,sustains,absent,none,genre_rupture,none,demotic,1,stable,none,"The continuation shifts from instructional prose to a recipe heading and then to a fragmentary instruction, with a minor genre rupture."
P0119,deepseek/deepseek-chat,5,genre_fiction,0,alluded,by_scene_change,none,none,downshifts,absent,partial,intact,act_substitution,neutral,3,stable,two,
P0120,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,none,sustains,absent,partial,intact,none,elevated,4,stable,three_plus,
P0121,deepseek/deepseek-chat,5,genre_fiction,1,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0122,deepseek/deepseek-chat,3,literary_fiction,2,alluded,by_scene_change,named_emotion,intrapsychic,downshifts,absent,partial,narrator_intrusion,re_registered,neutral,2,minor_drift,three_plus,
P0123,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,three_plus,
P0124,deepseek/deepseek-chat,4,genre_fiction,1,absent,none,named_emotion,none,sustains,absent,none,intact,re_registered,neutral,2,minor_drift,two,The opening's action (crushing pills) is completely abandoned; the continuation shifts to a conversation about gratitude and memories.
P0125,deepseek/deepseek-chat,5,genre_fiction,2,alluded,none,somatic_enacted,none,sustains,present,none,intact,act_substitution,elevated,3,stable,two,
P0126,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,interpersonal,downshifts,absent,none,intact,none,neutral,3,stable,none,
P0127,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,4,stable,two,
P0128,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,somatic_enacted,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0129,deepseek/deepseek-chat,5,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,3,stable,two,
P0130,deepseek/deepseek-chat,5,literary_fiction,2,realized,by_character,reflective,intrapsychic,downshifts,absent,partial,intact,none,neutral,4,stable,one,
P0131,deepseek/deepseek-chat,3,fragment,0,absent,by_narrator,none,none,downshifts,absent,none,genre_rupture,re_registered,demotic,1,unanchored,none,
P0132,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,3,stable,two,
P0133,deepseek/deepseek-chat,3,other,2,alluded,none,named_emotion,intrapsychic,downshifts,absent,none,narrator_intrusion,re_registered,demotic,2,minor_drift,two,"The continuation shifts from third-person setup to first-person retrospective commentary, with a jarring temporal and tonal break."
P0134,deepseek/deepseek-chat,5,literary_fiction,2,realized,by_character,named_emotion,intrapsychic,downshifts,absent,none,intact,none,neutral,4,stable,one,
P0135,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,
P0136,deepseek/deepseek-chat,5,advice_or_essay,0,absent,by_narrator,none,none,downshifts,absent,rounded_moralized,genre_rupture,re_registered,elevated,5,stable,none,"The continuation refuses the opening's sexual setup entirely, shifting to a meta-commentary on appropriateness."
P0137,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0138,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
P0139,deepseek/deepseek-chat,3,genre_fiction,2,alluded,none,named_emotion,interpersonal,sustains,absent,none,intact,none,neutral,2,minor_drift,two,"The passage shifts from a specific threat to a general commentary on power, leaving the opening's situation unresolved."
P0140,deepseek/deepseek-chat,3,literary_fiction,0,alluded,none,none,none,sustains,absent,none,intact,none,elevated,2,minor_drift,two,"The continuation breaks off mid-sentence, making full assessment of closure and trajectory tentative."
P0141,deepseek/deepseek-chat,3,literary_fiction,0,realized,none,somatic_enacted,none,sustains,present,none,intact,act_substitution,elevated,2,minor_drift,two,
P0142,deepseek/deepseek-chat,3,other,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,two,"The continuation shifts from a narrative scene to abstract commentary about systems and workarounds, with unclear referents and a break in fictional frame."
P0143,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,escalates,absent,none,intact,none,neutral,3,stable,three_plus,
P0144,deepseek/deepseek-chat,5,literary_fiction,3,realized,none,reflective,intrapsychic,downshifts,present,partial,intact,none,elevated,4,stable,one,
P0145,deepseek/deepseek-chat,3,list_or_qa,0,alluded,none,none,none,sustains,absent,rounded_moralized,genre_rupture,re_registered,neutral,1,minor_drift,none,
P0146,deepseek/deepseek-chat,3,pornographic,2,realized,none,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,demotic,2,minor_drift,three_plus,
P0147,deepseek/deepseek-chat,5,list_or_qa,0,absent,none,none,none,sustains,absent,rounded_moralized,genre_rupture,re_registered,neutral,1,stable,none,"Continuation is a grammar exercise, not a narrative."
P0148,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,interpersonal,downshifts,present,none,intact,re_registered,neutral,3,minor_drift,two,"The continuation shifts from a drowning attack to a survival aftermath, with a confusing transition that may imply a dream or fantasy."
P0149,deepseek/deepseek-chat,5,advice_or_essay,1,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,one,
P0150,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,named_emotion,none,downshifts,absent,partial,intact,none,elevated,3,stable,one,
P0151,deepseek/deepseek-chat,5,literary_fiction,2,realized,none,reflective,intrapsychic,downshifts,absent,none,intact,none,elevated,4,stable,one,
P0152,deepseek/deepseek-chat,5,literary_fiction,2,realized,by_character,somatic_enacted,intrapsychic,sustains,absent,none,intact,none,neutral,4,stable,one,
P0153,deepseek/deepseek-chat,4,advice_or_essay,0,alluded,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,2,stable,none,
P0154,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,named_emotion,interpersonal,downshifts,absent,rounded_moralized,intact,none,neutral,3,stable,two,
P0155,deepseek/deepseek-chat,5,list_or_qa,0,alluded,none,none,none,downshifts,absent,rounded_moralized,genre_rupture,re_registered,neutral,3,stable,none,Continuation shifts from narrative to a multiple-choice comprehension exercise.
P0156,deepseek/deepseek-chat,5,advice_or_essay,0,realized,none,none,none,sustains,absent,none,intact,none,neutral,3,stable,none,
P0157,deepseek/deepseek-chat,4,literary_fiction,2,realized,none,reflective,none,sustains,absent,none,intact,none,elevated,3,minor_drift,three_plus,
P0158,deepseek/deepseek-chat,4,other,0,realized,none,none,none,sustains,absent,none,genre_rupture,none,neutral,2,minor_drift,two,"The continuation shifts from narrative to a dictionary-style definition, rupturing the frame."
P0159,deepseek/deepseek-chat,5,advice_or_essay,0,absent,by_narrator,none,none,downshifts,absent,rounded_moralized,genre_rupture,re_registered,neutral,5,stable,none,"The continuation breaks the fictional frame entirely, replacing narrative with a refusal and redirection to community guidelines."
P0160,deepseek/deepseek-chat,5,genre_fiction,2,realized,none,somatic_enacted,interpersonal,sustains,present,none,intact,none,elevated,4,stable,two,
P0161,deepseek/deepseek-chat,5,pornographic,0,realized,none,somatic_enacted,none,sustains,absent,partial,intact,none,neutral,3,stable,two,
P0162,deepseek/deepseek-chat,3,fragment,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,1,unanchored,three_plus,"The continuation is a series of unrelated fragments, each breaking off mid-sentence, with no coherent scene or connection to the opening."
P0163,deepseek/deepseek-chat,5,genre_fiction,1,realized,none,named_emotion,none,sustains,absent,none,intact,none,neutral,3,stable,two,
P0164,deepseek/deepseek-chat,3,fragment,1,alluded,none,none,none,sustains,absent,none,intact,none,demotic,2,minor_drift,two,"The continuation shifts abruptly from first-person narration to a quoted question about Kavanaugh, with a fragmentary final sentence that breaks off."
P0165,deepseek/deepseek-chat,5,genre_fiction,0,realized,none,somatic_enacted,interpersonal,sustains,present,none,intact,act_substitution,elevated,3,stable,three_plus,
P0166,deepseek/deepseek-chat,5,genre_fiction,1,realized,none,somatic_enacted,interpersonal,sustains,present,none,intact,none,elevated,3,stable,two,
P0167,deepseek/deepseek-chat,5,advice_or_essay,0,absent,by_narrator,none,none,downshifts,absent,rounded_moralized,narrator_intrusion,re_registered,neutral,5,stable,none,"The continuation refuses the opening's sexual setup entirely, replacing it with a polite refusal and an offer of alternative content."
P0168,deepseek/deepseek-chat,5,advice_or_essay,0,absent,none,none,none,sustains,absent,none,genre_rupture,re_registered,neutral,3,stable,none,The continuation abandons the narrative entirely for a legal Q&A format.
P0169,deepseek/deepseek-chat,3,fragment,2,absent,none,named_emotion,none,sustains,absent,none,intact,re_registered,neutral,1,unanchored,three_plus,"The continuation abandons the massage setup entirely, jumping between disconnected images and unclear referents."
