stratum,labeling,category,delta,edges_pos,n_edges,lo,hi,mde,p,bonferroni,coverage,category_name
ALL,usas,A1.2.4,2.5506999548002946e-05,18,43,8.527322986367112e-06,4.248667610963878e-05,2.4256680802336902e-05,0.005255554685228728,False,0.8929799347842023,Suitability  (sub A1.2.4)
ALL,usas,A1.3,0.0025028985648107025,40,43,0.001785230729470795,0.00322056640015061,0.0010252397647712965,2.4988689479290228e-08,True,0.8929799347842023,Caution
ALL,usas,A1.4,0.0012519319520558677,36,43,0.000909965199223631,0.0015938987048881043,0.0004885239326174809,8.163860176637592e-09,True,0.8929799347842023,"Chance, luck"
ALL,usas,A1.5.1,0.0004078353615380983,23,43,-0.0009765406449386942,0.0017922113680148908,0.0019776800092525604,0.5667428641555251,False,0.8929799347842023,Using
ALL,usas,A1.5.2,6.7898076109223e-06,4,43,-5.205428945920348e-07,1.4100158116436635e-05,1.044335786502048e-05,0.0758231605970776,False,0.8929799347842023,Usefulness
ALL,usas,A1.6,1.8441605786072663e-06,9,43,-6.2734182141006785e-06,9.961739371315212e-06,1.1596541132439919e-05,0.6584076935140873,False,0.8929799347842023,Physical/mental
ALL,usas,A1.7,0.003789335446493615,40,43,0.0026833304447144227,0.0048953404482728075,0.001580007145398846,3.718072393330947e-08,True,0.8929799347842023,Constraint
ALL,usas,A1.8,0.000838900697264926,33,43,0.0005281970082432236,0.0011496043862866284,0.00044386241288814625,4.105831882032712e-06,True,0.8929799347842023,Inclusion/Exclusion
ALL,usas,A1.9,0.000832885173287174,41,43,0.0006153750297447715,0.0010503953168295767,0.0003107287764891465,2.777461468114097e-09,True,0.8929799347842023,Avoiding
ALL,usas,A10,0.006688121158796488,33,43,0.003967725447254223,0.009408516870338753,0.0038862795879175214,1.9138288962033696e-05,True,0.8929799347842023,Open/closed; Hiding/Hidden; Finding; Showing
ALL,usas,A11.1,0.0011655548999467218,34,43,0.0007136144565403327,0.001617495343353111,0.0006456292048662701,8.907695599425765e-06,True,0.8929799347842023,Importance: Important
ALL,usas,A11.2,0.00015464013211853765,32,43,8.430107875215666e-05,0.00022497918548491865,0.00010048436195197285,9.672091765730783e-05,True,0.8929799347842023,Importance: Noticeability
ALL,usas,A12,3.7588961847718924e-05,26,43,-1.8942154582091176e-05,9.412007827752902e-05,8.075873775687156e-05,0.19958779027683646,False,0.8929799347842023,Easy/difficult
ALL,usas,A13,-0.0013622934878567987,12,43,-0.002071205577158533,-0.000653381398555064,0.0010127315561453353,0.0005093748573017972,False,0.8929799347842023,Degree
ALL,usas,A13.2,8.166221621983151e-05,27,43,2.639851943722947e-05,0.00013692591300243356,7.894813826086005e-05,0.00597227608284426,False,0.8929799347842023,Degree: Maximizers
ALL,usas,A13.3,-0.002736567784453518,10,43,-0.004581166443867748,-0.0008919691250392874,0.0026351409420203296,0.0057927295268326885,False,0.8929799347842023,Degree: Boosters
ALL,usas,A13.4,-2.0714643165323156e-05,22,43,-0.00035480368082853504,0.00031337439449788873,0.0004772700538045884,0.903853541429027,False,0.8929799347842023,Degree: Approximators
ALL,usas,A13.5,9.719347280907002e-06,20,43,-1.460480824986609e-05,3.4043502811680095e-05,3.474879361539013e-05,0.4379220061630376,False,0.8929799347842023,Degree: Compromisers
ALL,usas,A13.6,9.562715256667849e-05,30,43,-5.270217180333473e-06,0.00019652452231369046,0.0001441390996385885,0.07024288891451898,False,0.8929799347842023,Degree: Diminishers
ALL,usas,A13.7,9.03750986336271e-05,29,43,4.642548679359889e-05,0.00013432471047365531,6.278515977146888e-05,0.00022922715315281072,False,0.8929799347842023,Degree: Minimizers
ALL,usas,A14,0.0005882558553501345,18,43,-0.0012798680762884439,0.0024563797869887128,0.0026687484737693973,0.5404432663558159,False,0.8929799347842023,Exclusivizers/particularizers
ALL,usas,A15,7.719442248122094e-05,27,43,3.470971938924589e-05,0.000119679125573196,6.069243298853579e-05,0.0009336260007713392,False,0.8929799347842023,Safety/Danger
ALL,usas,A2.1,0.0019582492691299735,31,43,0.0010106537533908168,0.00290584478486913,0.0013537078796273666,0.00021558988395196411,False,0.8929799347842023,"Affect:- Modify, change"
ALL,usas,A2.2,0.0008959067141988963,35,43,0.0002798972184955055,0.0015119162099022873,0.0008800135652905583,0.006737183802534732,False,0.8929799347842023,Affect:- Cause/Connected
ALL,usas,A3,0.0017964506563298782,20,43,-0.004866159986933301,0.008459061299593057,0.009518015204661685,0.5999492559090686,False,0.8929799347842023,Being
ALL,usas,A4.1,0.00015660032875459309,32,43,0.00010231940443185764,0.00021088125307732852,7.754417760390776e-05,1.245194024398314e-06,True,0.8929799347842023,"Generally kinds, groups, examples"
ALL,usas,A4.2,0.00011718935800328682,28,43,4.710083558377877e-05,0.00018727788042279488,0.00010012646059929722,0.0021087341446201784,False,0.8929799347842023,Particular/general; detail
ALL,usas,A5.1,-0.0010308562668127337,10,43,-0.0019149943570763183,-0.0001467181765491491,0.0012630544146622637,0.027412329908881837,False,0.8929799347842023,Evaluation:- Good/bad
ALL,usas,A5.2,0.00111786563285155,37,43,0.0007233296968383795,0.0015124015688647205,0.0005636227657331007,1.738673665588459e-06,True,0.8929799347842023,Evaluation:- True/false
ALL,usas,A5.3,0.0003757172397029846,34,43,0.0001010481549438896,0.0006503863244620796,0.0003923844067987071,0.010442642645543754,False,0.8929799347842023,Evaluation:- Accuracy
ALL,usas,A5.4,0.0010294836841520884,39,43,0.0005524391422270767,0.0015065282260771,0.0006814922027500167,0.00012387139182215014,True,0.8929799347842023,Evaluation:- Authenticity
ALL,usas,A6,4.001436279118655e-05,21,43,-2.8912516940409678e-05,0.00010894124252278278,9.846697104513748e-05,0.26163442102301654,False,0.8929799347842023,Comparing
ALL,usas,A6.1,0.0003577892295546266,25,43,-0.0006278402567397689,0.0013434187158490223,0.001408042123277708,0.48071304592099046,False,0.8929799347842023,Comparing:- Similar/different
ALL,usas,A6.2,0.000413146835546406,36,43,0.00028867118554051524,0.0005376224855522968,0.00017782235715127248,7.442630920132043e-08,True,0.8929799347842023,Comparing:- Usual/unusual
ALL,usas,A6.3,0.00021193794772937484,32,43,0.00012614045638912008,0.0002977354390696296,0.0001225678447717925,1.7774263105501944e-05,True,0.8929799347842023,Comparing:- Variety
ALL,usas,A7,0.00502864499116652,34,43,0.0025421143866221877,0.007515175595710853,0.003552186577920475,0.00028091545635600807,False,0.8929799347842023,Definite (+ modals)
ALL,usas,A8,0.00213970977217517,22,43,-3.1539350030387187e-05,0.004310958894380728,0.0031017844602936537,0.06018378472567557,False,0.8929799347842023,Seem
ALL,usas,A9,-0.00016157630995930597,18,43,-0.007220727602950072,0.006897574983031461,0.010084501847129666,0.9644297136002092,False,0.8929799347842023,Getting and giving; possession
ALL,usas,B1,-0.0006003671357480261,19,43,-0.0028204394456271082,0.0016197051741310559,0.003171531871255831,0.598877693095043,False,0.8929799347842023,Anatomy and physiology
ALL,usas,B2,0.0007811037704029906,29,43,0.00028695536881809486,0.0012752521719878863,0.0007059262879784224,0.003466171372895855,False,0.8929799347842023,Health and disease
ALL,usas,B3,0.00029545551747412325,33,43,0.00016948105217983348,0.00042142998276841306,0.00017996352184898538,3.895785111091463e-05,True,0.8929799347842023,medicines and medical treatment
ALL,usas,B3c,-3.2193887731936333e-06,3,43,-9.473176868753823e-06,3.034399322366556e-06,8.933982993657414e-06,0.3187578397893744,False,0.8929799347842023,medicines and medical treatment  [c]
ALL,usas,B4,0.0006274040105055029,31,43,0.0001503283631300142,0.0011044796578809914,0.0006815366391078408,0.013548695092124486,False,0.8929799347842023,Cleaning and personal care
ALL,usas,B5,0.0007120494823116936,27,43,0.0002769504492047186,0.0011471485154186686,0.0006215700472956787,0.002562151889525975,False,0.8929799347842023,Clothes and personal belongings
ALL,usas,C1,-0.00043037969594780437,20,43,-0.0008724815142576827,1.1722122362073904e-05,0.0006315740261569688,0.06323883606449576,False,0.8929799347842023,Arts and crafts
ALL,usas,E1,-0.00014191099922608046,21,43,-0.0004279117201024914,0.00014408972165033053,0.00040857245839487285,0.3363527561985653,False,0.8929799347842023,"EMOTIONAL ACTIONS, STATES AND PROCESSES General"
ALL,usas,E2,-0.01016344779065693,5,43,-0.01857778847361054,-0.0017491071077033182,0.012020486689933729,0.022594455527888642,False,0.8929799347842023,Liking
ALL,usas,E3,-0.002904422484091698,17,43,-0.006212884818240593,0.00040403985005719664,0.00472637476306985,0.09267701657976783,False,0.8929799347842023,Calm/Violent/Angry
ALL,usas,E4.1,0.0008402174485268807,28,43,-0.0010759223480096404,0.002756357245063402,0.0027373425664807445,0.3949714354882103,False,0.8929799347842023,Happy/sad: Happy
ALL,usas,E4.2,0.0001465144722132339,30,43,5.497291638855033e-05,0.00023805602803791745,0.00013077365117811936,0.0031153206277619245,False,0.8929799347842023,Happy/sad: Contentment
ALL,usas,E5,0.0005896134234769199,36,43,0.00038418673352195196,0.0007950401134318878,0.00029346669993566844,1.3703928431322795e-06,True,0.8929799347842023,Fear/bravery/shock
ALL,usas,E6,0.000396991861025639,31,43,0.00016355667821313263,0.0006304270438381454,0.00033347883258929477,0.0017996371829073895,False,0.8929799347842023,"Worry, concern, confident"
ALL,usas,F1,-0.00236979291138518,12,43,-0.004788153236009224,4.856741323886436e-05,0.003454800463748634,0.06158371978639679,False,0.8929799347842023,Food
ALL,usas,F2,-0.00025772939409467215,15,43,-0.0005665021655692984,5.1043377379954074e-05,0.00044110395924946603,0.10931454582376766,False,0.8929799347842023,Drinks
ALL,usas,F3,-0.001528382429739932,15,43,-0.002521782849361081,-0.000534982010118783,0.0014191434566016414,0.004340406582862337,False,0.8929799347842023,Cigarettes and drugs
ALL,usas,F4,0.0002689758853293233,31,43,9.495055065140791e-05,0.0004430012200072387,0.00024860762096845057,0.004180502915690766,False,0.8929799347842023,Farming & Horticulture
ALL,usas,G1.1,6.371822064892188e-05,31,43,3.1691619876120376e-05,9.574482142172338e-05,4.575228681828786e-05,0.00034146638800256694,False,0.8929799347842023,Government etc.
ALL,usas,G1.1c,6.020283381060101e-05,31,43,2.732192464603585e-05,9.308374297516618e-05,4.697272737795023e-05,0.0008619345968221667,False,0.8929799347842023,Government etc.  [c]
ALL,usas,G1.2,-8.169269469146545e-06,21,43,-8.829124511321218e-05,7.195270617491908e-05,0.00011445996520580804,0.8425682965489469,False,0.8929799347842023,Politics
ALL,usas,G2.1,-0.0024044847126239886,17,43,-0.004475184856664649,-0.0003337845685833277,0.0029581430629152293,0.028012493191226222,False,0.8929799347842023,"Crime, law and order: Law and order"
ALL,usas,G2.2,0.0006803745406432206,40,43,0.00046900895865084277,0.0008917401226355984,0.0003019508314176826,1.4259682060960217e-07,True,0.8929799347842023,General ethics
ALL,usas,G3,-0.0015373987481155274,10,43,-0.0023139662479407202,-0.0007608312482903344,0.0011093821426074184,0.0003618913474237894,False,0.8929799347842023,"Warfare, defence and the army; weapons"
ALL,usas,G3c,1.4963205477730263e-06,1,43,-1.4364677258621051e-06,4.4291088214081574e-06,4.189697533764474e-06,0.32303728760298706,False,0.8929799347842023,"Warfare, defence and the army; weapons  [c]"
ALL,usas,H1,-0.00010220982581642032,20,43,-0.00027096883522095773,6.65491835881171e-05,0.00024108429914933917,0.2418650913589902,False,0.8929799347842023,Architecture and kinds of houses and buildings
ALL,usas,H2,-0.001239183607331291,18,43,-0.0028094579261824437,0.00033109071151986194,0.002243249026930218,0.12942964325228704,False,0.8929799347842023,Parts of buildings
ALL,usas,H3,-1.7024186430792795e-05,11,43,-4.302506445885181e-05,8.976691597266221e-06,3.714411146865574e-05,0.20641655872558765,False,0.8929799347842023,Areas around or near houses
ALL,usas,H4,-0.0003857519586020086,14,43,-0.0009942430478892088,0.00022273913068519152,0.0008692729846960002,0.2209306565792656,False,0.8929799347842023,Residence
ALL,usas,H5,0.0001611717218839898,30,43,7.794867900724704e-05,0.0002443947647607326,0.00011889006125248967,0.000466619279405591,False,0.8929799347842023,Furniture and household fittings
ALL,usas,I1,-0.0020179656801441264,24,43,-0.004388261265882969,0.0003523299055947166,0.0033861365510554895,0.10262436745272727,False,0.8929799347842023,Money generally
ALL,usas,I1.1,0.000277903634586741,31,43,7.308428882777282e-05,0.0004827229803457091,0.0002925990653699545,0.011033642081848311,False,0.8929799347842023,Money: Affluence
ALL,usas,I1.2,-0.0015209419388039446,13,43,-0.0025109091778897988,-0.0005309746997180904,0.001414238912979792,0.004390813981552466,False,0.8929799347842023,Money: Debts
ALL,usas,I1.3,-1.529316171013053e-05,18,43,-0.000235556279558479,0.00020496995613821797,0.0003146615969262121,0.8924039518788696,False,0.8929799347842023,Money: Price
ALL,usas,I1c,2.006541792755858e-06,2,43,-7.923454636145896e-07,4.805429049126306e-06,3.998410366243496e-06,0.16733412106102963,False,0.8929799347842023,Money generally  [c]
ALL,usas,I2.1,1.0328264119469483e-05,21,43,-3.2178831701466164e-05,5.2835359940405137e-05,6.0724422601336646e-05,0.6363746306118687,False,0.8929799347842023,Business: Generally
ALL,usas,I2.2,-0.0012321663150097256,14,43,-0.002275307318902036,-0.00018902531111741503,0.0014902014341318722,0.025561193212871973,False,0.8929799347842023,Business: Selling
ALL,usas,I3.1,-0.001194486624853967,12,43,-0.002439634424396055,5.066117468812098e-05,0.0017787825707744113,0.06702069615451675,False,0.8929799347842023,Work and employment: Generally
ALL,usas,I3.2,7.948767676921948e-05,26,43,3.724546836962567e-05,0.00012172988516881327,6.034601199941972e-05,0.0006429596509800464,False,0.8929799347842023,Work and employmeny: Professionalism
ALL,usas,I4,4.993008459005839e-06,22,43,-2.259775212485153e-05,3.258376904286321e-05,3.9415372262653376e-05,0.7245931850916283,False,0.8929799347842023,Industry
ALL,usas,I4c,6.38878436127809e-07,1,43,-6.133232986826965e-07,1.8910801709383146e-06,1.788859621157865e-06,0.32303728760298706,False,0.8929799347842023,Industry  [c]
ALL,usas,K1,0.0005718013132257995,33,43,0.0002727932242107575,0.0008708094022408415,0.0004271544128786314,0.0005379697835315912,False,0.8929799347842023,Entertainment generally
ALL,usas,K2,0.00033493149840202246,29,43,5.397034014930079e-05,0.0006158926566547441,0.00040137308321817373,0.024310403513998217,False,0.8929799347842023,Music and related activities
ALL,usas,K3,4.7503220739690967e-05,25,43,5.50657083199319e-06,8.949987064738874e-05,5.999521415385396e-05,0.03209130080666921,False,0.8929799347842023,Recorded sound etc.
ALL,usas,K4,0.0002224294403083443,31,43,0.00011198327347707947,0.0003328756071396091,0.00015778023833037832,0.00029540625794556005,False,0.8929799347842023,"Drama, the theatre and showbusiness"
ALL,usas,K5,3.079910706339728e-07,4,43,-7.868234353566595e-06,8.48421649483454e-06,1.168032203457224e-05,0.9414950289675698,False,0.8929799347842023,Sports and games generally
ALL,usas,K5.1,6.543026474532924e-05,24,43,-5.697020104064556e-05,0.00018783073053130406,0.0001748578082656783,0.3007526511824108,False,0.8929799347842023,Sports
ALL,usas,K5.2,3.4288641133998154e-05,22,43,1.7707841466161888e-05,5.086944080183442e-05,2.3686856668337525e-05,0.00021374780297175148,False,0.8929799347842023,Games
ALL,usas,K6,9.376776394570685e-06,8,43,2.4087764615114247e-06,1.6344776327629946e-05,9.954285618656088e-06,0.01165900338866909,False,0.8929799347842023,Childrens games and toys
ALL,usas,L1,-0.0035692250312928013,9,43,-0.00508420122987142,-0.002054248832714183,0.0021642517122551688,3.6460652824859844e-05,True,0.8929799347842023,Life and living things
ALL,usas,L2,3.6385453442869095e-07,23,43,-7.545303316676928e-05,7.618074223562666e-05,0.00010830983957313996,0.9925395233919689,False,0.8929799347842023,Living creatures generally
ALL,usas,L2f,2.7113644432723355e-07,1,43,-3.5446039028703787e-06,4.086876791524846e-06,5.451057638853732e-06,0.8899005734733004,False,0.8929799347842023,Living creatures generally  [f]
ALL,usas,L2fn,-2.3081252280962e-05,4,43,-3.915985182749288e-05,-7.002652734431123e-06,2.2969427923615542e-05,0.007421204936994055,False,0.8929799347842023,Living creatures generally  [fn]
ALL,usas,L2mf,-3.973932375578221e-07,1,43,-4.083802285082663e-06,3.289015809967019e-06,5.266298639321201e-06,0.8336851221669604,False,0.8929799347842023,Living creatures generally  [mf]
ALL,usas,L2mfn,1.3896685521307257e-05,20,43,-3.500967996108909e-05,6.280305100370361e-05,6.986623640342335e-05,0.5805299991645287,False,0.8929799347842023,Living creatures generally  [mfn]
ALL,usas,L2mfnc,-1.0113488552294756e-05,15,43,-3.029790253967512e-05,1.0070925435085606e-05,2.883487712482909e-05,0.3316906525766183,False,0.8929799347842023,Living creatures generally  [mfnc]
ALL,usas,L2mn,-1.4605171106882103e-06,0,43,-4.323130647637102e-06,1.4020964262606812e-06,4.089447909926987e-06,0.32303728760298683,False,0.8929799347842023,Living creatures generally  [mn]
ALL,usas,L3,3.8795289087681354e-07,20,43,-8.69168533079474e-05,8.769275908970102e-05,0.00012472115171260602,0.9930920925701662,False,0.8929799347842023,Plants
ALL,usas,M1,-0.00678588518483027,17,43,-0.01298867375571788,-0.0005830966139426606,0.008861126529839442,0.03784562601668519,False,0.8929799347842023,"Moving, coming and going"
ALL,usas,M2,-0.026846702210171415,7,43,-0.03920458844377361,-0.014488815976569223,0.017654123190860276,0.00011345366087311826,True,0.8929799347842023,"Putting, taking, pulling, pushing, transporting &c."
ALL,usas,M3,-0.00144855698982287,10,43,-0.002324320140537451,-0.0005727938391082891,0.0012510902153065441,0.002327789015859743,False,0.8929799347842023,Vehicles and transport on land
ALL,usas,M3fn,9.80674079563824e-06,22,43,-2.735299229106873e-05,4.6966473882345207e-05,5.308533298100994e-05,0.6076888819134729,False,0.8929799347842023,Vehicles and transport on land  [fn]
ALL,usas,M4,0.00022775640450339564,30,43,9.882473524610059e-05,0.00035668807376069067,0.00018418809893899288,0.0012442605184603275,False,0.8929799347842023,"Shipping, swimming etc."
ALL,usas,M4fn,-3.3507505124797135e-06,3,43,-9.279918186946709e-06,2.578417161987282e-06,8.47023953495285e-06,0.274314237192879,False,0.8929799347842023,"Shipping, swimming etc.  [fn]"
ALL,usas,M5,-0.00018286480453749517,14,43,-0.00032883659475990836,-3.689301431508197e-05,0.00020853112888916169,0.018295380542032204,False,0.8929799347842023,Aircraft and flying
ALL,usas,M6,-0.0041843213218588,26,43,-0.011938341932981229,0.0035696992892636278,0.011077172301603468,0.2962471341490894,False,0.8929799347842023,Location and direction
ALL,usas,M7,0.00011146025865194174,25,43,1.7312018984274642e-05,0.00020560849831960883,0.00013449748523952442,0.02524882649538497,False,0.8929799347842023,Places
ALL,usas,M8,-0.0005433805334727767,24,43,-0.002983174589767845,0.0018964135228222915,0.003485420080421526,0.6646933559667815,False,0.8929799347842023,Remaining/stationary
ALL,usas,N1,-0.012346458872870881,3,43,-0.022709117869698488,-0.0019837998760432757,0.014803798566896578,0.024384034665007888,False,0.8929799347842023,Numbers
ALL,usas,N2,9.875770871468937e-05,25,43,-3.128429416188027e-05,0.00022879971159125902,0.00018577428982367088,0.1440946990942129,False,0.8929799347842023,Mathematics
ALL,usas,N3,1.8019159420928683e-06,2,43,-6.659880243760448e-07,4.269819908561781e-06,3.5255770949555894e-06,0.1598078822918039,False,0.8929799347842023,Measurement
ALL,usas,N3.1,5.833199752922747e-05,25,43,1.6352939998335533e-05,0.0001003110550601194,5.9970082186988474e-05,0.009369593728505274,False,0.8929799347842023,Measurement: General
ALL,usas,N3.1c,4.7395392499672935e-06,6,43,-6.18724512994258e-07,1.0097803012928845e-05,7.654662518516502e-06,0.09031176404926625,False,0.8929799347842023,Measurement: General  [c]
ALL,usas,N3.2,0.0007587406406304999,39,43,0.0004542611782121401,0.0010632201030488595,0.0004349706605976568,1.549211705521613e-05,True,0.8929799347842023,Measurement: Size
ALL,usas,N3.3,5.691527634884365e-05,26,43,4.482641805378973e-06,0.00010934791089230833,7.490376363352096e-05,0.03928716894754188,False,0.8929799347842023,Measurement: Distance
ALL,usas,N3.4,6.674527028702311e-05,24,43,3.650423738300719e-05,9.698630319103903e-05,4.320147557716561e-05,9.174062312115355e-05,True,0.8929799347842023,Measurement: Volume
ALL,usas,N3.5,6.673604518003844e-05,26,43,2.599145428068066e-05,0.00010748063607939622,5.820655842765397e-05,0.0025427939132943687,False,0.8929799347842023,Measurement: Weight
ALL,usas,N3.6,7.699962622994363e-05,26,43,-2.4520240494066355e-05,0.00017851949295395362,0.00014502838103429999,0.14458993149230512,False,0.8929799347842023,Measurement: Area
ALL,usas,N3.7,8.305705506785033e-05,30,43,1.1829194016016033e-05,0.00015428491611968465,0.00010175408721690614,0.027396005709274206,False,0.8929799347842023,Measurement: Length & height
ALL,usas,N3.8,0.0032187006970426754,34,43,0.0015031258999356407,0.00493427549414971,0.002450821138724335,0.00066398746384826,False,0.8929799347842023,Measurement: Speed
ALL,usas,N4,0.009878929345265708,27,43,0.0022395939577442518,0.017518264732787163,0.010913336267887793,0.015072346888994436,False,0.8929799347842023,Linear order
ALL,usas,N4c,6.38878436127809e-07,1,43,-6.133232986826965e-07,1.8910801709383146e-06,1.788859621157865e-06,0.32303728760298706,False,0.8929799347842023,Linear order  [c]
ALL,usas,N5,-0.0014221121147727908,17,43,-0.0035924550964716445,0.000748230866926063,0.003100489973855505,0.2060813151730579,False,0.8929799347842023,Quantities
ALL,usas,N5+++c,-5.173016717120823e-07,0,43,-1.5312129482677639e-06,4.966096048435992e-07,1.4484446807938307e-06,0.32303728760298706,False,0.8929799347842023,Quantities  [+++c]
ALL,usas,N5.1,-0.0009285079169296597,15,43,-0.0015983573490520133,-0.000258658484807306,0.0009569277601747911,0.00953128029922944,False,0.8929799347842023,Entirety; maximum
ALL,usas,N5.2,-0.0022912258631837983,7,43,-0.00413081062176116,-0.0004516411046064364,0.0026279782265390887,0.018933605200910274,False,0.8929799347842023,Exceeding; waste
ALL,usas,N6,-0.0023336680219187144,16,43,-0.004206561767604237,-0.00046077427623319165,0.0026755624938364607,0.01888791047183822,False,0.8929799347842023,Frequency etc.
ALL,usas,O1,3.220510222556084e-05,26,43,9.027092795895236e-06,5.538311165522645e-05,3.3111442042379434e-05,0.009373454977288174,False,0.8929799347842023,Substances and materials generally
ALL,usas,O1.1,0.00011686639999956951,30,43,1.0750642969788269e-05,0.00022298215702935075,0.00015159393861397316,0.03664589992015241,False,0.8929799347842023,Substances and materials generally: Solid
ALL,usas,O1.2,-0.0001163401490233295,17,43,-0.0002384032419773026,5.722943930643607e-06,0.00017437584707710442,0.06873436438343826,False,0.8929799347842023,Substances and materials generally: Liquid
ALL,usas,O1.3,-8.150581971348113e-06,8,43,-2.542171742918274e-05,9.12055348648651e-06,2.4673050654049463e-05,0.36027002253071483,False,0.8929799347842023,Substances and materials generally: Gas
ALL,usas,O2,0.0003155879313796266,34,43,0.000149743296339827,0.00048143256641942624,0.00023692090719971374,0.0005683542967032459,False,0.8929799347842023,Objects generally
ALL,usas,O2c,1.3354665185189142e-06,1,43,-1.282047857778158e-06,3.952980894815986e-06,3.7393062518529603e-06,0.32303728760298706,False,0.8929799347842023,Objects generally  [c]
ALL,usas,O3,8.19193986655659e-06,21,43,-4.568152963775435e-05,6.206540937086752e-05,7.696209929187275e-05,0.7671455529750444,False,0.8929799347842023,Electricity and electrical equipment
ALL,usas,O4.1,0.0006326245680222595,27,43,-0.0001792422397878836,0.0014444913758324025,0.0011598097254430615,0.134189152863846,False,0.8929799347842023,General appearance and physical properties
ALL,usas,O4.2,-0.001750949448787676,28,43,-0.003944273440482714,0.00044237454290736223,0.003133319988135769,0.1251611779560911,False,0.8929799347842023,Judgement of appearance (pretty etc.)
ALL,usas,O4.3,0.0012443003998748958,34,43,0.0007415640396731442,0.0017470367600766474,0.0007181948002882165,1.7238060910451362e-05,True,0.8929799347842023,Colour and colour patterns
ALL,usas,O4.4,0.0019432169091264098,30,43,0.0008473349572165039,0.0030390988610363157,0.0015655456455855798,0.0011979159222579154,False,0.8929799347842023,Shape
ALL,usas,O4.5,-1.055515565218708e-05,23,43,-0.00021047657419843115,0.00018936626289405698,0.0002856020264946344,0.9180736329019972,False,0.8929799347842023,Texture
ALL,usas,O4.6,0.0009922071330400117,28,43,0.00037434868209825986,0.0016100655839817635,0.0008826549299167884,0.0030264030337951377,False,0.8929799347842023,Temperature
ALL,usas,P1,0.0003115162488732714,26,43,-0.00010035569913028106,0.0007233881968768238,0.0005883884971479321,0.14569063890256395,False,0.8929799347842023,Education in general
ALL,usas,Q1.1,0.00029071871905667236,29,43,-0.0006972918996348192,0.001278729337748164,0.001411443740987845,0.567204802912357,False,0.8929799347842023,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION"
