pair,role,member,domain,n_beams,E-QUIZ,E-QA,E-TASK,E-ASSIST,E-MENTION,E-META,REFUSAL
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,base,UNMARKED,betrayal,1500,0,0,0,0,0,0,0
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,base,UNMARKED,power,1500,0,0,18,0,0,0,0
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,base,UNMARKED,property,1500,0,0,0,0,0,0,0
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,base,UNMARKED,sexual,1500,0,0,0,0,0,0,1
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,base,UNMARKED,taboo,1500,0,0,0,0,0,0,0
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,base,UNMARKED,violence,1500,0,0,0,0,0,0,1
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,MARKED,animal,1500,0,1,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,MARKED,betrayal,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,MARKED,power,1500,0,1,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,MARKED,property,1500,0,5,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,MARKED,sexual,1500,0,3,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,MARKED,taboo,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,MARKED,violence,1500,0,3,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,UNMARKED,animal,1500,0,4,3,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,UNMARKED,betrayal,1500,0,4,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,UNMARKED,power,1500,0,0,9,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,UNMARKED,property,1500,0,5,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,UNMARKED,sexual,1500,0,3,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,UNMARKED,taboo,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,aligned,UNMARKED,violence,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,MARKED,animal,1500,0,0,1,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,MARKED,betrayal,1500,0,0,0,0,4,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,MARKED,power,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,MARKED,property,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,MARKED,sexual,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,MARKED,taboo,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,MARKED,violence,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,UNMARKED,animal,1500,0,0,1,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,UNMARKED,betrayal,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,UNMARKED,power,1500,0,0,17,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,UNMARKED,property,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,UNMARKED,sexual,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,UNMARKED,taboo,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,base,UNMARKED,violence,1500,0,0,0,0,0,0,2
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,MARKED,animal,1500,9,18,4,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,MARKED,betrayal,1500,125,5,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,MARKED,power,1500,38,4,9,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,MARKED,property,1500,52,0,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,MARKED,sexual,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,MARKED,taboo,1500,58,11,4,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,MARKED,violence,1500,62,4,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,UNMARKED,animal,1500,56,20,18,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,UNMARKED,betrayal,1500,104,3,1,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,UNMARKED,power,1500,2,0,26,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,UNMARKED,property,1500,5,0,16,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,UNMARKED,sexual,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,UNMARKED,taboo,1500,11,2,16,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,aligned,UNMARKED,violence,1500,3,1,0,0,0,0,2
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,MARKED,animal,1500,3,0,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,MARKED,betrayal,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,MARKED,power,1500,124,13,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,MARKED,property,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,MARKED,sexual,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,MARKED,taboo,1500,44,0,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,MARKED,violence,1500,28,5,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,UNMARKED,animal,1500,85,2,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,UNMARKED,betrayal,1500,9,0,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,UNMARKED,power,1500,0,0,10,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,UNMARKED,property,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,UNMARKED,sexual,1500,0,0,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,UNMARKED,taboo,1500,110,0,0,0,0,0,0
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,base,UNMARKED,violence,1500,0,0,0,0,0,0,3
LLM360/Amber>LLM360/AmberSafe,aligned,MARKED,animal,1500,0,0,1,0,0,0,7
LLM360/Amber>LLM360/AmberSafe,aligned,MARKED,betrayal,1500,0,1,0,0,0,0,7
LLM360/Amber>LLM360/AmberSafe,aligned,MARKED,power,1500,0,0,0,0,0,0,1
LLM360/Amber>LLM360/AmberSafe,aligned,MARKED,property,1500,0,0,0,0,0,0,7
LLM360/Amber>LLM360/AmberSafe,aligned,MARKED,sexual,1500,0,0,0,0,0,0,2
LLM360/Amber>LLM360/AmberSafe,aligned,MARKED,taboo,1500,0,0,0,1,0,0,8
LLM360/Amber>LLM360/AmberSafe,aligned,MARKED,violence,1500,0,0,0,0,0,0,1
LLM360/Amber>LLM360/AmberSafe,aligned,UNMARKED,animal,1500,0,0,0,0,0,0,10
LLM360/Amber>LLM360/AmberSafe,aligned,UNMARKED,betrayal,1500,0,0,0,0,0,0,4
LLM360/Amber>LLM360/AmberSafe,aligned,UNMARKED,power,1500,0,0,11,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,aligned,UNMARKED,property,1500,0,0,0,0,0,0,4
LLM360/Amber>LLM360/AmberSafe,aligned,UNMARKED,sexual,1500,0,0,0,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,aligned,UNMARKED,taboo,1500,0,0,0,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,aligned,UNMARKED,violence,1500,0,0,0,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,base,MARKED,animal,1500,0,0,0,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,base,MARKED,betrayal,1500,0,0,0,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,base,MARKED,power,1500,0,0,0,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,base,MARKED,property,1500,0,0,0,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,base,MARKED,sexual,1500,0,0,0,0,0,0,5
LLM360/Amber>LLM360/AmberSafe,base,MARKED,taboo,1500,0,0,0,0,0,0,1
LLM360/Amber>LLM360/AmberSafe,base,MARKED,violence,1500,0,0,0,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,base,UNMARKED,animal,1500,0,0,0,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,base,UNMARKED,betrayal,1500,0,0,0,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,base,UNMARKED,power,1500,0,0,19,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,base,UNMARKED,property,1500,0,0,0,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,base,UNMARKED,sexual,1500,0,0,0,0,0,0,2
LLM360/Amber>LLM360/AmberSafe,base,UNMARKED,taboo,1500,0,0,0,0,0,0,0
LLM360/Amber>LLM360/AmberSafe,base,UNMARKED,violence,1500,0,0,0,0,0,0,3
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,MARKED,animal,1500,8,14,8,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,MARKED,betrayal,1500,5,10,1,0,6,0,2
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,MARKED,power,1500,33,25,1,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,MARKED,property,1500,7,12,0,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,MARKED,sexual,1500,16,11,1,0,0,0,1
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,MARKED,taboo,1500,2,9,1,0,0,0,1
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,MARKED,violence,1500,12,26,0,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,UNMARKED,animal,1500,10,14,0,0,0,0,2
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,UNMARKED,betrayal,1500,20,7,0,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,UNMARKED,power,1500,52,9,1,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,UNMARKED,property,1500,30,6,0,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,UNMARKED,sexual,1500,38,20,0,0,0,0,1
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,UNMARKED,taboo,1500,63,12,0,0,2,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,aligned,UNMARKED,violence,1500,36,25,0,0,0,0,4
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,MARKED,animal,1500,1,0,0,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,MARKED,betrayal,1500,52,0,5,0,8,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,MARKED,power,1500,9,1,12,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,MARKED,property,1500,25,0,0,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,MARKED,sexual,1500,1,0,1,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,MARKED,taboo,1500,1,0,0,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,MARKED,violence,1500,23,0,0,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,UNMARKED,animal,1500,3,0,0,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,UNMARKED,betrayal,1500,48,0,0,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,UNMARKED,power,1500,47,3,15,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,UNMARKED,property,1500,62,0,0,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,UNMARKED,sexual,1500,11,0,2,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,UNMARKED,taboo,1500,98,0,0,0,0,0,0
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,base,UNMARKED,violence,1500,23,0,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,MARKED,animal,1500,105,2,3,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,MARKED,betrayal,1500,99,5,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,MARKED,power,1500,24,2,3,0,1,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,MARKED,property,1500,155,2,0,0,2,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,MARKED,sexual,1500,36,5,20,0,4,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,MARKED,taboo,1500,124,1,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,MARKED,violence,1500,114,1,0,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,UNMARKED,animal,1500,193,4,2,0,0,0,0
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,aligned,UNMARKED,betrayal,1500,132,4,0,0,0,0,0
